#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,62450388,3380.0,1229756.0,198.0,49583783.0,1811.0,11636849.0,21969.0,,,,,,North America,,,,,,
,Asia,83876963,13781.0,1244639.0,246.0,81176333.0,20929.0,1455991.0,30262.0,,,,,,Asia,,,,,,
,South America,39373166,20.0,1189678.0,,37366511.0,,816977.0,12728.0,,,,,,South America,,,,,,
,Europe,82009077,14994.0,1498479.0,315.0,71743711.0,76021.0,8766887.0,22753.0,,,,,,Europe,,,,,,
,Africa,9398063,,227118.0,,8459618.0,,711327.0,1615.0,,,,,,Africa,,,,,,
,Oceania,434907,8217.0,4432.0,11.0,370155.0,127.0,60320.0,177.0,,,,,,Australia/Oceania,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,277543285,40392.0,5394117.0,770.0,248700817.0,98883.0,23448351.0,89504.0,35606.0,692.0,,,,All,,,,,,
1.0,USA,52510978,,833029.0,,40908146.0,,10769803.0,16187.0,157284.0,2495.0,795166534.0,2381732.0,333860677.0,North America,6.0,401.0,0.0,,,32258.0
2.0,India,34765976,,478759.0,,34208926.0,6960.0,78291.0,8944.0,24833.0,342.0,668643929.0,477611.0,1399976270.0,Asia,40.0,2924.0,2.0,,,56.0
3.0,Brazil,22222928,,618128.0,,21414318.0,,190482.0,8318.0,103466.0,2878.0,63776166.0,296932.0,214784057.0,South America,10.0,347.0,3.0,,,887.0
4.0,UK,11647473,,147573.0,,9922480.0,,1577420.0,849.0,170257.0,2157.0,392136238.0,5732054.0,68411120.0,Europe,6.0,464.0,0.0,,,23058.0
5.0,Russia,10292983,,300269.0,,9097521.0,,895193.0,2300.0,70487.0,2056.0,236300000.0,1618198.0,146026630.0,Europe,14.0,486.0,1.0,,,6130.0
6.0,Turkey,9228835,,80957.0,,8858445.0,,289433.0,1128.0,107719.0,945.0,115432381.0,1347331.0,85674867.0,Asia,9.0,1058.0,1.0,,,3378.0
7.0,France,8798028,,122116.0,,7651414.0,,1024498.0,3025.0,134349.0,1865.0,178020146.0,2718436.0,65486233.0,Europe,7.0,536.0,0.0,,,15644.0
8.0,Germany,6915353,,110234.0,,5992800.0,59400.0,812319.0,4636.0,82151.0,1310.0,89622218.0,1064669.0,84178481.0,Europe,12.0,764.0,1.0,,,9650.0
9.0,Iran,6177885,,131211.0,,6016324.0,,30350.0,2821.0,72193.0,1533.0,41082066.0,480071.0,85575066.0,Asia,14.0,652.0,2.0,,,355.0
10.0,Spain,5645095,,88937.0,,4997068.0,,559090.0,1466.0,120670.0,1901.0,66213858.0,1415387.0,46781452.0,Europe,8.0,526.0,1.0,,,11951.0
11.0,Italy,5472469,,136077.0,,4933663.0,,402729.0,1010.0,90708.0,2256.0,132337126.0,2193523.0,60330865.0,Europe,11.0,443.0,0.0,,,6675.0
12.0,Argentina,5415501,,116964.0,,5243498.0,,55039.0,824.0,118226.0,2553.0,27221412.0,594272.0,45806294.0,South America,8.0,392.0,2.0,,,1202.0
13.0,Colombia,5112719,,129586.0,,4952013.0,,31120.0,342.0,98928.0,2507.0,29106481.0,563193.0,51681176.0,South America,10.0,399.0,2.0,,,602.0
14.0,Indonesia,4261072,,144034.0,,4112292.0,,4746.0,,15340.0,519.0,61083259.0,219897.0,277780937.0,Asia,65.0,1929.0,5.0,,,17.0
15.0,Poland,4000270,,92829.0,,3484352.0,,423089.0,2053.0,105868.0,2457.0,26493557.0,701156.0,37785553.0,Europe,9.0,407.0,1.0,,,11197.0
16.0,Mexico,3940401,3319.0,298359.0,198.0,3293911.0,1805.0,348131.0,4798.0,30096.0,2279.0,12216584.0,93309.0,130926674.0,North America,33.0,439.0,11.0,25.0,2.0,2659.0
