#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,118289554,,1557080.0,,113747934.0,3197.0,2984540.0,7901.0,,,,,,North America,,,,,,
,Asia,195254119,78997.0,1491519.0,119.0,188171577.0,63698.0,5591023.0,9153.0,,,,,,Asia,,,,,,
,Europe,235439360,624.0,1948212.0,3.0,229360398.0,109682.0,4130750.0,7684.0,,,,,,Europe,,,,,,
,South America,64547072,40.0,1333658.0,,62877813.0,520.0,335601.0,10107.0,,,,,,South America,,,,,,
,Oceania,12691699,3057.0,21779.0,9.0,12512305.0,,157615.0,97.0,,,,,,Australia/Oceania,,,,,,
,Africa,12683648,,257953.0,,12008531.0,41.0,417164.0,842.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,638906173,82718.0,6610216.0,131.0,618679264.0,177138.0,13616693.0,35784.0,81966.0,848.0,,,,All,,,,,,
1.0,USA,99809767,,1099494.0,,97326533.0,,1383740.0,2717.0,298113.0,3284.0,1133644110.0,3385980.0,334805269.0,North America,3.0,305.0,0.0,,,4133.0
2.0,India,44663968,,530514.0,,44120267.0,,13187.0,698.0,31752.0,377.0,902104560.0,641322.0,1406631776.0,Asia,31.0,2651.0,2.0,,,9.0
3.0,France,37041020,,157618.0,,36317900.0,,565502.0,869.0,564783.0,2403.0,271490188.0,4139547.0,65584518.0,Europe,2.0,416.0,0.0,,,8622.0
4.0,Germany,35971322,,155187.0,,34818500.0,85900.0,997635.0,1406.0,428824.0,1850.0,122332384.0,1458359.0,83883596.0,Europe,2.0,541.0,1.0,,,11893.0
5.0,Brazil,34919019,,688617.0,,34085759.0,,144643.0,8318.0,162147.0,3198.0,63776166.0,296146.0,215353593.0,South America,6.0,313.0,3.0,,,672.0
