#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,3208553,30472.0,169999.0,987.0,1399591.0,7604.0,1638963.0,18873.0,,,,,,North America,,,
,South America,2260228,22438.0,86054.0,659.0,1317583.0,5732.0,856591.0,12802.0,,,,,,South America,,,
,Europe,2453570,11230.0,192046.0,496.0,1386612.0,15257.0,874912.0,5686.0,,,,,,Europe,,,
,Asia,2347579,46156.0,57923.0,1019.0,1546828.0,35906.0,742828.0,19507.0,,,,,,Asia,,,
,Africa,409242,1317.0,10214.0,30.0,196246.0,849.0,202782.0,920.0,,,,,,Africa,,,
,Oceania,9560,84.0,126.0,,8631.0,32.0,803.0,3.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,World,10689453,111697.0,516377.0,3191.0,5856142.0,65380.0,4316934.0,57795.0,1371.0,66.2,,,,All,,,
1.0,USA,2751043,23190.0,130390.0,268.0,1146683.0,3349.0,1473970.0,15801.0,8311.0,394.0,34414558.0,103971.0,331002277.0,North America,120.0,2539.0,10.0
2.0,Brazil,1426913,18428.0,60194.0,538.0,790040.0,,576679.0,8318.0,6713.0,283.0,3070447.0,14445.0,212558178.0,South America,149.0,3531.0,69.0
3.0,Russia,654405,6556.0,9536.0,216.0,422931.0,10281.0,221938.0,2300.0,4484.0,65.0,19852167.0,136035.0,145934619.0,Europe,223.0,15304.0,7.0
4.0,India,604808,19016.0,17848.0,438.0,359851.0,12015.0,227109.0,8944.0,438.0,13.0,8826585.0,6396.0,1379974505.0,Asia,2282.0,77318.0,156.0
5.0,UK,313483,829.0,43906.0,176.0,,,,238.0,4618.0,647.0,9662051.0,142327.0,67886052.0,Europe,217.0,1546.0,7.0
