#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
16.0,Saudi Arabia,87142,,525.0,,64306.0,,22311.0,384.0,2506.0,15.0,838623.0,24120.0,34768083.0,Asia,399.0,66225.0,41.0
17.0,Pakistan,76398,3938.0,1621.0,78.0,27110.0,1027.0,47667.0,111.0,346.0,7.0,577974.0,2621.0,220521124.0,Asia,2886.0,136040.0,382.0
18.0,Belgium,58517,,9486.0,,15919.0,,33112.0,163.0,5051.0,819.0,876306.0,75637.0,11585664.0,Europe,198.0,1221.0,13.0
19.0,Qatar,58433,,40.0,,33437.0,,24956.0,240.0,20811.0,14.0,225919.0,80461.0,2807805.0,Asia,48.0,70195.0,12.0
20.0,Bangladesh,49534,,672.0,,10597.0,,38265.0,1.0,301.0,4.0,320969.0,1951.0,164555754.0,Asia,3322.0,244875.0,513.0
21.0,Netherlands,46545,,5962.0,,,,,158.0,2717.0,348.0,349496.0,20400.0,17131938.0,Europe,368.0,2874.0,49.0
22.0,Belarus,43403,,240.0,,18776.0,,24387.0,92.0,4593.0,25.0,553377.0,58561.0,9449559.0,Europe,218.0,39373.0,17.0
23.0,Ecuador,39994,,3394.0,,19823.0,,16777.0,220.0,2270.0,193.0,117524.0,6670.0,17620485.0,South America,441.0,5192.0,150.0
24.0,Sweden,37814,,4403.0,,,,,267.0,3746.0,436.0,238800.0,23657.0,10094260.0,Europe,267.0,2293.0,42.0
25.0,Singapore,35836,544.0,24.0,,22466.0,,13346.0,7.0,6129.0,4.0,334691.0,57245.0,5846646.0,Asia,163.0,243610.0,17.0
26.0,UAE,35192,,266.0,,18338.0,,16588.0,1.0,3562.0,27.0,2110493.0,213601.0,9880535.0,Asia,281.0,37145.0,5.0
27.0,South Africa,34357,,705.0,,17291.0,,16361.0,128.0,580.0,12.0,742742.0,12536.0,59246734.0,Africa,1724.0,84038.0,80.0
28.0,Portugal,32700,,1424.0,,19552.0,,11724.0,64.0,3206.0,140.0,812415.0,79657.0,10198931.0,Europe,312.0,7162.0,13.0
29.0,Switzerland,30871,,1920.0,,28500.0,,451.0,28.0,3569.0,222.0,399215.0,46154.0,8649556.0,Europe,280.0,4505.0,22.0
30.0,Colombia,30493,,969.0,,9661.0,,19863.0,136.0,600.0,19.0,341142.0,6710.0,50838520.0,South America,1667.0,52465.0,149.0
31.0,Kuwait,27762,,220.0,,12899.0,,14643.0,204.0,6509.0,52.0,290013.0,67994.0,4265264.0,Asia,154.0,19388.0,15.0
32.0,Indonesia,26940,,1641.0,,7637.0,,17662.0,,99.0,6.0,333415.0,1220.0,273287113.0,Asia,10144.0,166537.0,820.0
33.0,Egypt,26384,,1005.0,,6447.0,,18932.0,41.0,258.0,10.0,135000.0,1321.0,102167945.0,Africa,3872.0,101660.0,757.0
34.0,Ireland,25062,,1650.0,,22089.0,,1323.0,36.0,5080.0,334.0,325795.0,66041.0,4933258.0,Europe,197.0,2990.0,15.0
35.0,Ukraine,24340,328.0,727.0,9.0,10078.0,388.0,13535.0,286.0,556.0,17.0,371668.0,8495.0,43752988.0,Europe,1798.0,60183.0,118.0
36.0,Poland,24271,106.0,1081.0,7.0,11726.0,277.0,11464.0,160.0,641.0,29.0,931520.0,24611.0,37849748.0,Europe,1559.0,35014.0,41.0
37.0,Romania,19398,,1279.0,3.0,13426.0,,4693.0,159.0,1008.0,66.0,443252.0,23030.0,19247039.0,Europe,992.0,15049.0,43.0
38.0,Philippines,18638,,960.0,,3979.0,,13699.0,73.0,170.0,9.0,358676.0,3277.0,109459685.0,Asia,5873.0,114021.0,305.0
39.0,Dominican Republic,17572,,502.0,,10893.0,,6177.0,110.0,1621.0,46.0,81647.0,7533.0,10839047.0,North America,617.0,21592.0,133.0
40.0,Argentina,17415,,556.0,,5521.0,,11338.0,274.0,386.0,12.0,164084.0,3633.0,45162170.0,South America,2593.0,81227.0,275.0
41.0,Israel,17219,50.0,287.0,2.0,14915.0,37.0,2017.0,31.0,1872.0,31.0,582445.0,63326.0,9197590.0,Asia,534.0,32047.0,16.0
42.0,Japan,16884,,892.0,,14502.0,,1490.0,115.0,133.0,7.0,292569.0,2313.0,126505371.0,Asia,7493.0,141822.0,432.0
43.0,Austria,16733,,668.0,,15596.0,,469.0,29.0,1859.0,74.0,451820.0,50189.0,9002328.0,Europe,538.0,13477.0,20.0
44.0,Afghanistan,16492,742.0,270.0,5.0,1450.0,22.0,14772.0,19.0,424.0,7.0,40950.0,1054.0,38850966.0,Asia,2356.0,143892.0,949.0
45.0,Panama,13837,,344.0,,9514.0,,3979.0,78.0,3211.0,80.0,67730.0,15718.0,4309025.0,North America,311.0,12526.0,64.0
46.0,Oman,12223,,50.0,,2682.0,,9491.0,31.0,2399.0,10.0,100181.0,19663.0,5094952.0,Asia,417.0,101899.0,51.0
47.0,Bahrain,11871,,19.0,,7076.0,6.0,4776.0,9.0,7000.0,11.0,323162.0,190550.0,1695942.0,Asia,143.0,89260.0,5.0
48.0,Denmark,11699,,576.0,,10412.0,,711.0,20.0,2020.0,99.0,637738.0,110133.0,5790610.0,Europe,495.0,10053.0,9.0
49.0,Kazakhstan,11571,263.0,41.0,,5587.0,,5943.0,62.0,617.0,2.0,828377.0,44161.0,18758176.0,Asia,1621.0,457516.0,23.0
50.0,S. Korea,11541,38.0,272.0,1.0,10446.0,24.0,823.0,15.0,225.0,5.0,939851.0,18333.0,51265802.0,Asia,4442.0,188477.0,55.0
51.0,Serbia,11430,,244.0,,6726.0,,4460.0,9.0,1308.0,28.0,247760.0,28348.0,8739982.0,Europe,765.0,35820.0,35.0
52.0,Nigeria,10578,,299.0,,3122.0,,7157.0,7.0,51.0,1.0,63882.0,311.0,205682185.0,Africa,19444.0,687900.0,3220.0
53.0,Bolivia,10531,549.0,343.0,30.0,1137.0,169.0,9051.0,3.0,903.0,29.0,28239.0,2422.0,11659740.0,South America,1107.0,33993.0,413.0
54.0,Armenia,10009,517.0,158.0,19.0,3427.0,25.0,6424.0,10.0,3378.0,53.0,59917.0,20223.0,2962815.0,Asia,296.0,18752.0,49.0
55.0,Algeria,9513,,661.0,,5894.0,,2958.0,25.0,217.0,15.0,,,43783102.0,Africa,4602.0,66238.0,
56.0,Czechia,9308,6.0,321.0,,6642.0,,2345.0,17.0,869.0,30.0,447957.0,41836.0,10707447.0,Europe,1150.0,33357.0,24.0
57.0,Norway,8446,,236.0,,7727.0,,483.0,8.0,1559.0,44.0,245352.0,45286.0,5417837.0,Europe,641.0,22957.0,22.0
58.0,Moldova,8360,,307.0,2.0,4738.0,116.0,3315.0,251.0,2072.0,76.0,55582.0,13776.0,4034667.0,Europe,483.0,13142.0,73.0
59.0,Ghana,8070,,36.0,,2947.0,,5087.0,3.0,260.0,1.0,218425.0,7042.0,31016284.0,Africa,3843.0,861563.0,142.0
60.0,Malaysia,7857,,115.0,,6404.0,,1338.0,8.0,243.0,4.0,560738.0,17343.0,32331595.0,Asia,4115.0,281144.0,58.0
61.0,Morocco,7833,,205.0,,5893.0,,1735.0,13.0,212.0,6.0,221554.0,6008.0,36874488.0,Africa,4708.0,179876.0,166.0
62.0,Australia,7221,17.0,103.0,,6626.0,7.0,492.0,4.0,283.0,4.0,1490811.0,58519.0,25475529.0,Australia/Oceania,3528.0,247335.0,17.0
63.0,Finland,6885,,318.0,,5500.0,,1067.0,9.0,1243.0,57.0,185484.0,33481.0,5540057.0,Europe,805.0,17422.0,30.0
64.0,Iraq,6868,,215.0,,3275.0,,3378.0,43.0,171.0,5.0,238251.0,5935.0,40142869.0,Asia,5845.0,186711.0,168.0
65.0,Cameroon,6397,,199.0,,3629.0,,2569.0,28.0,242.0,8.0,,,26486666.0,Africa,4140.0,133099.0,
66.0,Azerbaijan,5662,,68.0,,3508.0,,2086.0,42.0,559.0,7.0,302933.0,29899.0,10131780.0,Asia,1789.0,148997.0,33.0
67.0,Honduras,5362,160.0,217.0,5.0,549.0,12.0,4596.0,13.0,542.0,22.0,14790.0,1495.0,9891275.0,North America,1845.0,45582.0,669.0
68.0,Guatemala,5336,249.0,116.0,8.0,795.0,60.0,4425.0,5.0,298.0,6.0,31427.0,1757.0,17887052.0,North America,3352.0,154199.0,569.0
69.0,Sudan,5173,,298.0,,1522.0,,3353.0,,118.0,7.0,401.0,9.0,43758425.0,Africa,8459.0,146840.0,109123.0
70.0,Luxembourg,4019,,110.0,,3845.0,,64.0,4.0,6429.0,176.0,75594.0,120928.0,625114.0,Europe,156.0,5683.0,8.0
71.0,Tajikistan,4013,,47.0,,2089.0,,1877.0,,422.0,5.0,,,9518744.0,Asia,2372.0,202526.0,
72.0,Hungary,3921,29.0,532.0,5.0,2160.0,4.0,1229.0,24.0,406.0,55.0,189969.0,19661.0,9662189.0,Europe,2464.0,18162.0,51.0
73.0,Guinea,3844,,23.0,,2135.0,,1686.0,24.0,293.0,2.0,14407.0,1100.0,13100435.0,Africa,3408.0,569584.0,909.0
74.0,Senegal,3739,,42.0,,1858.0,,1839.0,14.0,224.0,3.0,43129.0,2582.0,16704036.0,Africa,4468.0,397715.0,387.0
75.0,Uzbekistan,3718,16.0,15.0,,2859.0,,844.0,11.0,111.0,0.4,460000.0,13761.0,33428522.0,Asia,8991.0,2228568.0,73.0
76.0,Djibouti,3569,,24.0,,1521.0,,2024.0,,3617.0,24.0,28260.0,28638.0,986795.0,Africa,276.0,41116.0,35.0
77.0,DRC,3326,131.0,72.0,,482.0,28.0,2772.0,,37.0,0.8,,,89308966.0,Africa,26852.0,1240402.0,
78.0,Thailand,3083,1.0,58.0,1.0,2966.0,1.0,59.0,1.0,44.0,0.8,420529.0,6026.0,69786399.0,Asia,22636.0,1203214.0,166.0
79.0,Ivory Coast,2951,,33.0,,1467.0,,1451.0,,112.0,1.0,27650.0,1051.0,26319804.0,Africa,8919.0,797570.0,952.0
80.0,Greece,2918,,179.0,,1374.0,,1365.0,12.0,280.0,17.0,182423.0,17496.0,10426808.0,Europe,3573.0,58250.0,57.0
81.0,Gabon,2655,,17.0,,722.0,,1916.0,15.0,1195.0,8.0,14122.0,6358.0,2221067.0,Africa,837.0,130651.0,157.0
82.0,El Salvador,2582,,46.0,,1083.0,20.0,1453.0,53.0,398.0,7.0,91837.0,14164.0,6483624.0,North America,2511.0,140948.0,71.0
83.0,Bulgaria,2538,19.0,144.0,4.0,1123.0,33.0,1271.0,17.0,365.0,21.0,82914.0,11926.0,6952233.0,Europe,2739.0,48279.0,84.0
84.0,Bosnia and Herzegovina,2524,,154.0,,1888.0,,482.0,4.0,769.0,47.0,65900.0,20077.0,3282310.0,Europe,1300.0,21314.0,50.0
85.0,North Macedonia,2315,,140.0,,1569.0,,606.0,21.0,1111.0,67.0,30302.0,14545.0,2083381.0,Europe,900.0,14881.0,69.0
86.0,Croatia,2246,,103.0,,2077.0,,66.0,4.0,547.0,25.0,66695.0,16239.0,4107117.0,Europe,1829.0,39875.0,62.0
87.0,Haiti,2226,102.0,45.0,1.0,24.0,,2157.0,,195.0,4.0,5270.0,463.0,11391042.0,North America,5117.0,253134.0,2161.0
88.0,Cuba,2083,,83.0,,1826.0,,174.0,3.0,184.0,7.0,107037.0,9450.0,11327141.0,North America,5438.0,136472.0,106.0
89.0,Somalia,2023,,79.0,,361.0,,1583.0,2.0,128.0,5.0,,,15852747.0,Africa,7836.0,200668.0,
90.0,Kenya,2021,,69.0,,482.0,,1470.0,7.0,38.0,1.0,80054.0,1492.0,53667080.0,Africa,26555.0,777784.0,670.0
91.0,Mayotte,1934,,24.0,,1473.0,,437.0,10.0,7104.0,88.0,5200.0,19102.0,272228.0,Africa,141.0,11343.0,52.0
92.0,Estonia,1870,,68.0,,1632.0,7.0,170.0,,1410.0,51.0,85175.0,64212.0,1326467.0,Europe,709.0,19507.0,16.0
93.0,Kyrgyzstan,1845,28.0,17.0,1.0,1219.0,38.0,609.0,4.0,283.0,3.0,114353.0,17552.0,6515051.0,Asia,3531.0,383238.0,57.0
94.0,Maldives,1829,,7.0,1.0,488.0,,1334.0,9.0,3389.0,13.0,11775.0,21817.0,539729.0,Asia,295.0,77104.0,46.0
95.0,Nepal,1811,,8.0,,221.0,,1582.0,,62.0,0.3,185660.0,6382.0,29091863.0,Asia,16064.0,3636483.0,157.0
96.0,Iceland,1806,,10.0,,1794.0,,2.0,,5295.0,29.0,61138.0,179255.0,341067.0,Europe,189.0,34107.0,6.0
97.0,Lithuania,1682,4.0,71.0,1.0,1249.0,13.0,362.0,17.0,617.0,26.0,309725.0,113664.0,2724919.0,Europe,1620.0,38379.0,9.0
98.0,Venezuela,1662,,17.0,,302.0,,1343.0,3.0,58.0,0.6,975825.0,34309.0,28441965.0,South America,17113.0,1673057.0,29.0
99.0,Sri Lanka,1643,,11.0,,811.0,,821.0,1.0,77.0,0.5,66421.0,3103.0,21406209.0,Asia,13029.0,1946019.0,322.0
100.0,Slovakia,1522,,28.0,,1372.0,4.0,122.0,,279.0,5.0,179293.0,32841.0,5459440.0,Europe,3587.0,194980.0,30.0
101.0,New Zealand,1504,,22.0,,1481.0,,1.0,,301.0,4.0,282263.0,56429.0,5002100.0,Australia/Oceania,3326.0,227368.0,18.0
102.0,Slovenia,1473,,109.0,,1358.0,,6.0,1.0,709.0,52.0,80407.0,38677.0,2078916.0,Europe,1411.0,19073.0,26.0
103.0,Guinea-Bissau,1339,,8.0,,53.0,,1278.0,,682.0,4.0,1500.0,764.0,1963867.0,Africa,1467.0,245483.0,1309.0
104.0,Mali,1315,,78.0,,744.0,,493.0,,65.0,4.0,3483.0,172.0,20197289.0,Africa,15359.0,258940.0,5799.0
105.0,Equatorial Guinea,1306,,12.0,,200.0,,1094.0,,934.0,9.0,8268.0,5911.0,1398647.0,Africa,1071.0,116554.0,169.0
106.0,Ethiopia,1257,,12.0,,217.0,,1028.0,4.0,11.0,0.1,112377.0,980.0,114708673.0,Africa,91256.0,9559056.0,1021.0
107.0,Lebanon,1233,,27.0,,715.0,,491.0,4.0,181.0,4.0,84176.0,12329.0,6827705.0,Asia,5537.0,252878.0,81.0
108.0,Albania,1143,,33.0,,877.0,,233.0,3.0,397.0,11.0,14825.0,5151.0,2878035.0,Europe,2518.0,87213.0,194.0
109.0,Zambia,1089,,7.0,,912.0,,170.0,1.0,59.0,0.4,28236.0,1540.0,18336926.0,Africa,16838.0,2619561.0,649.0
110.0,Hong Kong,1088,,4.0,,1037.0,,47.0,2.0,145.0,0.5,202930.0,27086.0,7492087.0,Asia,6886.0,1873022.0,37.0
111.0,Tunisia,1084,,48.0,,964.0,,72.0,2.0,92.0,4.0,52503.0,4446.0,11808514.0,Africa,10893.0,246011.0,225.0
112.0,Costa Rica,1084,,10.0,,676.0,,398.0,5.0,213.0,2.0,26622.0,5230.0,5090350.0,North America,4696.0,509035.0,191.0
113.0,Latvia,1071,5.0,24.0,,760.0,15.0,287.0,3.0,567.0,13.0,111404.0,59017.0,1887671.0,Europe,1763.0,78653.0,17.0
114.0,CAR,1069,,4.0,,23.0,,1042.0,,222.0,0.8,15021.0,3115.0,4822593.0,Africa,4511.0,1205648.0,321.0
115.0,Paraguay,995,,11.0,,488.0,,496.0,2.0,140.0,2.0,30834.0,4327.0,7125294.0,South America,7161.0,647754.0,231.0
116.0,South Sudan,994,,10.0,,6.0,,978.0,,89.0,0.9,3356.0,300.0,11182914.0,Africa,11250.0,1118291.0,3332.0
117.0,Niger,958,,65.0,,844.0,,49.0,,40.0,3.0,6058.0,251.0,24122457.0,Africa,25180.0,371115.0,3982.0
118.0,Cyprus,949,,17.0,,790.0,,142.0,4.0,786.0,14.0,117411.0,97303.0,1206656.0,Asia,1272.0,70980.0,10.0
119.0,Sierra Leone,865,,46.0,,475.0,,344.0,,109.0,6.0,,,7962861.0,Africa,9206.0,173106.0,
120.0,Burkina Faso,847,,53.0,,720.0,,74.0,,41.0,3.0,,,20851107.0,Africa,24618.0,393417.0,
121.0,Madagascar,826,,6.0,,174.0,,646.0,8.0,30.0,0.2,10249.0,371.0,27626918.0,Africa,33447.0,4604486.0,2696.0
122.0,Uruguay,825,,23.0,,689.0,,113.0,4.0,238.0,7.0,44551.0,12829.0,3472791.0,South America,4209.0,150991.0,78.0
123.0,Georgia,796,2.0,12.0,,634.0,10.0,150.0,6.0,200.0,3.0,57768.0,14479.0,3989743.0,Asia,5012.0,332479.0,69.0
124.0,Chad,790,,66.0,,539.0,,185.0,,48.0,4.0,,,16382626.0,Africa,20738.0,248222.0,
125.0,Andorra,765,,51.0,,698.0,,16.0,4.0,9902.0,660.0,3750.0,48541.0,77255.0,Europe,101.0,1515.0,21.0
126.0,Nicaragua,759,,35.0,,370.0,,354.0,,115.0,5.0,,,6618054.0,North America,8719.0,189087.0,
127.0,Jordan,746,,9.0,,535.0,,202.0,5.0,73.0,0.9,193060.0,18937.0,10194886.0,Asia,13666.0,1132765.0,53.0
128.0,Diamond Princess,712,,13.0,,651.0,,48.0,4.0,,,,,,,,,
129.0,San Marino,671,,42.0,,359.0,,270.0,1.0,19779.0,1238.0,4485.0,132203.0,33925.0,Europe,51.0,808.0,8.0
130.0,Malta,619,,9.0,,537.0,,73.0,1.0,1402.0,20.0,69622.0,157711.0,441452.0,Europe,713.0,49050.0,6.0
131.0,Congo,611,,20.0,,179.0,,412.0,,111.0,4.0,,,5505940.0,Africa,9011.0,275297.0,
132.0,Mauritania,588,,23.0,,27.0,,538.0,,127.0,5.0,7654.0,1650.0,4638613.0,Africa,7889.0,201679.0,606.0
133.0,Jamaica,588,2.0,9.0,,322.0,11.0,257.0,2.0,199.0,3.0,13191.0,4456.0,2960152.0,North America,5034.0,328906.0,224.0
134.0,Channel Islands,560,,45.0,,528.0,,-13.0,,3223.0,259.0,10255.0,59027.0,173733.0,Europe,310.0,3861.0,17.0
135.0,Tanzania,509,,21.0,,183.0,,305.0,7.0,9.0,0.4,,,59578342.0,Africa,117050.0,2837064.0,
136.0,French Guiana,499,,1.0,,200.0,,298.0,2.0,1675.0,3.0,,,297984.0,South America,597.0,297984.0,
137.0,Sao Tome and Principe,484,,12.0,,68.0,,404.0,,2212.0,55.0,175.0,800.0,218809.0,Africa,452.0,18234.0,1250.0
138.0,Réunion,473,,1.0,,411.0,,61.0,1.0,529.0,1.0,17200.0,19222.0,894801.0,Africa,1892.0,894801.0,52.0
139.0,Cabo Verde,458,,4.0,,193.0,,261.0,,824.0,7.0,1307.0,2353.0,555492.0,Africa,1213.0,138873.0,425.0
140.0,Uganda,457,,,,72.0,,385.0,,10.0,,96825.0,2123.0,45606102.0,Africa,99795.0,,471.0
141.0,Palestine,449,,3.0,,372.0,,74.0,,88.0,0.6,44876.0,8815.0,5090899.0,Asia,11338.0,1696966.0,113.0
142.0,Togo,443,,13.0,,215.0,,215.0,,54.0,2.0,20500.0,2481.0,8261500.0,Africa,18649.0,635500.0,403.0
143.0,Taiwan,443,,7.0,,427.0,,9.0,,19.0,0.3,72507.0,3045.0,23813449.0,Asia,53755.0,3401921.0,328.0
144.0,Rwanda,377,,1.0,,262.0,,114.0,,29.0,0.08,66976.0,5183.0,12923473.0,Africa,34280.0,12923473.0,193.0
145.0,Yemen,354,,84.0,,14.0,,256.0,,12.0,3.0,120.0,4.0,29768166.0,Asia,84091.0,354383.0,248068.0
146.0,Isle of Man,336,,24.0,,311.0,,1.0,,3953.0,282.0,4933.0,58037.0,84997.0,Europe,253.0,3542.0,17.0
147.0,Malawi,336,,4.0,,42.0,,290.0,1.0,18.0,0.2,5049.0,265.0,19085404.0,Africa,56802.0,4771351.0,3780.0
148.0,Mauritius,335,,10.0,,322.0,,3.0,,263.0,8.0,120358.0,94650.0,1271605.0,Africa,3796.0,127161.0,11.0
149.0,Vietnam,328,,,,293.0,,35.0,1.0,3.0,,275000.0,2827.0,97267698.0,Asia,296548.0,,354.0
150.0,Montenegro,324,,9.0,,315.0,,0.0,,516.0,14.0,10167.0,16188.0,628060.0,Europe,1938.0,69784.0,62.0
151.0,Liberia,296,,27.0,,159.0,,110.0,,59.0,5.0,,,5047124.0,Africa,17051.0,186931.0,
152.0,Eswatini,293,,3.0,,194.0,,96.0,,253.0,3.0,4994.0,4308.0,1159183.0,Africa,3956.0,386394.0,232.0
153.0,Mozambique,254,,2.0,,97.0,,155.0,,8.0,0.06,10970.0,352.0,31175443.0,Africa,122738.0,15587722.0,2842.0
154.0,Benin,243,,3.0,,147.0,,93.0,,20.0,0.2,34682.0,2868.0,12094521.0,Africa,49772.0,4031507.0,349.0
155.0,Myanmar,228,,6.0,,138.0,,84.0,,4.0,0.1,27077.0,498.0,54380722.0,Asia,238512.0,9063454.0,2008.0
156.0,Zimbabwe,203,,4.0,,29.0,,170.0,,14.0,0.3,46613.0,3140.0,14844771.0,Africa,73127.0,3711193.0,318.0
157.0,Martinique,200,,14.0,,98.0,,88.0,,533.0,37.0,,,375287.0,North America,1876.0,26806.0,
158.0,Faeroe Islands,187,,,,187.0,,0.0,,3828.0,,9677.0,198104.0,48848.0,Europe,261.0,,5.0
159.0,Mongolia,185,,,,44.0,,141.0,19.0,57.0,,14249.0,4352.0,3273816.0,Asia,17696.0,,230.0
160.0,Gibraltar,170,,,,151.0,,19.0,,5046.0,,7644.0,226879.0,33692.0,Europe,198.0,,4.0
161.0,Libya,168,,5.0,,52.0,,111.0,,24.0,0.7,6206.0,904.0,6863501.0,Africa,40854.0,1372700.0,1106.0
162.0,Guadeloupe,162,,14.0,,138.0,,10.0,1.0,405.0,35.0,4137.0,10339.0,400119.0,North America,2470.0,28580.0,97.0
163.0,Guyana,153,,12.0,,70.0,,71.0,2.0,195.0,15.0,1658.0,2109.0,786253.0,South America,5139.0,65521.0,474.0
164.0,Cayman Islands,150,,1.0,,75.0,,74.0,,2285.0,15.0,11944.0,181912.0,65658.0,North America,438.0,65658.0,5.0
165.0,Bermuda,141,,9.0,,112.0,,20.0,2.0,2263.0,144.0,7506.0,120491.0,62295.0,North America,442.0,6922.0,8.0
166.0,Brunei,141,,2.0,,138.0,,1.0,1.0,323.0,5.0,19516.0,44645.0,437139.0,Asia,3100.0,218570.0,22.0
167.0,Cambodia,125,,,,123.0,,2.0,1.0,7.0,,21087.0,1263.0,16699641.0,Asia,133597.0,,792.0
168.0,Syria,123,,5.0,,46.0,,72.0,,7.0,0.3,,,17462715.0,Asia,141973.0,3492543.0,
169.0,Trinidad and Tobago,117,,8.0,,108.0,,1.0,,84.0,6.0,3169.0,2265.0,1399135.0,North America,11958.0,174892.0,442.0
170.0,Comoros,106,,2.0,,26.0,,78.0,,122.0,2.0,,,867979.0,Africa,8188.0,433990.0,
171.0,Bahamas,102,,11.0,,49.0,,42.0,1.0,260.0,28.0,2101.0,5347.0,392939.0,North America,3852.0,35722.0,187.0
172.0,Aruba,101,,3.0,,98.0,,0.0,,946.0,28.0,2134.0,19994.0,106730.0,North America,1057.0,35577.0,50.0
173.0,Monaco,99,,4.0,,90.0,,5.0,1.0,2524.0,102.0,16200.0,413055.0,39220.0,Europe,396.0,9805.0,2.0
174.0,Barbados,92,,7.0,,76.0,,9.0,1.0,320.0,24.0,5471.0,19040.0,287348.0,North America,3123.0,41050.0,53.0
175.0,Angola,86,,4.0,,18.0,,64.0,1.0,3.0,0.1,10000.0,305.0,32771074.0,Africa,381059.0,8192769.0,3277.0
176.0,Liechtenstein,82,,1.0,,55.0,,26.0,,2151.0,26.0,900.0,23610.0,38119.0,Europe,465.0,38119.0,42.0
177.0,Sint Maarten,77,,15.0,,60.0,,2.0,1.0,1798.0,350.0,461.0,10762.0,42836.0,North America,556.0,2856.0,93.0
178.0,Burundi,63,,1.0,,33.0,,29.0,,5.0,0.08,284.0,24.0,11858077.0,Africa,188223.0,11858077.0,41754.0
179.0,French Polynesia,60,,,,60.0,,0.0,,214.0,,4040.0,14389.0,280779.0,Australia/Oceania,4680.0,,69.0
180.0,Bhutan,47,4.0,,,9.0,3.0,38.0,,61.0,,17620.0,22856.0,770911.0,Asia,16402.0,,44.0
181.0,Macao,45,,,,45.0,,0.0,,69.0,,,,648597.0,Asia,14413.0,,
182.0,Suriname,44,,1.0,,9.0,,34.0,,75.0,2.0,782.0,1334.0,586207.0,South America,13323.0,586207.0,750.0
