#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,121549373,,1579465.0,,116330117.0,2111.0,3639791.0,9745.0,,,,,,North America,,,,,,
,Asia,207675576,200641.0,1513460.0,277.0,193977949.0,115042.0,12184167.0,13075.0,,,,,,Asia,,,,,,
,Europe,243103674,869.0,1982770.0,2.0,237505315.0,61463.0,3615589.0,7517.0,,,,,,Europe,,,,,,
,South America,67005741,731.0,1342249.0,,64544662.0,3445.0,1118830.0,10335.0,,,,,,South America,,,,,,
,Oceania,13634018,30.0,23389.0,,13343750.0,21.0,266879.0,151.0,,,,,,Australia/Oceania,,,,,,
,Africa,12742502,,258345.0,,12040378.0,55.0,443779.0,838.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,665711605,202271.0,6699693.0,279.0,637742877.0,182137.0,21269035.0,41661.0,85405.0,859.5,,,,All,,,,,,
1.0,USA,102686752,,1118478.0,,99610512.0,,1957762.0,4562.0,306706.0,3341.0,1153914650.0,3446525.0,334805269.0,North America,3.0,299.0,0.0,,,5847.0
2.0,India,44680098,,530707.0,,44145667.0,,3724.0,698.0,31764.0,377.0,910923835.0,647592.0,1406631776.0,Asia,31.0,2650.0,2.0,,,3.0
3.0,France,39333268,,162214.0,,38450544.0,,720510.0,869.0,599734.0,2473.0,271490188.0,4139547.0,65584518.0,Europe,2.0,404.0,0.0,,,10986.0
4.0,Germany,37410650,,161714.0,,36710000.0,46200.0,538936.0,1406.0,445983.0,1928.0,122332384.0,1458359.0,83883596.0,Europe,2.0,519.0,1.0,,,6425.0
5.0,Brazil,36371609,,694032.0,,35081933.0,,595644.0,8318.0,168893.0,3223.0,63776166.0,296146.0,215353593.0,South America,6.0,310.0,3.0,,,2766.0
6.0,Japan,29467627,89643.0,57944.0,223.0,21165460.0,29595.0,8244223.0,602.0,234643.0,461.0,87294964.0,695108.0,125584838.0,Asia,4.0,2167.0,1.0,714.0,2.0,65647.0
7.0,S. Korea,29220591,81056.0,32301.0,29.0,28030407.0,66900.0,1157883.0,620.0,569270.0,629.0,15804065.0,307892.0,51329899.0,Asia,2.0,1589.0,3.0,1579.0,0.6,22558.0
8.0,Italy,25143705,,184642.0,,24541402.0,,417661.0,314.0,417234.0,3064.0,262558741.0,4356898.0,60262770.0,Europe,2.0,326.0,0.0,,,6931.0
9.0,UK,24135084,,198937.0,,23854762.0,5203.0,81385.0,146.0,352348.0,2904.0,522526476.0,7628357.0,68497907.0,Europe,3.0,344.0,0.0,,,1188.0
10.0,Russia,21807431,,393805.0,,21217574.0,,196052.0,2300.0,149565.0,2701.0,273400000.0,1875095.0,145805947.0,Europe,7.0,370.0,1.0,,,1345.0
11.0,Turkey,17042722,,101492.0,,,,,,199186.0,1186.0,162743369.0,1902052.0,85561976.0,Asia,5.0,843.0,1.0,,,1819.0
12.0,Spain,13684258,,117095.0,,13486683.0,,80480.0,339.0,292905.0,2506.0,471036328.0,10082298.0,46719142.0,Europe,3.0,399.0,0.0,,,1723.0
13.0,Vietnam,11525336,,43186.0,,10611325.0,,870825.0,12.0,116472.0,436.0,85826548.0,867342.0,98953541.0,Asia,9.0,2291.0,1.0,,,8800.0
14.0,Australia,11132933,,17052.0,,10979282.0,,136599.0,117.0,427060.0,654.0,78835048.0,3024116.0,26068792.0,Australia/Oceania,2.0,1529.0,0.0,,,5240.0
15.0,Argentina,9963697,,130171.0,,9636804.0,,196722.0,402.0,216554.0,2829.0,35716069.0,776264.0,46010234.0,South America,5.0,353.0,1.0,,,4276.0
16.0,Taiwan,8914351,25009.0,15321.0,22.0,8500532.0,17635.0,398498.0,,373163.0,641.0,29356233.0,1228881.0,23888595.0,Asia,3.0,1559.0,1.0,1047.0,0.9,16682.0
17.0,Netherlands,8569228,,22989.0,,8522433.0,652.0,23806.0,55.0,497880.0,1336.0,25984435.0,1509718.0,17211447.0,Europe,2.0,749.0,1.0,,,1383.0
18.0,Iran,7561309,,144693.0,,7336220.0,,80396.0,107.0,87899.0,1682.0,54420785.0,632632.0,86022837.0,Asia,11.0,595.0,2.0,,,935.0
19.0,Mexico,7234467,,331099.0,,6468257.0,,435111.0,4798.0,54989.0,2517.0,19042684.0,144742.0,131562772.0,North America,18.0,397.0,7.0,,,3307.0
20.0,Indonesia,6720443,,160635.0,,6550677.0,,9131.0,2771.0,24076.0,575.0,113978672.0,408329.0,279134505.0,Asia,42.0,1738.0,2.0,,,33.0
21.0,Poland,6368749,,118533.0,,5335940.0,,914276.0,1192.0,168754.0,3141.0,37987910.0,1006575.0,37739785.0,Europe,6.0,318.0,1.0,,,24226.0
22.0,Colombia,6345115,,142179.0,,6164293.0,,38643.0,342.0,123176.0,2760.0,36951507.0,717327.0,51512762.0,South America,8.0,362.0,1.0,,,750.0
23.0,Austria,5709405,,21444.0,,5647581.0,,40380.0,,629711.0,2365.0,204546961.0,22560219.0,9066710.0,Europe,2.0,423.0,0.0,,,4454.0
24.0,Portugal,5557941,,25805.0,,5521923.0,1511.0,10213.0,61.0,548090.0,2545.0,45801053.0,4516615.0,10140570.0,Europe,2.0,393.0,0.0,,,1007.0
25.0,Greece,5548487,,34779.0,,5513708.0,,0.0,115.0,537819.0,3371.0,102228365.0,9909078.0,10316637.0,Europe,2.0,297.0,0.0,,,
26.0,Ukraine,5354738,,110766.0,,5239002.0,613.0,4970.0,,123975.0,2564.0,32603805.0,754855.0,43192122.0,Europe,8.0,390.0,1.0,,,115.0
27.0,Chile,5044258,,63200.0,,4970144.0,,10914.0,117.0,262037.0,3283.0,47724488.0,2479169.0,19250195.0,South America,4.0,305.0,0.0,,,567.0
28.0,Malaysia,5027457,,36858.0,,4978792.0,,11807.0,30.0,151516.0,1111.0,67202120.0,2025315.0,33181072.0,Asia,7.0,900.0,0.0,,,356.0
29.0,DPRK,4772813,,74.0,,4772739.0,,0.0,,183636.0,3.0,,,25990679.0,Asia,5.0,351225.0,,,,
30.0,Israel,4765119,,12047.0,,4742434.0,,10638.0,57.0,510950.0,1292.0,41373364.0,4436346.0,9326000.0,Asia,2.0,774.0,0.0,,,1141.0
31.0,Thailand,4723919,,33669.0,,4690108.0,,142.0,1496.0,67409.0,480.0,17270775.0,246450.0,70078203.0,Asia,15.0,2081.0,4.0,,,2.0
32.0,Belgium,4668248,,33228.0,,4608717.0,1267.0,26303.0,82.0,400080.0,2848.0,36317596.0,3112507.0,11668278.0,Europe,2.0,351.0,0.0,,,2254.0
33.0,Czechia,4580954,869.0,42158.0,2.0,4534103.0,527.0,4693.0,47.0,426660.0,3927.0,56788141.0,5289120.0,10736784.0,Europe,2.0,255.0,0.0,81.0,0.2,437.0
34.0,Canada,4475268,,48948.0,,4374105.0,2111.0,52215.0,99.0,116579.0,1275.0,66343123.0,1728207.0,38388419.0,North America,9.0,784.0,1.0,,,1360.0
35.0,Peru,4459771,,218233.0,,4206673.0,,34865.0,110.0,132399.0,6479.0,37366984.0,1109332.0,33684208.0,South America,8.0,154.0,1.0,,,1035.0
36.0,Switzerland,4365574,,14371.0,,4316355.0,2739.0,34848.0,67.0,497579.0,1638.0,23194219.0,2643626.0,8773637.0,Europe,2.0,611.0,0.0,,,3972.0
37.0,Philippines,4065173,,65415.0,,3987098.0,,12660.0,162.0,36132.0,581.0,34026722.0,302436.0,112508994.0,Asia,28.0,1720.0,3.0,,,113.0
