#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,40158927,5028.0,907446.0,284.0,33263280.0,4414.0,5988201.0,11974.0,,,,,,North America,,,,,,
,Asia,53438349,40473.0,740710.0,690.0,50464423.0,47157.0,2233216.0,27483.0,,,,,,Asia,,,,,,
,South America,30564767,2056.0,941569.0,68.0,27633065.0,2085.0,1990133.0,32301.0,,,,,,South America,,,,,,
,Europe,47167844,18238.0,1086173.0,440.0,44473994.0,16438.0,1607677.0,10595.0,,,,,,Europe,,,,,,
,Africa,5072382,297.0,134780.0,3.0,4537014.0,232.0,400588.0,2662.0,,,,,,Africa,,,,,,
,Oceania,70290,142.0,1255.0,1.0,67449.0,16.0,1586.0,11.0,,,,,,Australia/Oceania,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,176473280,66234.0,3811948.0,1486.0,160439931.0,70342.0,12221401.0,85026.0,22640.0,489.0,,,,All,,,,,,
1.0,USA,34315873,,614955.0,,28381623.0,,5319295.0,4543.0,103100.0,1848.0,493894853.0,1483885.0,332839063.0,North America,10.0,541.0,1.0,,,15982.0
2.0,India,29439989,951.0,370407.0,,28043446.0,7560.0,1026136.0,8944.0,21137.0,266.0,378132474.0,271486.0,1392827491.0,Asia,47.0,3760.0,4.0,0.7,,737.0
3.0,Brazil,17376998,,486358.0,,15761177.0,,1129463.0,8318.0,81205.0,2273.0,50245852.0,234806.0,213988512.0,South America,12.0,440.0,4.0,,,5278.0
4.0,France,5737810,,110407.0,,5493259.0,,134144.0,2110.0,87720.0,1688.0,88620224.0,1354836.0,65410289.0,Europe,11.0,592.0,1.0,,,2051.0
5.0,Turkey,5325435,,48668.0,,5198057.0,,78710.0,973.0,62508.0,571.0,56789542.0,666571.0,85196574.0,Asia,16.0,1751.0,2.0,,,924.0
6.0,Russia,5208687,14723.0,126430.0,357.0,4801335.0,9166.0,280922.0,2300.0,35677.0,866.0,142700000.0,977439.0,145993745.0,Europe,28.0,1155.0,1.0,101.0,2.0,1924.0
7.0,UK,4558494,,127896.0,,4286165.0,,144433.0,158.0,66817.0,1875.0,193264021.0,2832809.0,68223457.0,Europe,15.0,533.0,0.0,,,2117.0
8.0,Italy,4243482,,126976.0,,3954097.0,,162409.0,574.0,70282.0,2103.0,68470425.0,1134038.0,60377562.0,Europe,14.0,476.0,1.0,,,2690.0
9.0,Argentina,4111147,,85075.0,,3695288.0,,330784.0,7895.0,90181.0,1866.0,15152696.0,332385.0,45587813.0,South America,11.0,536.0,3.0,,,7256.0
10.0,Spain,3733600,,80501.0,,3509730.0,,143369.0,966.0,79826.0,1721.0,51240666.0,1095543.0,46771935.0,Europe,13.0,581.0,1.0,,,3065.0
11.0,Colombia,3724705,,95192.0,,3457117.0,,172396.0,8155.0,72472.0,1852.0,18114673.0,352457.0,51395354.0,South America,14.0,540.0,3.0,,,3354.0
12.0,Germany,3722295,,90456.0,,3576800.0,3200.0,55039.0,1598.0,44293.0,1076.0,62263057.0,740895.0,84037579.0,Europe,23.0,929.0,1.0,,,655.0
13.0,Iran,3020522,,81911.0,,2640281.0,,298330.0,3483.0,35532.0,964.0,21435900.0,252163.0,85008174.0,Asia,28.0,1038.0,4.0,,,3509.0
14.0,Poland,2877469,227.0,74573.0,11.0,2648504.0,297.0,154392.0,317.0,76109.0,1972.0,16578643.0,438503.0,37807327.0,Europe,13.0,507.0,2.0,6.0,0.3,4084.0
15.0,Mexico,2452469,3649.0,230095.0,274.0,1952382.0,4114.0,269992.0,4798.0,18834.0,1767.0,7223365.0,55474.0,130212799.0,North America,53.0,566.0,18.0,28.0,2.0,2073.0
16.0,Ukraine,2223558,857.0,51679.0,33.0,2127337.0,1652.0,44542.0,177.0,51135.0,1188.0,10487410.0,241176.0,43484489.0,Europe,20.0,841.0,4.0,20.0,0.8,1024.0
17.0,Peru,2001059,,188443.0,,,,,2548.0,59902.0,5641.0,13418289.0,401680.0,33405446.0,South America,17.0,177.0,2.0,,,2753.0
18.0,Indonesia,1911358,9868.0,52879.0,149.0,1745091.0,4655.0,113388.0,,6919.0,191.0,17854720.0,64631.0,276256670.0,Asia,145.0,5224.0,15.0,36.0,0.5,410.0
19.0,South Africa,1739425,,57706.0,,1602406.0,,79313.0,546.0,28983.0,962.0,12148854.0,202431.0,60014871.0,Africa,35.0,1040.0,5.0,,,1322.0
20.0,Netherlands,1671703,,17709.0,,1566058.0,,87936.0,282.0,97357.0,1031.0,14248931.0,829836.0,17170775.0,Europe,10.0,970.0,1.0,,,5121.0
21.0,Czechia,1665097,74.0,30225.0,1.0,1629379.0,5.0,5493.0,24.0,155213.0,2817.0,26789041.0,2497161.0,10727797.0,Europe,6.0,355.0,0.0,7.0,0.09,512.0
22.0,Chile,1468992,,30579.0,,1391016.0,,47397.0,3287.0,76227.0,1587.0,15871776.0,823595.0,19271341.0,South America,13.0,630.0,1.0,,,2459.0
