#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,5996402,7626.0,232124.0,846.0,3201031.0,5233.0,2563247.0,25342.0,,,,,,North America,,,
,South America,4625454,1468.0,156803.0,59.0,3154003.0,766.0,1314648.0,14478.0,,,,,,South America,,,
,Asia,4880239,17047.0,106915.0,226.0,3671824.0,9521.0,1101500.0,18754.0,,,,,,Asia,,,
,Europe,3016787,8541.0,205788.0,175.0,1814274.0,9285.0,996725.0,5171.0,,,,,,Europe,,,
,Africa,1025545,81.0,22553.0,,707978.0,101.0,295014.0,1196.0,,,,,,Africa,,,
,Oceania,22572,425.0,304.0,12.0,12999.0,,9269.0,53.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,World,19567720,35188.0,724502.0,1318.0,12562760.0,24906.0,6280458.0,64998.0,2510.0,92.9,,,,All,,,
1.0,USA,5095748,224.0,164104.0,10.0,2617458.0,491.0,2314186.0,18051.0,15386.0,495.0,63899358.0,192931.0,331203424.0,North America,65.0,2018.0,5.0
2.0,Brazil,2967064,,99702.0,,2068394.0,,798968.0,8318.0,13949.0,469.0,13206188.0,62084.0,212714814.0,South America,72.0,2134.0,16.0
3.0,India,2091549,4685.0,42621.0,43.0,1429178.0,1509.0,619750.0,8944.0,1514.0,31.0,23387171.0,16930.0,1381382037.0,Asia,660.0,32411.0,59.0
4.0,Russia,882347,5212.0,14854.0,129.0,690207.0,6615.0,177286.0,2300.0,6046.0,102.0,30038123.0,205824.0,145941094.0,Europe,165.0,9825.0,5.0
5.0,South Africa,545476,,9909.0,,394759.0,,140808.0,539.0,9186.0,167.0,3183658.0,53612.0,59383609.0,Africa,109.0,5993.0,19.0
6.0,Mexico,469407,6717.0,51311.0,794.0,313386.0,4538.0,104710.0,3864.0,3637.0,398.0,1071706.0,8303.0,129069858.0,North America,275.0,2515.0,120.0
7.0,Peru,463875,,20649.0,,314332.0,,128894.0,1460.0,14049.0,625.0,2522993.0,76414.0,33017574.0,South America,71.0,1599.0,13.0
8.0,Chile,368825,,9958.0,,342168.0,,16699.0,1348.0,19277.0,520.0,1785858.0,93339.0,19132961.0,South America,52.0,1921.0,11.0
9.0,Colombia,367196,,12250.0,,198495.0,,156451.0,1493.0,7209.0,240.0,1842292.0,36168.0,50937743.0,South America,139.0,4158.0,28.0
10.0,Spain,361442,,28503.0,,,,,617.0,7730.0,610.0,7064329.0,151087.0,46756698.0,Europe,129.0,1640.0,7.0
11.0,Iran,322567,,18132.0,,279724.0,,24711.0,4136.0,3835.0,216.0,2637575.0,31362.0,84100560.0,Asia,261.0,4638.0,32.0
12.0,UK,309005,,46511.0,,,,,69.0,4549.0,685.0,17801559.0,262084.0,67923001.0,Europe,220.0,1460.0,4.0
13.0,Saudi Arabia,285793,,3093.0,,248948.0,,33752.0,1892.0,8197.0,89.0,3694004.0,105944.0,34867401.0,Asia,122.0,11273.0,9.0
14.0,Pakistan,283487,842.0,6068.0,16.0,259604.0,1505.0,17815.0,801.0,1281.0,27.0,2103699.0,9506.0,221307590.0,Asia,781.0,36471.0,105.0
15.0,Bangladesh,255113,2611.0,3365.0,32.0,146604.0,1020.0,105144.0,,1547.0,20.0,1249560.0,7580.0,164855881.0,Asia,646.0,48991.0,132.0
16.0,Italy,249756,,35190.0,,201642.0,,12924.0,42.0,4131.0,582.0,7158909.0,118422.0,60452326.0,Europe,242.0,1718.0,8.0
17.0,Turkey,238450,,5813.0,,221574.0,,11063.0,586.0,2824.0,69.0,5138528.0,60861.0,84430809.0,Asia,354.0,14524.0,16.0
18.0,Argentina,235677,,4411.0,,103297.0,,127969.0,1293.0,5210.0,98.0,812564.0,17962.0,45238016.0,South America,192.0,10256.0,56.0
19.0,Germany,216315,,9254.0,,197400.0,1200.0,9661.0,236.0,2581.0,110.0,8586648.0,102451.0,83811990.0,Europe,387.0,9057.0,10.0
20.0,France,197921,,30324.0,,82836.0,,84761.0,383.0,3031.0,464.0,4088986.0,62629.0,65288699.0,Europe,330.0,2153.0,16.0
21.0,Iraq,144064,,5236.0,,103197.0,,35631.0,566.0,3574.0,130.0,1110258.0,27544.0,40308497.0,Asia,280.0,7698.0,36.0
22.0,Philippines,126885,4131.0,2209.0,41.0,67117.0,265.0,57559.0,239.0,1156.0,20.0,1703805.0,15528.0,109726705.0,Asia,865.0,49673.0,64.0
23.0,Indonesia,123503,2277.0,5658.0,65.0,79306.0,1749.0,38539.0,,451.0,21.0,1663315.0,6075.0,273816262.0,Asia,2217.0,48395.0,165.0
24.0,Canada,118985,,8970.0,,103435.0,,6580.0,2276.0,3150.0,237.0,4367208.0,115608.0,37775925.0,North America,317.0,4211.0,9.0
25.0,Qatar,112383,,180.0,,109142.0,,3061.0,82.0,40025.0,64.0,513930.0,183036.0,2807805.0,Asia,25.0,15599.0,5.0
26.0,Kazakhstan,97829,907.0,1058.0,,71609.0,929.0,25162.0,221.0,5204.0,56.0,2183308.0,116138.0,18799280.0,Asia,192.0,17769.0,9.0
27.0,Egypt,95147,,4971.0,,50553.0,,39623.0,41.0,928.0,48.0,135000.0,1317.0,102521807.0,Africa,1078.0,20624.0,759.0
28.0,Ecuador,91969,,5897.0,,71463.0,,14609.0,365.0,5205.0,334.0,261829.0,14818.0,17669556.0,South America,192.0,2996.0,67.0
29.0,Bolivia,87891,1468.0,3524.0,59.0,28139.0,766.0,56228.0,71.0,7519.0,301.0,187103.0,16007.0,11688894.0,South America,133.0,3317.0,62.0
30.0,Sweden,82323,,5763.0,,,,,34.0,8146.0,570.0,863315.0,85428.0,10105768.0,Europe,123.0,1754.0,12.0
31.0,Oman,81357,290.0,509.0,7.0,73481.0,1218.0,7367.0,173.0,15894.0,99.0,309212.0,60407.0,5118802.0,Asia,63.0,10057.0,17.0
32.0,Israel,80991,,581.0,,55313.0,,25097.0,369.0,8806.0,63.0,1872453.0,203581.0,9197590.0,Asia,114.0,15831.0,5.0
33.0,Ukraine,79750,1489.0,1879.0,27.0,43655.0,600.0,34216.0,143.0,1825.0,43.0,1154378.0,26413.0,43705144.0,Europe,548.0,23260.0,38.0
34.0,Dominican Republic,77709,,1259.0,,41393.0,,35057.0,317.0,7156.0,116.0,281926.0,25963.0,10858945.0,North America,140.0,8625.0,39.0
35.0,Belgium,72784,768.0,9866.0,5.0,17728.0,28.0,45190.0,69.0,6277.0,851.0,1791554.0,154513.0,11594876.0,Europe,159.0,1175.0,6.0
36.0,Panama,72560,,1591.0,,46675.0,,24294.0,161.0,16791.0,368.0,244280.0,56527.0,4321467.0,North America,60.0,2716.0,18.0
37.0,Kuwait,70727,,471.0,,62330.0,,7926.0,124.0,16537.0,110.0,526286.0,123055.0,4276831.0,Asia,60.0,9080.0,8.0
38.0,Belarus,68614,,583.0,,64200.0,,3831.0,,7262.0,62.0,1353657.0,143259.0,9448992.0,Europe,138.0,16208.0,7.0
39.0,UAE,62061,,356.0,,56015.0,,5690.0,,6267.0,36.0,5375365.0,542834.0,9902405.0,Asia,160.0,27816.0,2.0
40.0,Romania,59273,,2616.0,,29289.0,,27368.0,446.0,3083.0,136.0,1343315.0,69878.0,19223675.0,Europe,324.0,7348.0,14.0
41.0,Netherlands,57501,,6154.0,,,,,38.0,3355.0,359.0,1079860.0,63007.0,17138859.0,Europe,298.0,2785.0,16.0
42.0,Guatemala,55270,,2168.0,,43135.0,,9967.0,5.0,3079.0,121.0,176400.0,9828.0,17947806.0,North America,325.0,8279.0,102.0
43.0,Singapore,54929,132.0,27.0,,48312.0,,6590.0,,9381.0,5.0,1474372.0,251812.0,5855057.0,Asia,107.0,216854.0,4.0
