#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,116172075,,1537101.0,,110920992.0,2978.0,3713982.0,8164.0,,,,,,North America,,,,,,
,Asia,189331769,136756.0,1478956.0,152.0,183578975.0,173214.0,4273838.0,10936.0,,,,,,Asia,,,,,,
,Europe,226222236,43952.0,1918222.0,104.0,220123514.0,128394.0,4180500.0,9266.0,,,,,,Europe,,,,,,
,South America,64052272,55.0,1329224.0,1.0,62314423.0,4727.0,408625.0,10277.0,,,,,,South America,,,,,,
,Oceania,12360754,1793.0,20696.0,22.0,12199219.0,54.0,140839.0,106.0,,,,,,Australia/Oceania,,,,,,
,Africa,12643149,,257594.0,,11986257.0,11.0,399298.0,1016.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,620782976,182556.0,6541808.0,279.0,601124086.0,309378.0,13117082.0,39765.0,79641.0,839.3,,,,All,,,,,,
1.0,USA,97959573,,1082030.0,,94695619.0,,2181924.0,2960.0,292373.0,3229.0,1115743342.0,3330083.0,335049756.0,North America,3.0,310.0,0.0,,,6512.0
2.0,India,44575473,,528562.0,,44004553.0,,42358.0,698.0,31608.0,375.0,893818805.0,633791.0,1410273474.0,Asia,32.0,2668.0,2.0,,,30.0
3.0,France,35164535,,154960.0,,34468138.0,,541437.0,869.0,536081.0,2362.0,271490188.0,4138846.0,65595624.0,Europe,2.0,423.0,0.0,,,8254.0
4.0,Brazil,34681231,,685881.0,,33818040.0,,177310.0,8318.0,160613.0,3176.0,63776166.0,295356.0,215929973.0,South America,6.0,315.0,3.0,,,821.0
5.0,Germany,33041332,,149576.0,,32214300.0,46500.0,677456.0,1406.0,391571.0,1773.0,122332384.0,1449755.0,84381438.0,Europe,3.0,564.0,1.0,,,8028.0
6.0,S. Korea,24673663,39367.0,28272.0,26.0,23905703.0,69356.0,739688.0,401.0,480335.0,550.0,15804065.0,307666.0,51367577.0,Asia,2.0,1817.0,3.0,766.0,0.5,14400.0
