action,reward_inertia,reward_r_eff,reward_I_percentage,reward_weigthed,reward,stringency_index
1,-25.0,-10,20,-80.67204479390224,-95.67204479390224,91.3
0,-50.0,-10,20,-80.6719814589787,-120.6719814589787,81.3
4,-12.5,-10,20,-80.67185288555643,-83.17185288555643,83.8
6,-50.0,-10,20,-80.67174561340633,-120.67174561340633,93.8
5,-25.0,-10,20,-80.67170731191223,-95.67170731191223,98.8
4,-12.5,-10,20,-80.67170065732056,-83.17170065732056,100.0
5,-25.0,-10,20,-80.67170065732049,-95.67170065732049,100.0
0,-50.0,-10,20,-80.67170065731179,-120.67170065731179,90.0
0,-50.0,-10,20,-80.67166170117041,-120.67166170117042,80.0
3,0.0,-10,20,-80.67158762125914,-70.67158762125914,80.0
3,0.0,-10,20,-80.67151533998916,-70.67151533998916,80.0
3,0.0,-10,20,-80.67144481369479,-70.67144481369479,80.0
0,-50.0,-10,20,-80.67137599987477,-120.67137599987478,70.0
5,-25.0,-10,20,-80.67127266826074,-95.67127266826074,75.0
1,-25.0,-10,20,-80.67118535709257,-95.67118535709257,70.0
5,-25.0,-10,20,-80.6710979527555,-95.6710979527555,75.0
2,-12.5,-10,20,-80.67098934453021,-83.17098934453021,72.5
1,-25.0,-10,20,-80.67088985506594,-95.67088985506594,67.5
0,-50.0,-10,20,-80.67076908673025,-120.67076908673025,57.5
2,-12.5,-10,20,-80.67060047565107,-83.17060047565107,55.0
2,-12.5,-10,20,-80.67040369442282,-83.17040369442282,52.5
0,-50.0,-10,20,-80.67017178810156,-120.67017178810156,42.5
5,-25.0,-10,20,-80.66984635133609,-95.66984635133609,47.5
2,-12.5,-10,20,-80.66949799922011,-83.16949799922011,45.0
4,-12.5,-10,20,-80.66907362457478,-83.16907362457478,47.5
6,-50.0,-10,20,-80.66860264037791,-120.66860264037791,57.5
3,0.0,-10,20,-80.66817224872955,-70.66817224872955,57.5
1,-25.0,-10,20,-80.66770008032412,-95.66770008032412,52.5
2,-12.5,-10,20,-80.66711533180381,-83.16711533180381,50.0
4,-12.5,-10,20,-80.66641979431095,-83.16641979431095,52.5
4,-12.5,-10,20,-80.6656720828561,-83.1656720828561,55.0
6,-50.0,-10,20,-80.66488062920465,-120.66488062920465,65.0
6,-50.0,-10,20,-80.66421109201796,-120.66421109201798,75.0
2,-12.5,-10,20,-80.66371351306955,-83.16371351306955,72.5
4,-12.5,-10,20,-80.66316256541467,-83.16316256541467,75.0
5,-25.0,-10,20,-80.66265452014002,-95.66265452014002,80.0
4,-12.5,-10,20,-80.66224637545126,-83.16224637545126,82.5
4,-12.5,-10,20,-80.66189476138918,-83.16189476138918,85.0
0,-50.0,-10,20,-80.66159992675288,-120.6615999267529,75.0
2,-12.5,-10,20,-80.6611363607715,-83.1611363607715,72.5
5,-25.0,-10,20,-80.66062417568611,-95.66062417568611,77.5
0,-50.0,-10,20,-80.66019738936166,-120.66019738936166,67.5
0,-50.0,-10,20,-80.65958173006464,-120.65958173006464,57.5
5,-25.0,-10,20,-80.65873170753802,-95.65873170753802,62.5
6,-50.0,-10,20,-80.65791314266073,-120.65791314266073,72.5
1,-25.0,-10,20,-80.65727104475545,-95.65727104475545,67.5
6,-50.0,-10,20,-80.65649782501309,-120.6564978250131,77.5
0,-50.0,-10,20,-80.65593082429427,-120.65593082429427,67.5
5,-25.0,-10,20,-80.65512599917625,-95.65512599917625,72.5
6,-50.0,-10,20,-80.65441118341354,-120.65441118341354,82.5
6,-50.0,-10,20,-80.65392636656212,-120.65392636656213,92.5
3,0.0,-10,20,-80.65367455842292,-70.65367455842292,92.5
4,-12.5,-10,20,-80.65343059665159,-83.15343059665159,95.0
2,-12.5,-10,20,-80.65323879202325,-83.15323879202325,92.5
6,-50.0,-10,20,-80.65300871347013,-120.65300871347011,100.0
4,-12.5,-10,20,-80.65289453665653,-83.15289453665653,100.0
4,-12.5,-10,20,-80.6527745505003,-83.1527745505003,100.0
6,-50.0,-10,20,-80.6526487551341,-120.6526487551341,100.0
1,-25.0,-10,20,-80.65251715057417,-95.65251715057417,95.0
2,-12.5,-10,20,-80.65233536885545,-83.15233536885545,92.5
0,-50.0,-10,20,-80.65213163854742,-120.65213163854742,82.5
4,-12.5,-10,20,-80.65185008736803,-83.15185008736803,85.0
5,-25.0,-10,20,-80.65156754761836,-95.65156754761836,90.0
1,-25.0,-10,20,-80.6513008825184,-95.6513008825184,85.0
5,-25.0,-10,20,-80.6509816537797,-95.6509816537797,90.0
2,-12.5,-10,20,-80.6506734817309,-83.1506734817309,87.5
3,0.0,-10,20,-80.65033056389098,-70.65033056389098,87.5
5,-25.0,-10,20,-80.6499671363633,-95.6499671363633,92.5
0,-50.0,-10,20,-80.64960806915983,-120.64960806915983,82.5
5,-25.0,-10,20,-80.64918073786228,-95.64918073786228,87.5
6,-50.0,-10,20,-80.64875427799764,-120.64875427799763,97.5
3,0.0,-10,20,-80.6483474368399,-70.6483474368399,97.5
2,-12.5,-10,20,-80.647916888455,-83.147916888455,95.0
6,-50.0,-10,20,-80.64745449796307,-120.64745449796305,100.0
5,-25.0,-10,20,-80.64698325950084,-95.64698325950084,100.0
4,-12.5,-10,20,-80.64648723791608,-83.14648723791608,100.0
5,-25.0,-10,20,-80.64596643459242,-95.64596643459242,100.0
5,-25.0,-10,20,-80.64542085016241,-95.64542085016241,100.0
2,-12.5,-10,20,-80.64485048348494,-83.14485048348494,97.5
6,-50.0,-10,20,-80.6442515484147,-120.6442515484147,100.0
5,-25.0,-10,20,-80.64363162024043,-95.64363162024043,100.0
2,-12.5,-10,20,-80.64298691275408,-83.14298691275408,97.5
4,-12.5,-10,20,-80.6423435782054,-83.1423435782054,100.0
6,-50.0,-10,20,-80.64170685611893,-120.64170685611893,100.0
6,-50.0,-10,20,-80.64107412530569,-120.64107412530569,100.0
1,-25.0,-10,20,-80.64044538568496,-95.64044538568496,95.0
5,-25.0,-10,20,-80.63981742901748,-95.63981742901748,100.0
4,-12.5,-10,20,-80.63919667598286,-83.13919667598286,100.0
3,0.0,-10,20,-80.63857991464346,-70.63857991464346,100.0
2,-12.5,-10,20,-80.63796714502575,-83.13796714502575,97.5
2,-12.5,-10,20,-80.63735738305154,-83.13735738305154,95.0
3,0.0,-10,20,-80.63675083021923,-70.63675083021923,95.0
4,-12.5,-10,20,-80.63614843860408,-83.13614843860408,97.5
3,0.0,-10,20,-80.63555091962856,-70.63555091962856,97.5
3,0.0,-10,20,-80.63495746931089,-70.63495746931089,97.5
6,-50.0,-10,20,-80.63436807842785,-120.63436807842785,100.0
0,-50.0,-10,20,-80.63378324979976,-120.63378324979976,90.0
2,-12.5,-10,20,-80.63320058718402,-83.13320058718402,87.5
1,-25.0,-10,20,-80.63262161270842,-95.63262161270842,82.5
4,-12.5,-10,20,-80.63204592438304,-83.13204592438304,85.0
0,-50.0,-10,20,-80.63147473584104,-120.63147473584104,75.0
6,-50.0,-10,20,-80.63090608334832,-120.63090608334832,85.0
1,-25.0,-10,20,-80.63036724479676,-95.63036724479676,80.0
3,0.0,-10,20,-80.62985602421641,-70.62985602421641,80.0
3,0.0,-10,20,-80.62937311751874,-70.62937311751874,80.0
6,-50.0,-10,20,-80.62891852597923,-120.62891852597923,90.0
