action,reward_inertia,reward_r_eff,reward_I_percentage,reward_weigthed,reward,stringency_index
2,-12.5,-10,20,-80.67204479390224,-83.17204479390224,93.8
1,-25.0,-10,20,-80.67199994289213,-95.67199994289213,88.8
6,-50.0,-10,20,-80.67192535372601,-120.67192535372601,98.8
1,-25.0,-10,20,-80.67191808595645,-95.67191808595645,93.8
1,-25.0,-10,20,-80.67188439395204,-95.67188439395204,88.8
0,-50.0,-10,20,-80.67182836267408,-120.67182836267409,78.8
1,-25.0,-10,20,-80.6717268952165,-95.6717268952165,73.8
2,-12.5,-10,20,-80.67160219854962,-83.17160219854962,71.3
1,-25.0,-10,20,-80.67146372646812,-95.67146372646812,66.3
5,-25.0,-10,20,-80.67129568586074,-95.67129568586074,71.3
2,-12.5,-10,20,-80.67114780582664,-83.17114780582664,68.8
3,0.0,-10,20,-80.6709827301164,-70.6709827301164,68.8
2,-12.5,-10,20,-80.67081213893965,-83.17081213893965,66.3
3,0.0,-10,20,-80.670620489643,-70.670620489643,66.3
1,-25.0,-10,20,-80.67041988124083,-95.67041988124083,61.3
3,0.0,-10,20,-80.67017559753526,-70.67017559753526,61.3
5,-25.0,-10,20,-80.66991325228643,-95.66991325228643,66.3
4,-12.5,-10,20,-80.66967106719181,-83.16967106719181,68.8
4,-12.5,-10,20,-80.66943787723011,-83.16943787723011,71.3
4,-12.5,-10,20,-80.66921762914089,-83.16921762914089,73.8
0,-50.0,-10,20,-80.66901381051507,-120.66901381051508,63.8
1,-25.0,-10,20,-80.66872275026336,-95.66872275026336,58.8
1,-25.0,-10,20,-80.66836530094142,-95.66836530094142,53.8
3,0.0,-10,20,-80.66792231004031,-70.66792231004031,53.8
4,-12.5,-10,20,-80.66742665163457,-83.16742665163457,56.3
5,-25.0,-10,20,-80.66690540919416,-95.66690540919416,61.3
6,-50.0,-10,20,-80.66640149013077,-120.66640149013077,71.3
3,0.0,-10,20,-80.66600691318746,-70.66600691318746,71.3
4,-12.5,-10,20,-80.6656029101918,-83.1656029101918,73.8
3,0.0,-10,20,-80.66522654706813,-70.66522654706813,73.8
1,-25.0,-10,20,-80.66484591417034,-95.66484591417034,68.8
5,-25.0,-10,20,-80.66438498723242,-95.66438498723242,73.8
3,0.0,-10,20,-80.66398611825635,-70.66398611825635,73.8
3,0.0,-10,20,-80.66358285377908,-70.66358285377908,73.8
2,-12.5,-10,20,-80.66317517350302,-83.16317517350302,71.3
3,0.0,-10,20,-80.66272318036218,-70.66272318036218,71.3
6,-50.0,-10,20,-80.66226086794715,-120.66226086794717,81.3
5,-25.0,-10,20,-80.66195100530669,-95.66195100530669,86.3
6,-50.0,-10,20,-80.6617242665387,-120.6617242665387,96.3
4,-12.5,-10,20,-80.66164524551633,-83.16164524551633,98.8
5,-25.0,-10,20,-80.66159973534585,-95.66159973534585,100.0
2,-12.5,-10,20,-80.66156688841977,-83.16156688841977,97.5
4,-12.5,-10,20,-80.66150490191467,-83.16150490191467,100.0
4,-12.5,-10,20,-80.66146043473113,-83.16146043473113,100.0
6,-50.0,-10,20,-80.6614101575107,-120.66141015751072,100.0
5,-25.0,-10,20,-80.66135407045842,-95.66135407045842,100.0
6,-50.0,-10,20,-80.66129217305576,-120.66129217305576,100.0
2,-12.5,-10,20,-80.66122446567432,-83.16122446567432,97.5
3,0.0,-10,20,-80.66113992983293,-70.66113992983293,97.5
5,-25.0,-10,20,-80.6610507744739,-95.6610507744739,100.0
5,-25.0,-10,20,-80.66096563691715,-95.66096563691715,100.0
4,-12.5,-10,20,-80.66087468953313,-83.16087468953313,100.0
4,-12.5,-10,20,-80.6607779320003,-83.1607779320003,100.0
3,0.0,-10,20,-80.6606753645305,-70.6606753645305,100.0
4,-12.5,-10,20,-80.6605669871814,-83.1605669871814,100.0
5,-25.0,-10,20,-80.66045279985893,-95.66045279985893,100.0
2,-12.5,-10,20,-80.6603328027017,-83.1603328027017,97.5
6,-50.0,-10,20,-80.66020339638484,-120.66020339638484,100.0
2,-12.5,-10,20,-80.66007177949787,-83.16007177949787,97.5
6,-50.0,-10,20,-80.65993152581271,-120.65993152581271,100.0
2,-12.5,-10,20,-80.65978828936052,-83.15978828936052,97.5
6,-50.0,-10,20,-80.65963702269218,-120.65963702269218,100.0
5,-25.0,-10,20,-80.65946318720253,-95.65946318720253,100.0
1,-25.0,-10,20,-80.65926456270596,-95.65926456270596,95.0
6,-50.0,-10,20,-80.65903805826437,-120.65903805826437,100.0
1,-25.0,-10,20,-80.65878985610814,-95.65878985610814,95.0
4,-12.5,-10,20,-80.65851440629841,-83.15851440629841,97.5
4,-12.5,-10,20,-80.6582155234738,-83.1582155234738,100.0
2,-12.5,-10,20,-80.65789295655884,-83.15789295655884,97.5
4,-12.5,-10,20,-80.65754473495262,-83.15754473495262,100.0
3,0.0,-10,20,-80.65717259308394,-70.65717259308394,100.0
5,-25.0,-10,20,-80.65677566410498,-95.65677566410498,100.0
5,-25.0,-10,20,-80.65635394843524,-95.65635394843524,100.0
3,0.0,-10,20,-80.65590744659065,-70.65590744659065,100.0
6,-50.0,-10,20,-80.65543615928858,-120.65543615928857,100.0
1,-25.0,-10,20,-80.65494008659147,-95.65494008659147,95.0
6,-50.0,-10,20,-80.65441850283756,-120.65441850283756,100.0
5,-25.0,-10,20,-80.65387286006867,-95.65387286006867,100.0
5,-25.0,-10,20,-80.65330243396866,-95.65330243396866,100.0
6,-50.0,-10,20,-80.65270722394618,-120.65270722394618,100.0
4,-12.5,-10,20,-80.65208723114166,-83.15208723114166,100.0
3,0.0,-10,20,-80.65144245614776,-70.65144245614776,100.0
1,-25.0,-10,20,-80.65080167373976,-95.65080167373976,95.0
6,-50.0,-10,20,-80.65016457882896,-120.65016457882896,100.0
4,-12.5,-10,20,-80.64953178424912,-83.14953178424912,100.0
0,-50.0,-10,20,-80.64890298052586,-120.64890298052586,90.0
0,-50.0,-10,20,-80.64827773564893,-120.64827773564895,80.0
6,-50.0,-10,20,-80.6476560922208,-120.64765609222081,90.0
3,0.0,-10,20,-80.64703887659113,-70.64703887659113,90.0
3,0.0,-10,20,-80.64642567953202,-70.64642567953202,90.0
4,-12.5,-10,20,-80.64581649761158,-83.14581649761158,92.5
1,-25.0,-10,20,-80.64521141534927,-95.64521141534927,87.5
2,-12.5,-10,20,-80.64461019834789,-83.14461019834789,85.0
6,-50.0,-10,20,-80.6440129251831,-120.64401292518312,95.0
6,-50.0,-10,20,-80.64341992564435,-120.64341992564437,100.0
0,-50.0,-10,20,-80.64283104392337,-120.64283104392337,90.0
0,-50.0,-10,20,-80.64224595084008,-120.64224595084008,80.0
6,-50.0,-10,20,-80.64166466629254,-120.64166466629254,90.0
6,-50.0,-10,20,-80.6410875757874,-120.6410875757874,100.0
5,-25.0,-10,20,-80.64051466165026,-95.64051466165026,100.0
5,-25.0,-10,20,-80.63994573808017,-95.63994573808017,100.0
2,-12.5,-10,20,-80.6393808053061,-83.1393808053061,97.5
0,-50.0,-10,20,-80.6388440943357,-120.6388440943357,87.5
2,-12.5,-10,20,-80.6383355312069,-83.1383355312069,85.0
6,-50.0,-10,20,-80.63785519972467,-120.63785519972467,95.0
4,-12.5,-10,20,-80.63740321921229,-83.13740321921229,97.5
4,-12.5,-10,20,-80.63697951211381,-83.13697951211381,100.0
5,-25.0,-10,20,-80.63658407329032,-95.63658407329032,100.0
2,-12.5,-10,20,-80.63621688177193,-83.13621688177193,97.5
4,-12.5,-10,20,-80.63587792317426,-83.13587792317426,100.0
1,-25.0,-10,20,-80.63556722533698,-95.63556722533698,95.0
1,-25.0,-10,20,-80.63528475137491,-95.63528475137491,90.0
