action,reward_inertia,reward_r_eff,reward_I_percentage,reward_weigthed,reward,stringency_index
0,-50.0,-10,0,-80.67204479390224,-140.67204479390224,86.3
2,-12.5,-10,0,-80.67201819614121,-103.17201819614121,83.8
2,-12.5,-10,0,-80.67192754688983,-103.17192754688983,81.3
1,-25.0,-10,0,-80.6718256381684,-115.6718256381684,76.3
6,-50.0,-10,0,-80.67171235495978,-140.67171235495977,86.3
0,-50.0,-10,0,-80.67157140878457,-140.6715714087846,76.3
1,-25.0,-10,0,-80.67149242952992,-115.67149242952992,71.3
0,-50.0,-10,0,-80.67136002227309,-140.6713600222731,61.3
1,-25.0,-10,0,-80.67119851653362,-115.67119851653362,56.3
6,-50.0,-10,0,-80.67097051177046,-140.67097051177046,66.3
6,-50.0,-10,0,-80.67069039368455,-140.67069039368454,76.3
1,-25.0,-10,0,-80.67045847454706,-115.67045847454706,71.3
3,0.0,-10,0,-80.67029208695104,-90.67029208695104,71.3
2,-12.5,-10,0,-80.67008913372725,-103.17008913372725,68.8
2,-12.5,-10,0,-80.6698820721158,-103.1698820721158,66.3
2,-12.5,-10,0,-80.66965093374252,-103.16965093374252,63.8
4,-12.5,-10,0,-80.66939126376555,-103.16939126376555,66.3
3,0.0,-10,0,-80.66909739802314,-90.66909739802314,66.3
3,0.0,-10,0,-80.66880921383483,-90.66880921383483,66.3
4,-12.5,-10,0,-80.66850755951079,-103.16850755951079,68.8
2,-12.5,-10,0,-80.66819180569681,-103.16819180569681,66.3
0,-50.0,-10,0,-80.66788778055749,-140.6678877805575,56.3
4,-12.5,-10,0,-80.66754458573071,-103.16754458573071,58.8
3,0.0,-10,0,-80.66706551016281,-90.66706551016281,58.8
3,0.0,-10,0,-80.66656954286353,-90.66656954286353,58.8
0,-50.0,-10,0,-80.66602882837729,-140.6660288283773,48.8
4,-12.5,-10,0,-80.66543958447326,-103.16543958447326,51.3
3,0.0,-10,0,-80.66462351115075,-90.66462351115075,51.3
3,0.0,-10,0,-80.66373968659798,-90.66373968659798,51.3
1,-25.0,-10,0,-80.6627404465222,-115.6627404465222,46.3
6,-50.0,-10,0,-80.66161095744839,-140.66161095744837,56.3
6,-50.0,-10,0,-80.66018674657583,-140.66018674657585,66.3
6,-50.0,-10,0,-80.6588743314091,-140.6588743314091,76.3
5,-25.0,-10,0,-80.65778303195674,-115.65778303195674,81.3
0,-50.0,-10,0,-80.65699290567068,-140.65699290567068,71.3
6,-50.0,-10,0,-80.65637439333214,-140.65637439333216,81.3
3,0.0,-10,0,-80.65544093445124,-90.65544093445124,81.3
0,-50.0,-10,0,-80.65482581019066,-140.65482581019066,71.3
6,-50.0,-10,0,-80.65422717526197,-140.65422717526195,81.3
0,-50.0,-10,0,-80.65332664401521,-140.6533266440152,71.3
4,-12.5,-10,0,-80.65273112236694,-103.15273112236694,73.8
3,0.0,-10,0,-80.65183707322342,-90.65183707322342,73.8
3,0.0,-10,0,-80.65100148803182,-90.65100148803182,73.8
1,-25.0,-10,0,-80.65015435368183,-115.65015435368183,68.8
3,0.0,-10,0,-80.64929562885393,-90.64929562885393,68.8
0,-50.0,-10,0,-80.64825732649047,-140.64825732649047,58.8
3,0.0,-10,0,-80.64718045549482,-90.64718045549482,58.8
4,-12.5,-10,0,-80.6456914424409,-103.1456914424409,61.3
1,-25.0,-10,0,-80.64407196031743,-115.64407196031743,56.3
0,-50.0,-10,0,-80.64242334030672,-140.64242334030672,46.3
5,-25.0,-10,0,-80.64041041292656,-115.64041041292656,51.3
0,-50.0,-10,0,-80.637640404747,-140.637640404747,41.3
5,-25.0,-10,0,-80.63476281760131,-115.63476281760131,46.3
0,-50.0,-10,0,-80.63077086767174,-140.63077086767174,36.3
1,-25.0,-10,0,-80.62648470906716,-115.62648470906716,31.299999999999997
