action,reward_inertia,reward_r_eff,reward_I_percentage,reward_weigthed,reward,stringency_index
3,0.0,-10,0,-81.29404705729297,-91.29404705729297,96.3
4,-12.5,-10,0,-81.29402274757469,-103.79402274757469,98.8
4,-12.5,-10,0,-81.29400045509401,-103.79400045509401,100.0
6,-50.0,-10,0,-81.29399354743329,-141.29399354743327,100.0
5,-25.0,-10,0,-81.29399287754795,-116.29399287754795,100.0
3,0.0,-10,0,-81.29399198442286,-91.29399198442286,100.0
1,-25.0,-10,0,-81.29399086810719,-116.29399086810719,95.0
5,-25.0,-10,0,-81.2939895284279,-116.2939895284279,100.0
3,0.0,-10,0,-81.29397250829781,-91.29397250829781,100.0
3,0.0,-10,0,-81.29397072205197,-91.29397072205197,100.0
0,-50.0,-10,0,-81.29396871254886,-141.29396871254886,90.0
4,-12.5,-10,0,-81.29396647978139,-103.79396647978139,92.5
6,-50.0,-10,0,-81.2939437254586,-141.2939437254586,100.0
6,-50.0,-10,0,-81.2939268978323,-141.2939268978323,100.0
2,-12.5,-10,0,-81.29392399517748,-103.79392399517748,97.5
0,-50.0,-10,0,-81.29392086935175,-141.29392086935175,87.5
1,-25.0,-10,0,-81.29391408912193,-116.29391408912193,82.5
3,0.0,-10,0,-81.29389492753994,-91.29389492753994,82.5
5,-25.0,-10,0,-81.29387042647755,-116.29387042647755,87.5
1,-25.0,-10,0,-81.29384664426814,-116.29384664426814,82.5
6,-50.0,-10,0,-81.29382939746257,-141.29382939746256,92.5
6,-50.0,-10,0,-81.2938074267897,-141.2938074267897,100.0
6,-50.0,-10,0,-81.2937966612539,-141.2937966612539,100.0
1,-25.0,-10,0,-81.29379354363088,-116.29379354363088,95.0
5,-25.0,-10,0,-81.29379045897828,-116.29379045897828,100.0
3,0.0,-10,0,-81.29378369314624,-91.29378369314624,100.0
0,-50.0,-10,0,-81.2937806747705,-141.29378067477052,90.0
0,-50.0,-10,0,-81.29377768941666,-141.29377768941666,80.0
4,-12.5,-10,0,-81.2937692715901,-103.7937692715901,82.5
2,-12.5,-10,0,-81.2937558979906,-103.7937558979906,80.0
1,-25.0,-10,0,-81.29374410834848,-116.29374410834848,75.0
2,-12.5,-10,0,-81.29373135190427,-103.79373135190427,72.5
4,-12.5,-10,0,-81.29371437058046,-103.79371437058046,75.0
3,0.0,-10,0,-81.29369419118393,-91.29369419118393,75.0
2,-12.5,-10,0,-81.29367328368652,-103.79367328368652,72.5
1,-25.0,-10,0,-81.29365048440536,-116.29365048440536,67.5
6,-50.0,-10,0,-81.29362446406488,-141.29362446406486,77.5
4,-12.5,-10,0,-81.29359364774727,-103.79359364774727,80.0
2,-12.5,-10,0,-81.2935659604145,-103.7935659604145,77.5
3,0.0,-10,0,-81.29353787047023,-91.29353787047023,77.5
4,-12.5,-10,0,-81.29350680413118,-103.79350680413118,80.0
5,-25.0,-10,0,-81.29347397918652,-116.29347397918652,85.0
1,-25.0,-10,0,-81.2934406930981,-116.2934406930981,80.0
1,-25.0,-10,0,-81.29340824570818,-116.29340824570818,75.0
6,-50.0,-10,0,-81.29337184979158,-141.29337184979158,85.0
6,-50.0,-10,0,-81.29333138530919,-141.2933313853092,95.0
5,-25.0,-10,0,-81.293293774637,-116.293293774637,100.0
2,-12.5,-10,0,-81.2932452889527,-103.7932452889527,97.5
4,-12.5,-10,0,-81.29318339535745,-103.79318339535745,100.0
1,-25.0,-10,0,-81.2931051493124,-116.2931051493124,95.0
6,-50.0,-10,0,-81.29301224909824,-141.29301224909824,100.0
1,-25.0,-10,0,-81.29290246963251,-116.29290246963251,95.0
5,-25.0,-10,0,-81.29277856304755,-116.29277856304755,100.0
2,-12.5,-10,0,-81.2926380318161,-103.7926380318161,97.5
5,-25.0,-10,0,-81.29248311912198,-116.29248311912198,100.0
2,-12.5,-10,0,-81.29231224905809,-103.79231224905809,97.5
3,0.0,-10,0,-81.29212633054719,-91.29212633054719,97.5
4,-12.5,-10,0,-81.29192454324823,-103.79192454324823,100.0
4,-12.5,-10,0,-81.29170728906894,-103.79170728906894,100.0
3,0.0,-10,0,-81.29147486284103,-91.29147486284103,100.0
6,-50.0,-10,0,-81.29122693430723,-141.29122693430725,100.0
5,-25.0,-10,0,-81.29096350358373,-116.29096350358373,100.0
2,-12.5,-10,0,-81.29069284912659,-103.79069284912659,97.5
3,0.0,-10,0,-81.29041497108311,-91.29041497108311,97.5
0,-50.0,-10,0,-81.29012970015437,-141.29012970015435,87.5
4,-12.5,-10,0,-81.28983722220752,-103.78983722220752,90.0
6,-50.0,-10,0,-81.28953696891536,-141.28953696891534,100.0
4,-12.5,-10,0,-81.28922966682262,-103.78922966682262,100.0
5,-25.0,-10,0,-81.28891567105279,-116.28891567105279,100.0
5,-25.0,-10,0,-81.28859445214789,-116.28859445214789,100.0
0,-50.0,-10,0,-81.288266010407,-141.288266010407,90.0
6,-50.0,-10,0,-81.28793034533533,-141.28793034533533,100.0
0,-50.0,-10,0,-81.28758714318793,-141.28758714318792,90.0
1,-25.0,-10,0,-81.28723703225103,-116.28723703225103,85.0
3,0.0,-10,0,-81.28687943652594,-91.28687943652594,85.0
3,0.0,-10,0,-81.28651450854007,-91.28651450854007,85.0
5,-25.0,-10,0,-81.2861423740298,-116.2861423740298,90.0
0,-50.0,-10,0,-81.28574758742234,-141.28574758742235,80.0
3,0.0,-10,0,-81.28533025853915,-91.28533025853915,80.0
3,0.0,-10,0,-81.2848900667406,-91.2848900667406,80.0
6,-50.0,-10,0,-81.28442721680877,-141.28442721680875,90.0
6,-50.0,-10,0,-81.28394170886408,-141.28394170886406,100.0
6,-50.0,-10,0,-81.28343373967232,-141.28343373967232,100.0
3,0.0,-10,0,-81.28290329273617,-91.28290329273617,100.0
0,-50.0,-10,0,-81.28235018149651,-141.2823501814965,90.0
3,0.0,-10,0,-81.2817744045519,-91.2817744045519,90.0
4,-12.5,-10,0,-81.28117583845136,-103.78117583845136,92.5
4,-12.5,-10,0,-81.28055461727553,-103.78055461727553,95.0
0,-50.0,-10,0,-81.27991076768217,-141.27991076768217,85.0
3,0.0,-10,0,-81.27924428692276,-91.27924428692276,85.0
5,-25.0,-10,0,-81.27855505415233,-116.27855505415233,90.0
6,-50.0,-10,0,-81.2778431659256,-141.27784316592562,100.0
5,-25.0,-10,0,-81.27712137397924,-116.27712137397924,100.0
3,0.0,-10,0,-81.27638971347862,-91.27638971347862,100.0
0,-50.0,-10,0,-81.27564809915397,-141.27564809915395,90.0
4,-12.5,-10,0,-81.27489653396654,-103.77489653396654,92.5
1,-25.0,-10,0,-81.27413496091243,-116.27413496091243,87.5
1,-25.0,-10,0,-81.27336345315982,-116.27336345315982,82.5
6,-50.0,-10,0,-81.27258197230425,-141.27258197230424,92.5
5,-25.0,-10,0,-81.27179051977899,-116.27179051977899,97.5
6,-50.0,-10,0,-81.27098916482049,-141.2709891648205,100.0
0,-50.0,-10,0,-81.27017788229337,-141.27017788229335,90.0
3,0.0,-10,0,-81.26935665962893,-91.26935665962893,90.0
3,0.0,-10,0,-81.26852545380135,-91.26852545380135,90.0
1,-25.0,-10,0,-81.26768430087468,-116.26768430087468,85.0
3,0.0,-10,0,-81.26683320084763,-91.26683320084763,85.0
5,-25.0,-10,0,-81.26597213968525,-116.26597213968525,90.0
5,-25.0,-10,0,-81.2651299639562,-116.2651299639562,95.0
4,-12.5,-10,0,-81.26430668604286,-103.76430668604286,97.5
1,-25.0,-10,0,-81.26350230401835,-116.26350230401835,92.5
5,-25.0,-10,0,-81.26271681029513,-116.26271681029513,97.5
3,0.0,-10,0,-81.26195018919142,-91.26195018919142,97.5
4,-12.5,-10,0,-81.26120245907302,-103.76120245907302,100.0
6,-50.0,-10,0,-81.26047360974637,-141.26047360974638,100.0
2,-12.5,-10,0,-81.25976364538842,-103.75976364538842,97.5
0,-50.0,-10,0,-81.25907255952482,-141.25907255952484,87.5
4,-12.5,-10,0,-81.25840034990688,-103.75840034990688,90.0
2,-12.5,-10,0,-81.25774700884432,-103.75774700884432,87.5
0,-50.0,-10,0,-81.25711254900824,-141.25711254900824,77.5
3,0.0,-10,0,-81.25649696513156,-91.25649696513156,77.5
6,-50.0,-10,0,-81.25590025004243,-141.25590025004243,87.5
0,-50.0,-10,0,-81.25532241183495,-141.25532241183495,77.5
3,0.0,-10,0,-81.2547321072368,-91.2547321072368,77.5
3,0.0,-10,0,-81.2541293194696,-91.2541293194696,77.5
6,-50.0,-10,0,-81.25351405628557,-141.25351405628555,87.5
1,-25.0,-10,0,-81.25288631937737,-116.25288631937737,82.5
1,-25.0,-10,0,-81.2522461159694,-116.2522461159694,77.5
2,-12.5,-10,0,-81.25159343505474,-103.75159343505474,75.0
6,-50.0,-10,0,-81.25092827689066,-141.25092827689065,85.0
5,-25.0,-10,0,-81.25025064339755,-116.25025064339755,90.0
2,-12.5,-10,0,-81.24956054408275,-103.74956054408275,87.5
4,-12.5,-10,0,-81.24885797576611,-103.74885797576611,90.0
2,-12.5,-10,0,-81.24814293360208,-103.74814293360208,87.5
3,0.0,-10,0,-81.24741542112184,-91.24741542112184,87.5
2,-12.5,-10,0,-81.2466754349232,-103.7466754349232,85.0
2,-12.5,-10,0,-81.24592297817692,-103.74592297817692,82.5
0,-50.0,-10,0,-81.2451580496793,-141.2451580496793,72.5
6,-50.0,-10,0,-81.24444412104219,-141.2444441210422,82.5
1,-25.0,-10,0,-81.24378118763613,-116.24378118763613,77.5
4,-12.5,-10,0,-81.2431692577311,-103.7431692577311,80.0
3,0.0,-10,0,-81.2426083232561,-91.2426083232561,80.0
6,-50.0,-10,0,-81.2420983863278,-141.2420983863278,90.0
6,-50.0,-10,0,-81.24163944461907,-141.24163944461907,100.0
5,-25.0,-10,0,-81.24123150283827,-116.24123150283827,100.0
3,0.0,-10,0,-81.24087455939808,-91.24087455939808,100.0
0,-50.0,-10,0,-81.24056860917072,-141.24056860917074,90.0
5,-25.0,-10,0,-81.2403136505314,-116.2403136505314,95.0
6,-50.0,-10,0,-81.24010968200948,-141.24010968200946,100.0
0,-50.0,-10,0,-81.23995670679663,-141.23995670679665,90.0
1,-25.0,-10,0,-81.23985472433972,-116.23985472433972,85.0
4,-12.5,-10,0,-81.23980373101716,-103.73980373101716,87.5
1,-25.0,-10,0,-81.23980372793496,-116.23980372793496,82.5
4,-12.5,-10,0,-81.23976987593919,-103.73976987593919,85.0
3,0.0,-10,0,-81.23970217301745,-91.23970217301745,85.0
1,-25.0,-10,0,-81.23960062093211,-116.23960062093211,80.0
2,-12.5,-10,0,-81.23946521940026,-103.73946521940026,77.5
6,-50.0,-10,0,-81.23929596737476,-141.23929596737474,87.5
2,-12.5,-10,0,-81.23909286572726,-103.73909286572726,85.0
1,-25.0,-10,0,-81.23885591675075,-116.23885591675075,80.0
5,-25.0,-10,0,-81.23858511876819,-116.23858511876819,85.0
4,-12.5,-10,0,-81.23828047191601,-103.73828047191601,87.5
1,-25.0,-10,0,-81.23794197784045,-116.23794197784045,82.5
5,-25.0,-10,0,-81.23756963659672,-116.23756963659672,87.5
2,-12.5,-10,0,-81.23716344778921,-103.73716344778921,85.0
4,-12.5,-10,0,-81.23672341282284,-103.73672341282284,87.5
2,-12.5,-10,0,-81.23624953185372,-103.73624953185372,85.0
3,0.0,-10,0,-81.23574180550561,-91.23574180550561,85.0
2,-12.5,-10,0,-81.2352340821346,-103.7352340821346,82.5
6,-50.0,-10,0,-81.23472636200518,-141.23472636200518,92.5
6,-50.0,-10,0,-81.23421864486575,-141.23421864486573,100.0
2,-12.5,-10,0,-81.23371093190214,-103.73371093190214,97.5
5,-25.0,-10,0,-81.23320322279542,-116.23320322279542,100.0
0,-50.0,-10,0,-81.23269551667606,-141.23269551667607,90.0
2,-12.5,-10,0,-81.23218781391569,-103.73218781391569,87.5
2,-12.5,-10,0,-81.23168011371938,-103.73168011371938,85.0
2,-12.5,-10,0,-81.23117241658974,-103.73117241658974,82.5
6,-50.0,-10,0,-81.23066472253205,-141.23066472253205,92.5
1,-25.0,-10,0,-81.23015703154772,-116.23015703154772,87.5
3,0.0,-10,0,-81.22964934428138,-91.22964934428138,87.5
1,-25.0,-10,0,-81.22914165998085,-116.22914165998085,82.5
0,-50.0,-10,0,-81.228633978885,-141.228633978885,72.5
5,-25.0,-10,0,-81.22812630071715,-116.22812630071715,77.5
3,0.0,-10,0,-81.22758478054563,-91.22758478054563,77.5
6,-50.0,-10,0,-81.22700941969342,-141.22700941969342,87.5
4,-12.5,-10,0,-81.22640021846055,-103.72640021846055,90.0
3,0.0,-10,0,-81.2257571783215,-91.2257571783215,90.0
5,-25.0,-10,0,-81.22508029855972,-116.22508029855972,95.0
3,0.0,-10,0,-81.2243695824917,-91.2243695824917,95.0
6,-50.0,-10,0,-81.22362502916656,-141.22362502916656,100.0
3,0.0,-10,0,-81.2228466391989,-91.2228466391989,100.0
3,0.0,-10,0,-81.22203441068262,-91.22203441068262,100.0
1,-25.0,-10,0,-81.22118835049011,-116.22118835049011,95.0
2,-12.5,-10,0,-81.22030845951676,-103.72030845951676,92.5
2,-12.5,-10,0,-81.21939473608984,-103.71939473608984,90.0
2,-12.5,-10,0,-81.21844718246594,-103.71844718246594,87.5
2,-12.5,-10,0,-81.21746579783763,-103.71746579783763,85.0
5,-25.0,-10,0,-81.21645058683463,-116.21645058683463,90.0
6,-50.0,-10,0,-81.21544384722827,-141.21544384722827,100.0
3,0.0,-10,0,-81.21444558007119,-91.21444558007119,100.0
1,-25.0,-10,0,-81.21345578519424,-116.21345578519424,95.0
2,-12.5,-10,0,-81.21247446186572,-103.71247446186572,92.5
5,-25.0,-10,0,-81.21150161008666,-116.21150161008666,97.5
5,-25.0,-10,0,-81.21053722917887,-116.21053722917887,100.0
2,-12.5,-10,0,-81.20958131871757,-103.70958131871757,97.5
3,0.0,-10,0,-81.20863387912868,-91.20863387912868,97.5
1,-25.0,-10,0,-81.20769490983474,-116.20769490983474,92.5
1,-25.0,-10,0,-81.20676441099516,-116.20676441099516,87.5
3,0.0,-10,0,-81.20584238101516,-91.20584238101516,87.5
2,-12.5,-10,0,-81.2049288212995,-103.7049288212995,85.0
6,-50.0,-10,0,-81.204023730902,-141.204023730902,95.0
3,0.0,-10,0,-81.2031271076441,-91.2031271076441,95.0
5,-25.0,-10,0,-81.20223895661958,-116.20223895661958,100.0
3,0.0,-10,0,-81.20141002164134,-91.20141002164134,100.0
2,-12.5,-10,0,-81.20064030399162,-103.70064030399162,97.5
3,0.0,-10,0,-81.19992980199775,-91.19992980199775,97.5
0,-50.0,-10,0,-81.19927851711208,-141.19927851711208,87.5
4,-12.5,-10,0,-81.1986864417481,-103.6986864417481,90.0
0,-50.0,-10,0,-81.19815357808287,-141.19815357808287,80.0
4,-12.5,-10,0,-81.19767992569072,-103.69767992569072,82.5
0,-50.0,-10,0,-81.19726548044396,-141.19726548044395,72.5
1,-25.0,-10,0,-81.19691024328274,-116.19691024328274,67.5
5,-25.0,-10,0,-81.19661420874756,-116.19661420874756,72.5
2,-12.5,-10,0,-81.19637738182215,-103.69637738182215,70.0
6,-50.0,-10,0,-81.1961997653577,-141.1961997653577,80.0
6,-50.0,-10,0,-81.1960813526408,-141.19608135264082,90.0
2,-12.5,-10,0,-81.19602214425481,-103.69602214425481,87.5
4,-12.5,-10,0,-81.19602214303211,-103.69602214303211,90.0
2,-12.5,-10,0,-81.19600559608926,-103.69600559608926,87.5
1,-25.0,-10,0,-81.19597250135095,-116.19597250135095,82.5
1,-25.0,-10,0,-81.19592285857563,-116.19592285857563,77.5
6,-50.0,-10,0,-81.19585666533604,-141.19585666533604,87.5
6,-50.0,-10,0,-81.19577392797395,-141.19577392797396,97.5
4,-12.5,-10,0,-81.19567464120566,-103.69567464120566,100.0
6,-50.0,-10,0,-81.19555880870301,-141.19555880870303,100.0
4,-12.5,-10,0,-81.19542642440564,-103.69542642440564,100.0
4,-12.5,-10,0,-81.19527749343015,-103.69527749343015,100.0
1,-25.0,-10,0,-81.19511201583165,-116.19511201583165,95.0
5,-25.0,-10,0,-81.19492999074686,-116.19492999074686,100.0
1,-25.0,-10,0,-81.19473141999912,-116.19473141999912,95.0
1,-25.0,-10,0,-81.19451630479871,-116.19451630479871,90.0
4,-12.5,-10,0,-81.19428464208745,-103.69428464208745,92.5
2,-12.5,-10,0,-81.194036429349,-103.694036429349,90.0
6,-50.0,-10,0,-81.19380476444208,-141.19380476444206,100.0
6,-50.0,-10,0,-81.19358964396581,-141.19358964396582,100.0
3,0.0,-10,0,-81.19339107503437,-91.19339107503437,100.0
1,-25.0,-10,0,-81.19320905346689,-116.19320905346689,95.0
1,-25.0,-10,0,-81.19304357924547,-116.19304357924547,90.0
6,-50.0,-10,0,-81.19289465544993,-141.19289465544995,100.0
2,-12.5,-10,0,-81.19276227798034,-103.69276227798034,97.5
0,-50.0,-10,0,-81.19264644778097,-141.192646447781,87.5
3,0.0,-10,0,-81.19254716682391,-91.19254716682391,87.5
6,-50.0,-10,0,-81.19246442961955,-141.19246442961955,97.5
6,-50.0,-10,0,-81.19239824174001,-141.19239824174002,100.0
6,-50.0,-10,0,-81.1923485987326,-141.1923485987326,100.0
5,-25.0,-10,0,-81.19231549703856,-116.19231549703856,100.0
4,-12.5,-10,0,-81.19229894673543,-103.69229894673543,100.0
6,-50.0,-10,0,-81.19229894673543,-141.19229894673543,100.0
6,-50.0,-10,0,-81.19229894673543,-141.19229894673543,100.0
1,-25.0,-10,0,-81.19229894673543,-116.19229894673543,95.0
2,-12.5,-10,0,-81.19229894673543,-103.69229894673543,92.5
6,-50.0,-10,0,-81.1922989467349,-141.1922989467349,100.0
2,-12.5,-10,0,-81.19229894673421,-103.69229894673421,97.5
0,-50.0,-10,0,-81.19229894673421,-141.1922989467342,87.5
5,-25.0,-10,0,-81.19229894673401,-116.19229894673401,92.5
2,-12.5,-10,0,-81.19229894673309,-103.69229894673309,90.0
4,-12.5,-10,0,-81.19229894673265,-103.69229894673265,92.5
4,-12.5,-10,0,-81.192298946732,-103.692298946732,95.0
0,-50.0,-10,0,-81.19229894673155,-141.19229894673157,85.0
3,0.0,-10,0,-81.19229894673128,-91.19229894673128,85.0
6,-50.0,-10,0,-81.19229894673056,-141.19229894673055,95.0
6,-50.0,-10,0,-81.19229894672984,-141.19229894672984,100.0
5,-25.0,-10,0,-81.19229894513794,-116.19229894513794,100.0
5,-25.0,-10,0,-81.19201939325521,-116.19201939325521,100.0
3,0.0,-10,0,-81.19146029496598,-91.19146029496598,100.0
6,-50.0,-10,0,-81.19062165458519,-141.1906216545852,100.0
1,-25.0,-10,0,-81.18950348049938,-116.18950348049938,95.0
6,-50.0,-10,0,-81.18810578444935,-141.18810578444936,100.0
1,-25.0,-10,0,-81.18642858077733,-116.18642858077733,95.0
5,-25.0,-10,0,-81.18447188688641,-116.18447188688641,100.0
6,-50.0,-10,0,-81.18223572711594,-141.18223572711594,100.0
3,0.0,-10,0,-81.1797201228837,-91.1797201228837,100.0
2,-12.5,-10,0,-81.17692509499005,-103.67692509499005,97.5
0,-50.0,-10,0,-81.1738506702736,-141.1738506702736,87.5
4,-12.5,-10,0,-81.17049688757342,-103.67049688757342,90.0
