action,reward_inertia,reward_r_eff,reward_I_percentage,reward_weigthed,reward,stringency_index
4,-12.5,-10,20,-80.67204479390224,-83.17204479390224,98.8
1,-25.0,-10,20,-80.67203622167551,-95.67203622167551,93.8
3,0.0,-10,20,-80.67199648245393,-70.67199648245393,93.8
3,0.0,-10,20,-80.6719603577524,-70.6719603577524,93.8
3,0.0,-10,20,-80.6719275188061,-70.6719275188061,93.8
2,-12.5,-10,20,-80.67189766675178,-83.17189766675178,91.3
1,-25.0,-10,20,-80.67185934639296,-95.67185934639296,86.3
6,-50.0,-10,20,-80.67180307485721,-120.67180307485722,96.3
3,0.0,-10,20,-80.67178907648447,-70.67178907648447,96.3
3,0.0,-10,20,-80.67177651347802,-70.67177651347802,96.3
1,-25.0,-10,20,-80.67176523866011,-95.67176523866011,91.3
4,-12.5,-10,20,-80.67174114388175,-83.17174114388175,93.8
6,-50.0,-10,20,-80.67172543277991,-120.67172543277991,100.0
6,-50.0,-10,20,-80.67172543277621,-120.67172543277621,100.0
1,-25.0,-10,20,-80.6717254327762,-95.6717254327762,95.0
0,-50.0,-10,20,-80.67171652840273,-120.67171652840273,85.0
0,-50.0,-10,20,-80.67169177506409,-120.67169177506409,75.0
0,-50.0,-10,20,-80.67165152534673,-120.67165152534673,65.0
0,-50.0,-10,20,-80.67159364356772,-120.67159364356772,55.0
2,-12.5,-10,20,-80.67151315987113,-83.17151315987113,52.5
5,-25.0,-10,20,-80.67141830949333,-95.67141830949333,57.5
5,-25.0,-10,20,-80.67132419579677,-95.67132419579677,62.5
4,-12.5,-10,20,-80.67123278982159,-83.17123278982159,65.0
0,-50.0,-10,20,-80.67114065993992,-120.67114065993991,55.0
5,-25.0,-10,20,-80.67101219521442,-95.67101219521442,60.0
2,-12.5,-10,20,-80.67088539706255,-83.17088539706255,57.5
0,-50.0,-10,20,-80.67073817822708,-120.67073817822708,47.5
2,-12.5,-10,20,-80.67053530290733,-83.17053530290733,45.0
2,-12.5,-10,20,-80.67028917778964,-83.17028917778964,42.5
5,-25.0,-10,20,-80.66998774673081,-95.66998774673081,47.5
2,-12.5,-10,20,-80.66966573272411,-83.16966573272411,45.0
4,-12.5,-10,20,-80.66927585140593,-83.16927585140593,47.5
4,-12.5,-10,20,-80.66884429066404,-83.16884429066404,50.0
6,-50.0,-10,20,-80.668373610998,-120.668373610998,60.0
3,0.0,-10,20,-80.6679522642129,-70.6679522642129,60.0
4,-12.5,-10,20,-80.66749683032202,-83.16749683032202,62.5
5,-25.0,-10,20,-80.66703673239951,-95.66703673239951,67.5
0,-50.0,-10,20,-80.66661281726205,-120.66661281726203,57.5
4,-12.5,-10,20,-80.66602974312949,-83.16602974312949,60.0
1,-25.0,-10,20,-80.66543172360186,-95.66543172360186,55.0
5,-25.0,-10,20,-80.66470008116282,-95.66470008116282,60.0
0,-50.0,-10,20,-80.66398557529541,-120.66398557529541,50.0
2,-12.5,-10,20,-80.66300139915582,-83.16300139915582,47.5
1,-25.0,-10,20,-80.6618197189858,-95.6618197189858,42.5
1,-25.0,-10,20,-80.66031477763529,-95.66031477763529,37.5
3,0.0,-10,20,-80.65836397941783,-70.65836397941783,37.5
3,0.0,-10,20,-80.65600325559595,-70.65600325559595,37.5
0,-50.0,-10,20,-80.65314645675701,-120.65314645675701,27.5
4,-12.5,-10,20,-80.64904197543586,-83.14904197543586,30.0
6,-50.0,-10,20,-80.64402547444541,-120.64402547444541,40.0
2,-12.5,-10,20,-80.63874469871863,-83.13874469871863,37.5
5,-25.0,-10,20,-80.63212876654947,-95.63212876654947,42.5
3,0.0,-10,20,-80.62484537120031,-70.62484537120031,42.5
6,-50.0,-10,20,-80.61624575277884,-120.61624575277884,52.5
5,-25.0,-10,20,-80.60805336044781,-95.60805336044781,57.5
3,0.0,-10,20,-80.59992021188818,-70.59992021188818,57.5
5,-25.0,-10,20,-80.59102144291565,-95.59102144291565,62.5
6,-50.0,-10,20,-80.58252526610362,-120.58252526610363,72.5
4,-12.5,-10,20,-80.576010703625,-83.076010703625,75.0
6,-50.0,-10,20,-80.5700284975614,-120.5700284975614,85.0
0,-50.0,-10,20,-80.56646389249698,-120.56646389249698,75.0
4,-12.5,-10,20,-80.56075258150756,-83.06075258150756,77.5
4,-12.5,-10,20,-80.55560058599781,-83.05560058599781,80.0
5,-25.0,-10,20,-80.55105752080476,-95.55105752080476,85.0
6,-50.0,-10,20,-80.54769582971703,-120.54769582971704,95.0
1,-25.0,-10,20,-80.54647800518659,-95.54647800518659,90.0
5,-25.0,-10,20,-80.54443059417176,-95.54443059417176,95.0
6,-50.0,-10,20,-80.54332106364231,-120.54332106364231,100.0
2,-12.5,-10,20,-80.54299895491036,-83.04299895491036,97.5
0,-50.0,-10,20,-80.54233106170052,-120.54233106170051,87.5
6,-50.0,-10,20,-80.54049119377389,-120.5404911937739,97.5
2,-12.5,-10,20,-80.53982602898421,-83.03982602898421,95.0
0,-50.0,-10,20,-80.53892238499387,-120.53892238499387,85.0
3,0.0,-10,20,-80.53713525201883,-70.53713525201883,85.0
5,-25.0,-10,20,-80.53538927052989,-95.53538927052989,90.0
2,-12.5,-10,20,-80.53409562227057,-83.03409562227057,87.5
2,-12.5,-10,20,-80.532644789771,-83.032644789771,85.0
6,-50.0,-10,20,-80.5310447777575,-120.5310447777575,95.0
5,-25.0,-10,20,-80.53014911606621,-95.53014911606621,100.0
5,-25.0,-10,20,-80.52955481469891,-95.52955481469891,100.0
3,0.0,-10,20,-80.52893576631611,-70.52893576631611,100.0
1,-25.0,-10,20,-80.5282919756906,-95.5282919756906,95.0
2,-12.5,-10,20,-80.52745100571491,-83.02745100571491,92.5
4,-12.5,-10,20,-80.5265408628062,-83.0265408628062,95.0
1,-25.0,-10,20,-80.5257427372451,-95.5257427372451,90.0
1,-25.0,-10,20,-80.52481061204134,-95.52481061204134,85.0
6,-50.0,-10,20,-80.52375833384937,-120.52375833384937,95.0
3,0.0,-10,20,-80.52300606997994,-70.52300606997994,95.0
6,-50.0,-10,20,-80.52227057222156,-120.52227057222154,100.0
6,-50.0,-10,20,-80.52165868703733,-120.52165868703733,100.0
2,-12.5,-10,20,-80.52105076830031,-83.02105076830031,97.5
3,0.0,-10,20,-80.52040521950525,-70.52040521950525,97.5
1,-25.0,-10,20,-80.51976814632215,-95.51976814632215,92.5
1,-25.0,-10,20,-80.51907158047017,-95.51907158047017,87.5
3,0.0,-10,20,-80.51832421330036,-70.51832421330036,87.5
4,-12.5,-10,20,-80.51759033006385,-83.01759033006385,90.0
2,-12.5,-10,20,-80.51689746724651,-83.01689746724651,87.5
2,-12.5,-10,20,-80.51619052771294,-83.01619052771294,85.0
0,-50.0,-10,20,-80.51547060289111,-120.51547060289113,75.0
3,0.0,-10,20,-80.51466462340501,-70.51466462340501,75.0
5,-25.0,-10,20,-80.51386242798372,-95.51386242798372,80.0
0,-50.0,-10,20,-80.51311328519785,-120.51311328519785,70.0
0,-50.0,-10,20,-80.51229957798265,-120.51229957798265,60.0
3,0.0,-10,20,-80.51140159890808,-70.51140159890808,60.0
0,-50.0,-10,20,-80.51050033023361,-120.51050033023361,50.0
5,-25.0,-10,20,-80.50946424291081,-95.50946424291081,55.0
3,0.0,-10,20,-80.50845026982275,-70.50845026982275,55.0
3,0.0,-10,20,-80.50740027420487,-70.50740027420487,55.0
1,-25.0,-10,20,-80.50630727979421,-95.50630727979421,50.0
6,-50.0,-10,20,-80.50506232163175,-120.50506232163175,60.0
1,-25.0,-10,20,-80.50394842132266,-95.50394842132266,55.0
4,-12.5,-10,20,-80.5026765636882,-83.0026765636882,57.5
4,-12.5,-10,20,-80.50139303392899,-83.00139303392899,60.0
0,-50.0,-10,20,-80.50011349351458,-120.50011349351456,50.0
1,-25.0,-10,20,-80.49845488482957,-95.49845488482957,45.0
0,-50.0,-10,20,-80.49643344208289,-120.49643344208289,35.0
2,-12.5,-10,20,-80.49366998513634,-82.99366998513634,32.5
1,-25.0,-10,20,-80.49019047011734,-95.49019047011734,27.5
1,-25.0,-10,20,-80.4855477374015,-95.4855477374015,22.5
5,-25.0,-10,20,-80.47919024502309,-95.47919024502309,27.5
2,-12.5,-10,20,-80.47154789112733,-82.97154789112733,25.0
6,-50.0,-10,20,-80.46143062432137,-120.46143062432137,35.0
1,-25.0,-10,20,-80.4503967052485,-95.4503967052485,30.0
0,-50.0,-10,20,-80.43561349997807,-120.43561349997807,20.0
1,-25.0,-10,20,-80.41376173210709,-95.41376173210709,15.0
4,-12.5,-10,20,-80.3825798322731,-82.8825798322731,17.5
0,-50.0,-10,20,-80.34172282991972,-120.34172282991972,7.5
4,-12.5,-10,20,-80.27860636264764,-82.77860636264764,10.0
1,-25.0,-10,20,-80.19256131477695,-95.19256131477695,5.0
3,0.0,-10,-5000,-80.06446818972408,-5090.064468189724,5.0
4,-12.5,-10,-5000,-79.88188492305456,-5102.381884923055,7.5
1,-25.0,-10,-5000,-79.63065127497833,-5114.630651274978,2.5
0,-50.0,-10,-5000,-79.25467991116723,-5139.254679911167,0.0
2,-12.5,-10,-5000,-78.69933645568203,-5101.199336455682,0.0
1,-25.0,-10,-5000,-77.8998858770771,-5112.899885877077,0.0
2,-12.5,-10,-5000,-76.75939082701365,-5099.259390827014,0.0
5,-25.0,-10,-5000,-75.15314235636852,-5110.153142356368,5.0
6,-50.0,-10,-5000,-73.06641308421833,-5133.066413084218,15.0
4,-12.5,-10,-5000,-70.64782320463712,-5093.1478232046375,17.5
5,-25.0,-10,-5000,-67.74993058659805,-5102.749930586598,22.5
3,0.0,-10,-5000,-64.51829793931341,-5074.518297939313,22.5
0,-50.0,-10,-5000,-60.814622325868214,-5120.814622325868,12.5
0,-50.0,-10,-5000,-56.094461854829454,-5116.094461854829,2.5
5,-25.0,-10,-5000,-50.24554628647529,-5085.2455462864755,7.5
3,0.0,-10,-5000,-44.360395180191155,-5054.3603951801915,7.5
0,-50.0,-10,-5000,-38.47475379017994,-5098.47475379018,0.0
5,-25.0,10,-5000,93.67649995982862,-4921.323500040171,5.0
2,-12.5,10,-5000,193.16400911563667,-4809.335990884363,2.5
4,-12.5,10,-5000,187.35299991965724,-4815.147000080343,5.0
4,-12.5,10,-5000,182.4930328788498,-4820.00696712115,7.5
0,-50.0,10,-5000,200.0,-4840.0,0.0
4,-12.5,10,-5000,193.16400911563667,-4809.335990884363,2.5
4,-12.5,10,-5000,187.35299991965724,-4815.147000080343,5.0
0,-50.0,10,-5000,200.0,-4840.0,0.0
0,-50.0,10,-5000,200.0,-4840.0,0.0
6,-50.0,10,-5000,178.51016846000164,-4861.489831539999,10.0
1,-25.0,10,-5000,187.35299991965724,-4827.647000080343,5.0
5,-25.0,10,-5000,178.51016846000164,-4836.489831539999,10.0
2,-12.5,10,-5000,182.4930328788498,-4820.00696712115,7.5
2,-12.5,10,-5000,187.35299991965724,-4815.147000080343,5.0
6,-50.0,10,-5000,172.879989355334,-4867.120010644666,15.0
