action,reward_inertia,reward_r_eff,reward_I_percentage,reward_weigthed,reward,stringency_index
5,-25.0,-10,20,-80.67204479390224,-95.67204479390224,100.0
3,0.0,-10,20,-80.67204479390224,-70.67204479390224,100.0
3,0.0,-10,20,-80.67204479390224,-70.67204479390224,100.0
1,-25.0,-10,20,-80.67204479387533,-95.67204479387533,95.0
4,-12.5,-10,20,-80.67202016991557,-83.17202016991557,97.5
1,-25.0,-10,20,-80.67200911624886,-95.67200911624886,92.5
1,-25.0,-10,20,-80.67197916296097,-95.67197916296097,87.5
0,-50.0,-10,20,-80.6719328958185,-120.67193289581849,77.5
6,-50.0,-10,20,-80.67185268518507,-120.67185268518506,87.5
2,-12.5,-10,20,-80.67180975272628,-83.17180975272628,85.0
1,-25.0,-10,20,-80.67176107348672,-95.67176107348672,80.0
4,-12.5,-10,20,-80.67169855560675,-83.17169855560675,82.5
3,0.0,-10,20,-80.67164551994587,-70.67164551994587,82.5
0,-50.0,-10,20,-80.67159443137231,-120.67159443137231,72.5
6,-50.0,-10,20,-80.67154521817167,-120.67154521817167,82.5
3,0.0,-10,20,-80.67149781173022,-70.67149781173022,82.5
1,-25.0,-10,20,-80.67145214570844,-95.67145214570844,77.5
1,-25.0,-10,20,-80.67139486074845,-95.67139486074845,72.5
5,-25.0,-10,20,-80.67132477089432,-95.67132477089432,77.5
2,-12.5,-10,20,-80.67126736363446,-83.17126736363446,75.0
6,-50.0,-10,20,-80.67120391806534,-120.67120391806534,85.0
6,-50.0,-10,20,-80.67116677117214,-120.67116677117212,95.0
2,-12.5,-10,20,-80.67115364729732,-83.17115364729732,92.5
0,-50.0,-10,20,-80.67113470426976,-120.67113470426978,82.5
3,0.0,-10,20,-80.67109548299308,-70.67109548299308,82.5
2,-12.5,-10,20,-80.6710558782672,-83.1710558782672,80.0
5,-25.0,-10,20,-80.67101106501524,-95.67101106501524,85.0
4,-12.5,-10,20,-80.67097476498206,-83.17097476498206,87.5
3,0.0,-10,20,-80.67094244203759,-70.67094244203759,87.5
4,-12.5,-10,20,-80.67090974907087,-83.17090974907087,90.0
1,-25.0,-10,20,-80.6708803726324,-95.6708803726324,85.0
3,0.0,-10,20,-80.67084339715123,-70.67084339715123,85.0
3,0.0,-10,20,-80.67080578581347,-70.67080578581347,85.0
6,-50.0,-10,20,-80.67076748943899,-120.67076748943899,95.0
1,-25.0,-10,20,-80.67074039193699,-95.67074039193699,90.0
1,-25.0,-10,20,-80.67070688446876,-95.67070688446876,85.0
2,-12.5,-10,20,-80.67066744392324,-83.17066744392324,82.5
6,-50.0,-10,20,-80.67062463487278,-120.67062463487278,92.5
3,0.0,-10,20,-80.67059005901577,-70.67059005901577,92.5
1,-25.0,-10,20,-80.67055440549754,-95.67055440549754,87.5
3,0.0,-10,20,-80.67051379368925,-70.67051379368925,87.5
2,-12.5,-10,20,-80.6704721141388,-83.1704721141388,85.0
1,-25.0,-10,20,-80.67042344182589,-95.67042344182589,80.0
