action,reward_inertia,reward_r_eff,reward_I_percentage,reward_weigthed,reward,stringency_index
6,-50.0,-10,20,-80.67204479390224,-120.67204479390224,100.0
2,-12.5,-10,20,-80.67204479390044,-83.17204479390044,97.5
3,0.0,-10,20,-80.67202901613308,-70.67202901613308,97.5
2,-12.5,-10,20,-80.6720149430354,-83.1720149430354,95.0
3,0.0,-10,20,-80.6719896793934,-70.6719896793934,95.0
3,0.0,-10,20,-80.6719668545499,-70.6719668545499,95.0
1,-25.0,-10,20,-80.67194623302836,-95.67194623302836,90.0
1,-25.0,-10,20,-80.67190849768852,-95.67190849768852,85.0
3,0.0,-10,20,-80.67185536036762,-70.67185536036762,85.0
3,0.0,-10,20,-80.67180482593989,-70.67180482593989,85.0
2,-12.5,-10,20,-80.6717567668941,-83.1717567668941,82.5
0,-50.0,-10,20,-80.67170310408099,-120.67170310408099,72.5
2,-12.5,-10,20,-80.67161976636552,-83.17161976636552,70.0
5,-25.0,-10,20,-80.67152698610784,-95.67152698610784,75.0
2,-12.5,-10,20,-80.67144859020674,-83.17144859020674,72.5
3,0.0,-10,20,-80.6713617067996,-70.6713617067996,72.5
3,0.0,-10,20,-80.67127360823716,-70.67127360823716,72.5
2,-12.5,-10,20,-80.67118427753798,-83.17118427753798,70.0
3,0.0,-10,20,-80.67108482522741,-70.67108482522741,70.0
1,-25.0,-10,20,-80.67098268055865,-95.67098268055865,65.0
1,-25.0,-10,20,-80.67085869572408,-95.67085869572408,60.0
2,-12.5,-10,20,-80.67070743445501,-83.17070743445501,57.5
2,-12.5,-10,20,-80.67053090570157,-83.17053090570157,55.0
3,0.0,-10,20,-80.67032351599403,-70.67032351599403,55.0
6,-50.0,-10,20,-80.67009219411348,-120.67009219411347,65.0
3,0.0,-10,20,-80.66989531881893,-70.66989531881893,65.0
3,0.0,-10,20,-80.66968657256038,-70.66968657256038,65.0
3,0.0,-10,20,-80.66946540566434,-70.66946540566434,65.0
3,0.0,-10,20,-80.66923123905312,-70.66923123905312,65.0
2,-12.5,-10,20,-80.66898346236415,-83.16898346236415,62.5
4,-12.5,-10,20,-80.6687020514657,-83.1687020514657,65.0
6,-50.0,-10,20,-80.66842172883204,-120.66842172883204,75.0
6,-50.0,-10,20,-80.66821008364327,-120.66821008364326,85.0
5,-25.0,-10,20,-80.66807703601,-95.66807703601,90.0
4,-12.5,-10,20,-80.66798473266587,-83.16798473266587,92.5
0,-50.0,-10,20,-80.66791272369683,-120.66791272369682,82.5
5,-25.0,-10,20,-80.66778073721625,-95.66778073721625,87.5
6,-50.0,-10,20,-80.66768152805777,-120.66768152805776,97.5
2,-12.5,-10,20,-80.66764025307462,-83.16764025307462,95.0
2,-12.5,-10,20,-80.6675867176937,-83.1675867176937,92.5
5,-25.0,-10,20,-80.66752281989365,-95.66752281989365,97.5
6,-50.0,-10,20,-80.66748012339245,-120.66748012339247,100.0
2,-12.5,-10,20,-80.66744146350892,-83.16744146350892,97.5
4,-12.5,-10,20,-80.66738925867833,-83.16738925867833,100.0
3,0.0,-10,20,-80.66733897771346,-70.66733897771346,100.0
3,0.0,-10,20,-80.6672828863841,-70.6672828863841,100.0
5,-25.0,-10,20,-80.66722098462108,-95.66722098462108,100.0
3,0.0,-10,20,-80.66715327242612,-70.66715327242612,100.0
5,-25.0,-10,20,-80.6670797493726,-95.6670797493726,100.0
4,-12.5,-10,20,-80.6670004158976,-83.1670004158976,100.0
6,-50.0,-10,20,-80.66691527206159,-120.6669152720616,100.0
3,0.0,-10,20,-80.66682431777238,-70.66682431777238,100.0
1,-25.0,-10,20,-80.66672755322044,-95.66672755322044,95.0
4,-12.5,-10,20,-80.66662055742592,-83.16662055742592,97.5
2,-12.5,-10,20,-80.66651018758853,-83.16651018758853,95.0
1,-25.0,-10,20,-80.6663924294059,-95.6663924294059,90.0
6,-50.0,-10,20,-80.66626590444758,-120.66626590444758,100.0
3,0.0,-10,20,-80.66614008783594,-70.66614008783594,100.0
4,-12.5,-10,20,-80.6660084611971,-83.1660084611971,100.0
0,-50.0,-10,20,-80.66587102453084,-120.66587102453084,90.0
4,-12.5,-10,20,-80.66572365138812,-83.16572365138812,92.5
2,-12.5,-10,20,-80.66557174382923,-83.16557174382923,90.0
6,-50.0,-10,20,-80.66539439556291,-120.66539439556291,100.0
5,-25.0,-10,20,-80.66519575638127,-95.66519575638127,100.0
3,0.0,-10,20,-80.66497232641655,-70.66497232641655,100.0
1,-25.0,-10,20,-80.66472410593404,-95.66472410593404,95.0
6,-50.0,-10,20,-80.66445000137901,-120.66445000137901,100.0
5,-25.0,-10,20,-80.66415220027126,-95.66415220027126,100.0
3,0.0,-10,20,-80.66382960960951,-70.66382960960951,100.0
4,-12.5,-10,20,-80.6634822294488,-83.1634822294488,100.0
5,-25.0,-10,20,-80.66311006014226,-95.66311006014226,100.0
