action,reward_inertia,reward_r_eff,reward_I_percentage,reward_weigthed,reward,stringency_index
1,-25.0,-10,20,-80.67204479390224,-95.67204479390224,91.3
6,-50.0,-10,20,-80.67198145902131,-120.67198145902131,100.0
6,-50.0,-10,20,-80.6719814589748,-120.67198145897481,100.0
0,-50.0,-10,20,-80.67198145897405,-120.67198145897405,90.0
0,-50.0,-10,20,-80.67192930893711,-120.67192930893711,80.0
4,-12.5,-10,20,-80.67183013930511,-83.17183013930511,82.5
1,-25.0,-10,20,-80.671746011046,-95.671746011046,77.5
1,-25.0,-10,20,-80.67164047793821,-95.67164047793821,72.5
6,-50.0,-10,20,-80.67151135500865,-120.67151135500865,82.5
3,0.0,-10,20,-80.67143014222421,-70.67143014222421,82.5
3,0.0,-10,20,-80.67135191090686,-70.67135191090686,82.5
0,-50.0,-10,20,-80.67127655166685,-120.67127655166684,72.5
0,-50.0,-10,20,-80.67115951987091,-120.67115951987091,62.5
4,-12.5,-10,20,-80.6709934675517,-83.1709934675517,65.0
3,0.0,-10,20,-80.67082911478809,-70.67082911478809,65.0
6,-50.0,-10,20,-80.67065592773459,-120.67065592773457,75.0
4,-12.5,-10,20,-80.67052888862536,-83.17052888862536,77.5
6,-50.0,-10,20,-80.67041516263694,-120.67041516263694,87.5
3,0.0,-10,20,-80.67035429133071,-70.67035429133071,87.5
5,-25.0,-10,20,-80.67029713944648,-95.67029713944648,92.5
4,-12.5,-10,20,-80.67026534864516,-83.17026534864516,95.0
0,-50.0,-10,20,-80.67024607556418,-120.6702460755642,85.0
3,0.0,-10,20,-80.6701908557838,-70.6701908557838,85.0
3,0.0,-10,20,-80.67013661803882,-70.67013661803882,85.0
6,-50.0,-10,20,-80.67008323378813,-120.67008323378815,95.0
4,-12.5,-10,20,-80.67006168678148,-83.17006168678148,97.5
0,-50.0,-10,20,-80.67004675107415,-120.67004675107415,87.5
4,-12.5,-10,20,-80.67000614521109,-83.17000614521109,90.0
1,-25.0,-10,20,-80.66997169603849,-95.66997169603849,85.0
5,-25.0,-10,20,-80.66992623657467,-95.66992623657467,90.0
2,-12.5,-10,20,-80.66989122149155,-83.16989122149155,87.5
4,-12.5,-10,20,-80.66985120464032,-83.16985120464032,90.0
4,-12.5,-10,20,-80.66981552878568,-83.16981552878568,92.5
6,-50.0,-10,20,-80.66978365454307,-120.66978365454307,100.0
1,-25.0,-10,20,-80.66976230187439,-95.66976230187439,95.0
6,-50.0,-10,20,-80.66973281287068,-120.66973281287068,100.0
2,-12.5,-10,20,-80.66970817518612,-83.16970817518612,97.5
6,-50.0,-10,20,-80.66967932802086,-120.66967932802086,100.0
2,-12.5,-10,20,-80.66965140533426,-83.16965140533426,97.5
6,-50.0,-10,20,-80.66961982392259,-120.66961982392257,100.0
6,-50.0,-10,20,-80.66958861624188,-120.66958861624187,100.0
1,-25.0,-10,20,-80.66955576645884,-95.66955576645884,95.0
4,-12.5,-10,20,-80.6695142988975,-83.1695142988975,97.5
6,-50.0,-10,20,-80.66946856742527,-120.66946856742527,100.0
4,-12.5,-10,20,-80.66941828519198,-83.16941828519198,100.0
4,-12.5,-10,20,-80.66936219231476,-83.16936219231476,100.0
4,-12.5,-10,20,-80.6693002887627,-83.1693002887627,100.0
5,-25.0,-10,20,-80.66923257451063,-95.66923257451063,100.0
6,-50.0,-10,20,-80.66915904966542,-120.66915904966544,100.0
4,-12.5,-10,20,-80.66907971433174,-83.16907971433174,100.0
6,-50.0,-10,20,-80.66899456819269,-120.66899456819269,100.0
6,-50.0,-10,20,-80.6689036117018,-120.66890361170181,100.0
3,0.0,-10,20,-80.66880684448378,-70.66880684448378,100.0
3,0.0,-10,20,-80.66870426674018,-70.66870426674018,100.0
3,0.0,-10,20,-80.66859587846861,-70.66859587846861,100.0
1,-25.0,-10,20,-80.66848167979002,-95.66848167979002,95.0
4,-12.5,-10,20,-80.66836117891037,-83.16836117891037,97.5
3,0.0,-10,20,-80.66823513858304,-70.66823513858304,97.5
6,-50.0,-10,20,-80.66810331180034,-120.66810331180034,100.0
0,-50.0,-10,20,-80.66796587143492,-120.66796587143492,90.0
2,-12.5,-10,20,-80.667821990305,-83.167821990305,87.5
0,-50.0,-10,20,-80.6676721942017,-120.66767219420171,77.5
1,-25.0,-10,20,-80.6674970670943,-95.6674970670943,72.5
3,0.0,-10,20,-80.66729686358633,-70.66729686358633,72.5
6,-50.0,-10,20,-80.66707184686393,-120.66707184686393,82.5
4,-12.5,-10,20,-80.66682262548315,-83.16682262548315,85.0
4,-12.5,-10,20,-80.66654879169923,-83.16654879169923,87.5
4,-12.5,-10,20,-80.66625034065275,-83.16625034065275,90.0
1,-25.0,-10,20,-80.66592726213521,-95.66592726213521,85.0
3,0.0,-10,20,-80.66557919778128,-70.66557919778128,85.0
2,-12.5,-10,20,-80.66520637710519,-83.16520637710519,82.5
1,-25.0,-10,20,-80.66480869173809,-95.66480869173809,77.5
6,-50.0,-10,20,-80.66438603477272,-120.66438603477272,87.5
3,0.0,-10,20,-80.66393900709342,-70.66393900709342,87.5
0,-50.0,-10,20,-80.66346722055098,-120.66346722055098,77.5
1,-25.0,-10,20,-80.66297031455221,-95.66297031455221,72.5
3,0.0,-10,20,-80.66244844601543,-70.66244844601543,72.5
2,-12.5,-10,20,-80.66190177723365,-83.16190177723365,70.0
5,-25.0,-10,20,-80.66133021193225,-95.66133021193225,75.0
2,-12.5,-10,20,-80.6607340284493,-83.1607340284493,72.5
2,-12.5,-10,20,-80.66011296063874,-83.16011296063874,70.0
4,-12.5,-10,20,-80.65946699327606,-83.15946699327606,72.5
5,-25.0,-10,20,-80.65882509214005,-95.65882509214005,77.5
4,-12.5,-10,20,-80.65818737528443,-83.15818737528443,80.0
2,-12.5,-10,20,-80.65755376149313,-83.15755376149313,77.5
2,-12.5,-10,20,-80.65692406181861,-83.15692406181861,75.0
0,-50.0,-10,20,-80.65629826752412,-120.65629826752411,65.0
3,0.0,-10,20,-80.65567606319942,-70.65567606319942,65.0
5,-25.0,-10,20,-80.6550577800845,-95.6550577800845,70.0
4,-12.5,-10,20,-80.6544436409918,-83.1544436409918,72.5
6,-50.0,-10,20,-80.65383357492082,-120.65383357492084,82.5
0,-50.0,-10,20,-80.65322793330468,-120.65322793330466,72.5
3,0.0,-10,20,-80.6526258794746,-70.6526258794746,72.5
1,-25.0,-10,20,-80.65202780229694,-95.65202780229694,67.5
2,-12.5,-10,20,-80.65143347069602,-83.15143347069602,65.0
6,-50.0,-10,20,-80.65084295281979,-120.6508429528198,75.0
6,-50.0,-10,20,-80.65025684749176,-120.65025684749176,85.0
5,-25.0,-10,20,-80.64967521388189,-95.64967521388189,90.0
6,-50.0,-10,20,-80.64909782559808,-120.64909782559806,100.0
6,-50.0,-10,20,-80.64852485406135,-120.64852485406135,100.0
5,-25.0,-10,20,-80.64795587338847,-95.64795587338847,100.0
4,-12.5,-10,20,-80.64739088433214,-83.14739088433214,100.0
2,-12.5,-10,20,-80.64685414856562,-83.14685414856562,97.5
2,-12.5,-10,20,-80.64634560733944,-83.14634560733944,95.0
6,-50.0,-10,20,-80.64586527203907,-120.64586527203909,100.0
6,-50.0,-10,20,-80.64541329326316,-120.64541329326318,100.0
5,-25.0,-10,20,-80.6449895645944,-95.6449895645944,100.0
0,-50.0,-10,20,-80.64459408593385,-120.64459408593385,90.0
6,-50.0,-10,20,-80.6442267279524,-120.6442267279524,100.0
2,-12.5,-10,20,-80.64388774992516,-83.14388774992516,97.5
5,-25.0,-10,20,-80.64357699522526,-95.64357699522526,100.0
2,-12.5,-10,20,-80.64329451561139,-83.14329451561139,97.5
6,-50.0,-10,20,-80.6430402643177,-120.6430402643177,100.0
0,-50.0,-10,20,-80.6428142820672,-120.6428142820672,90.0
6,-50.0,-10,20,-80.642616482598,-120.64261648259799,100.0
6,-50.0,-10,20,-80.64244699675434,-120.64244699675436,100.0
5,-25.0,-10,20,-80.64230575881345,-95.64230575881345,100.0
4,-12.5,-10,20,-80.64219276843087,-83.14219276843087,100.0
4,-12.5,-10,20,-80.64210802674117,-83.14210802674117,100.0
1,-25.0,-10,20,-80.6420515317763,-95.6420515317763,95.0
4,-12.5,-10,20,-80.6420232684118,-83.1420232684118,97.5
4,-12.5,-10,20,-80.6420232612873,-83.1420232612873,100.0
3,0.0,-10,20,-80.6420232612873,-70.6420232612873,100.0
6,-50.0,-10,20,-80.6420232612873,-120.6420232612873,100.0
5,-25.0,-10,20,-80.6420232612873,-95.6420232612873,100.0
4,-12.5,-10,20,-80.6420232612873,-83.1420232612873,100.0
5,-25.0,-10,20,-80.6420232612873,-95.6420232612873,100.0
6,-50.0,-10,20,-80.6420232612873,-120.6420232612873,100.0
1,-25.0,-10,20,-80.6420232612873,-95.6420232612873,95.0
0,-50.0,-10,20,-80.64202325603586,-120.64202325603586,85.0
3,0.0,-10,20,-80.64202324143758,-70.64202324143758,85.0
1,-25.0,-10,20,-80.64202322755476,-95.64202322755476,80.0
4,-12.5,-10,20,-80.64202320972592,-83.14202320972592,82.5
1,-25.0,-10,20,-80.64202319460172,-95.64202319460172,77.5
5,-25.0,-10,20,-80.64202317563017,-95.64202317563017,82.5
6,-50.0,-10,20,-80.64202316123256,-120.64202316123254,92.5
1,-25.0,-10,20,-80.64202315543778,-95.64202315543778,87.5
2,-12.5,-10,20,-80.64202314648699,-83.14202314648699,85.0
4,-12.5,-10,20,-80.64202313633835,-83.14202313633835,87.5
