action,reward_inertia,reward_r_eff,reward_I_percentage,reward_weigthed,reward,stringency_index
4,-5.0,-1,0,0.04476540734368183,-5.955234592656319,2.5
3,-0.0,-1,0,0.044765407354145685,-0.9552345926458543,2.5
5,-10.0,-1,0,0.04229242805587278,-10.957707571944127,7.5
3,-0.0,-1,0,0.04229242807047144,-0.9577075719295286,7.5
3,-0.0,-1,0,0.042292428088481764,-0.9577075719115182,7.5
3,-0.0,-1,0,0.04229242811070099,-0.957707571889299,7.5
1,-10.0,-1,0,0.04476540745430078,-10.955234592545699,2.5
6,-20.0,-1,0,0.04063251659987865,-20.959367483400122,12.5
5,-10.0,-1,0,0.03964858998928932,-10.960351410010711,17.5
6,-20.0,-1,0,0.03916036024255322,-20.960839639757445,27.5
3,-0.0,-1,0,0.03916036028588844,-0.9608396397141116,27.5
3,-0.0,-1,0,0.03916036033620787,-0.9608396396637922,27.5
4,-5.0,-1,0,0.03924660162419757,-5.960753398375802,30.0
3,-0.0,-1,0,0.03924660168959432,-0.9607533983104057,30.0
3,-0.0,-1,0,0.03924660176495791,-0.9607533982350421,30.0
5,-10.0,-1,0,0.03954909525914996,-10.96045090474085,35.0
3,-0.0,-1,0,0.03954909535208082,-0.9604509046479192,35.0
3,-0.0,-1,0,0.03954909545756497,-0.960450904542435,35.0
3,-0.0,-1,0,0.03954909557729815,-0.9604509044227019,35.0
3,-0.0,-1,0,0.039549095713205154,-0.9604509042867948,35.0
3,-0.0,-1,0,0.039549095867470775,-0.9604509041325292,35.0
3,-0.0,-1,0,0.039549096042574935,-0.960450903957425,35.0
3,-0.0,-1,0,0.03954909624133256,-0.9604509037586675,35.0
3,-0.0,-1,0,0.03954909646693879,-0.9604509035330612,35.0
3,-0.0,-1,0,0.03954909672302043,-0.9604509032769796,35.0
3,-0.0,-1,0,0.03954909701369411,-0.9604509029863059,35.0
5,-10.0,-1,0,0.039910703016804376,-10.960089296983195,40.0
3,-0.0,-1,0,0.03991070336298014,-0.9600892966370198,40.0
3,-0.0,-1,0,0.039910703750011094,-0.960089296249989,40.0
3,-0.0,-1,0,0.039910704182718956,-0.9600892958172811,40.0
3,-0.0,-1,0,0.03991070466649442,-0.9600892953335056,40.0
3,-0.0,-1,0,0.03991070520736452,-0.9600892947926355,40.0
3,-0.0,-1,0,0.03991070581206728,-0.9600892941879328,40.0
5,-10.0,-1,0,0.04019434160920885,-10.959805658390792,45.0
3,-0.0,-1,0,0.04019434230164691,-0.9598056576983531,45.0
3,-0.0,-1,0,0.040194343064167797,-0.9598056569358322,45.0
3,-0.0,-1,0,0.04019434390386469,-0.9598056560961353,45.0
3,-0.0,-1,0,0.04019434482854873,-0.9598056551714512,45.0
3,-0.0,-1,0,0.04019434584682158,-0.9598056541531784,45.0
3,-0.0,-1,0,0.040194346968155555,-0.9598056530318444,45.0
3,-0.0,-1,0,0.0401943482029816,-0.9598056517970184,45.0
4,-5.0,-1,0,0.04026408978123567,-5.959735910218765,47.5
3,-0.0,-1,0,0.04026409120758909,-0.9597359087924109,47.5
3,-0.0,-1,0,0.04026409276645471,-0.9597359072335453,47.5
5,-10.0,-1,0,0.04017374336515597,-10.959826256634845,52.5
5,-10.0,-1,0,0.03966271609472635,-10.960337283905274,57.5
3,-0.0,-1,0,0.03966271766874736,-0.9603372823312526,57.5
3,-0.0,-1,0,0.03966271933766805,-0.9603372806623319,57.5
3,-0.0,-1,0,0.03966272110720999,-0.96033727889279,57.5
