action,reward_inertia,reward_r_eff,reward_I_percentage,reward_weigthed,reward,stringency_index
2,-12.5,-10,20,-80.67204479390224,-83.17204479390224,93.8
6,-50.0,-10,20,-80.6719999429157,-120.6719999429157,100.0
6,-50.0,-10,20,-80.67199994290165,-120.67199994290166,100.0
2,-12.5,-10,20,-80.67199994289808,-83.17199994289808,97.5
1,-25.0,-10,20,-80.67198731285701,-95.67198731285701,92.5
1,-25.0,-10,20,-80.6719530878599,-95.6719530878599,87.5
0,-50.0,-10,20,-80.67190022248806,-120.67190022248806,77.5
6,-50.0,-10,20,-80.67180857283432,-120.67180857283432,87.5
0,-50.0,-10,20,-80.67171799421777,-120.67171799421777,77.5
3,0.0,-10,20,-80.67162847429238,-70.67162847429238,77.5
2,-12.5,-10,20,-80.67154000067168,-83.17154000067168,75.0
4,-12.5,-10,20,-80.67145256106735,-83.17145256106735,77.5
2,-12.5,-10,20,-80.67136614345378,-83.17136614345378,75.0
0,-50.0,-10,20,-80.67127063627055,-120.67127063627055,65.0
0,-50.0,-10,20,-80.6711332909141,-120.6711332909141,55.0
2,-12.5,-10,20,-80.67094231476781,-83.17094231476781,52.5
5,-25.0,-10,20,-80.67071724920058,-95.67071724920058,57.5
6,-50.0,-10,20,-80.67049393240237,-120.67049393240237,67.5
3,0.0,-10,20,-80.6703117103762,-70.6703117103762,67.5
6,-50.0,-10,20,-80.67012214036596,-120.67012214036595,77.5
3,0.0,-10,20,-80.66998907248913,-70.66998907248913,77.5
4,-12.5,-10,20,-80.66985756026259,-83.16985756026259,80.0
4,-12.5,-10,20,-80.66974112079073,-83.16974112079073,82.5
5,-25.0,-10,20,-80.66964045063705,-95.66964045063705,87.5
3,0.0,-10,20,-80.66956936268967,-70.66956936268967,87.5
4,-12.5,-10,20,-80.66950067500942,-83.16950067500942,90.0
1,-25.0,-10,20,-80.6694460995091,-95.6694460995091,85.0
2,-12.5,-10,20,-80.66937095829684,-83.16937095829684,82.5
0,-50.0,-10,20,-80.66928656225969,-120.66928656225969,72.5
1,-25.0,-10,20,-80.66916021223548,-95.66916021223548,67.5
2,-12.5,-10,20,-80.66900800689909,-83.16900800689909,65.0
0,-50.0,-10,20,-80.66883662303006,-120.66883662303007,55.0
3,0.0,-10,20,-80.66860308952289,-70.66860308952289,55.0
6,-50.0,-10,20,-80.66834438448787,-120.66834438448785,65.0
1,-25.0,-10,20,-80.66812213547897,-95.66812213547897,60.0
1,-25.0,-10,20,-80.66785404919563,-95.66785404919563,55.0
6,-50.0,-10,20,-80.66752741318373,-120.66752741318373,65.0
4,-12.5,-10,20,-80.6672472777432,-83.1672472777432,67.5
4,-12.5,-10,20,-80.66697256397046,-83.16697256397046,70.0
4,-12.5,-10,20,-80.66670753041785,-83.16670753041785,72.5
5,-25.0,-10,20,-80.66645605754785,-95.66645605754785,77.5
1,-25.0,-10,20,-80.66624280091798,-95.66624280091798,72.5
3,0.0,-10,20,-80.66598340964497,-70.66598340964497,72.5
3,0.0,-10,20,-80.66571512334264,-70.66571512334264,72.5
3,0.0,-10,20,-80.66543789947558,-70.66543789947558,72.5
6,-50.0,-10,20,-80.66515169406755,-120.66515169406756,82.5
4,-12.5,-10,20,-80.66494506276506,-83.16494506276506,85.0
6,-50.0,-10,20,-80.66475861048532,-120.66475861048531,95.0
2,-12.5,-10,20,-80.66464838941796,-83.16464838941796,92.5
6,-50.0,-10,20,-80.66451900764602,-120.66451900764602,100.0
3,0.0,-10,20,-80.66443386638451,-70.66443386638451,100.0
6,-50.0,-10,20,-80.66434291492293,-120.66434291492294,100.0
6,-50.0,-10,20,-80.6642461532197,-120.6642461532197,100.0
5,-25.0,-10,20,-80.66414358103493,-95.66414358103493,100.0
3,0.0,-10,20,-80.66403519902286,-70.66403519902286,100.0
2,-12.5,-10,20,-80.66392100695865,-83.16392100695865,97.5
5,-25.0,-10,20,-80.6637939749252,-95.6637939749252,100.0
6,-50.0,-10,20,-80.6636681624278,-120.6636681624278,100.0
5,-25.0,-10,20,-80.6635365398676,-95.6635365398676,100.0
5,-25.0,-10,20,-80.66339910725875,-95.66339910725875,100.0
1,-25.0,-10,20,-80.6632558649205,-95.6632558649205,95.0
0,-50.0,-10,20,-80.66309922417486,-120.66309922417486,85.0
0,-50.0,-10,20,-80.66290428711761,-120.66290428711761,75.0
6,-50.0,-10,20,-80.66267135482242,-120.66267135482241,85.0
6,-50.0,-10,20,-80.66242785015905,-120.66242785015905,95.0
1,-25.0,-10,20,-80.6621734307227,-95.6621734307227,90.0
2,-12.5,-10,20,-80.66188907085427,-83.16188907085427,87.5
1,-25.0,-10,20,-80.66157803603737,-95.66157803603737,82.5
1,-25.0,-10,20,-80.66123782527256,-95.66123782527256,77.5
3,0.0,-10,20,-80.66086834056205,-70.66086834056205,77.5
5,-25.0,-10,20,-80.66047432648031,-95.66047432648031,82.5
5,-25.0,-10,20,-80.66006079371417,-95.66006079371417,87.5
6,-50.0,-10,20,-80.65962779203575,-120.65962779203574,97.5
2,-12.5,-10,20,-80.65917920881846,-83.15917920881846,95.0
4,-12.5,-10,20,-80.65870419812846,-83.15870419812846,97.5
3,0.0,-10,20,-80.65820644216515,-70.65820644216515,97.5
5,-25.0,-10,20,-80.65768408001765,-95.65768408001765,100.0
1,-25.0,-10,20,-80.65713841542635,-95.65713841542635,95.0
1,-25.0,-10,20,-80.6565656215757,-95.6565656215757,90.0
6,-50.0,-10,20,-80.65596609785656,-120.65596609785655,100.0
1,-25.0,-10,20,-80.65534608003732,-95.65534608003732,95.0
1,-25.0,-10,20,-80.65469955015351,-95.65469955015351,90.0
3,0.0,-10,20,-80.65405557982015,-70.65405557982015,90.0
5,-25.0,-10,20,-80.65341583267247,-95.65341583267247,95.0
5,-25.0,-10,20,-80.65278166883978,-95.65278166883978,100.0
6,-50.0,-10,20,-80.6521528400057,-120.6521528400057,100.0
4,-12.5,-10,20,-80.65152800359009,-83.15152800359009,100.0
4,-12.5,-10,20,-80.65090716053204,-83.15090716053204,100.0
4,-12.5,-10,20,-80.65029030999142,-83.15029030999142,100.0
0,-50.0,-10,20,-80.64967745139349,-120.64967745139347,90.0
2,-12.5,-10,20,-80.64906728510088,-83.14906728510088,87.5
0,-50.0,-10,20,-80.64846089528886,-120.64846089528885,77.5
6,-50.0,-10,20,-80.6478573855965,-120.6478573855965,87.5
3,0.0,-10,20,-80.6472590895303,-70.6472590895303,87.5
2,-12.5,-10,20,-80.64666487135466,-83.14666487135466,85.0
1,-25.0,-10,20,-80.64607446854852,-95.64607446854852,80.0
2,-12.5,-10,20,-80.64548763200725,-83.14548763200725,77.5
2,-12.5,-10,20,-80.64490458595914,-83.14490458595914,75.0
1,-25.0,-10,20,-80.64432530828947,-95.64432530828947,70.0
3,0.0,-10,20,-80.6437495133958,-70.6437495133958,70.0
6,-50.0,-10,20,-80.64317763159738,-120.64317763159738,80.0
4,-12.5,-10,20,-80.64261071844689,-83.14261071844689,82.5
5,-25.0,-10,20,-80.64207235375656,-95.64207235375656,87.5
3,0.0,-10,20,-80.64156277275697,-70.64156277275697,87.5
1,-25.0,-10,20,-80.64108151078142,-95.64108151078142,82.5
0,-50.0,-10,20,-80.64062814777887,-120.64062814777887,72.5
1,-25.0,-10,20,-80.64020225444764,-95.64020225444764,67.5
2,-12.5,-10,20,-80.6398041418858,-83.1398041418858,65.0
2,-12.5,-10,20,-80.63943393888151,-83.13943393888151,62.5
2,-12.5,-10,20,-80.63909157560701,-83.13909157560701,60.0
4,-12.5,-10,20,-80.6387769634701,-83.1387769634701,62.5
3,0.0,-10,20,-80.63849057184625,-70.63849057184625,62.5
5,-25.0,-10,20,-80.63823216302929,-95.63823216302929,67.5
2,-12.5,-10,20,-80.63800236554823,-83.13800236554823,65.0
4,-12.5,-10,20,-80.63780032635718,-83.13780032635718,67.5
5,-25.0,-10,20,-80.63762665401319,-95.63762665401319,72.5
4,-12.5,-10,20,-80.63748177784403,-83.13748177784403,75.0
2,-12.5,-10,20,-80.63736545454839,-83.13736545454839,72.5
6,-50.0,-10,20,-80.63727701588883,-120.63727701588883,82.5
2,-12.5,-10,20,-80.6372181965863,-83.1372181965863,80.0
4,-12.5,-10,20,-80.63718737186502,-83.13718737186502,82.5
3,0.0,-10,20,-80.63718518408798,-70.63718518408798,82.5
0,-50.0,-10,20,-80.63718307677762,-120.6371830767776,72.5
5,-25.0,-10,20,-80.63717980430994,-95.63717980430994,77.5
3,0.0,-10,20,-80.637177124133,-70.637177124133,77.5
3,0.0,-10,20,-80.63717447540935,-70.63717447540935,77.5
2,-12.5,-10,20,-80.63717185777732,-83.13717185777732,75.0
6,-50.0,-10,20,-80.63716896495428,-120.6371689649543,85.0
4,-12.5,-10,20,-80.63716727129908,-83.13716727129908,87.5
0,-50.0,-10,20,-80.63716418772498,-120.63716418772498,77.5
2,-12.5,-10,20,-80.6371616908285,-83.1371616908285,75.0
3,0.0,-10,20,-80.63715893142957,-70.63715893142957,75.0
2,-12.5,-10,20,-80.63715616922302,-83.13715616922302,72.5
2,-12.5,-10,20,-80.63715310814715,-83.13715310814715,70.0
