,date,stringency_index,total_cases,total_deaths,total_vaccinations,population,people_fully_vaccinated,gdp_normalized,gdp_normalized_modelled,total_cases_worldometer,total_recovered_worldometer,active_cases_worldometer,N,S,I,R,S_modelled,I_modelled,R_modelled,r_eff_modelled,r_eff_actual,S_modelled_with_lockdown,I_modelled_with_lockdown,R_modelled_with_lockdown,r_eff_modelled_with_lockdown,r_eff_actual_with_lockdown,S_modelled_with_lockdown_with_vaccination,I_modelled_with_lockdown_with_vaccination,R_modelled_with_lockdown_with_vaccination,r_eff_modelled_with_lockdown_with_vaccination,r_eff_actual_with_lockdown_with_vaccination,nu_varying_with_time,S_modelled_with_lockdown_with_vaccination_time_varying_nu,I_modelled_with_lockdown_with_vaccination_time_varying_nu,R_modelled_with_lockdown_with_vaccination_time_varying_nu,r_eff_modelled_with_lockdown_with_vaccination_time_varying_nu,r_eff_actual_with_lockdown_with_vaccination_time_varying_nu,gdp_min_max_normalized,gdp_normalized_modelled_min_max_normalized
11,2020-05-12,81.94,70756.0,2293.0,0.0,1417173120.0,7668.0,85.40004900931449,94.90443225742592,74243,24420.0,47408.0,1417173120.0,1417066789.0,49823.0,32088.0,1417108028.208251,31733.330492593283,24291.46125677616,1.7620008580666726,1.7619495821449518,1417109102.4213183,17985.7912990782,36963.78738316718,4.450424183436451,4.450291298344402,1416656270.6372886,17842.99799828643,489938.3647123515,4.445240538536293,4.446528679425203,0.0,1417107920.2335691,14244.186132683888,41887.580298098634,4.033564039696306,4.033446966421741,-0.05467572539185625,0.5735082226263155
12,2020-05-13,81.94,74281.0,2415.0,0.0,1417173120.0,7668.0,85.53592321140783,94.90443225742592,78055,26400.0,49104.0,1417173120.0,1417060997.0,51655.0,34068.0,1417106680.5534148,32316.14150308825,25056.305082271432,1.761999182422381,1.7619423804999348,1417107810.3207605,17670.294220024098,38571.38502018409,4.450420125600988,4.450273108596819,1416613820.3366597,17522.309002918562,532709.3543366755,4.445107336290174,4.446510505056633,0.0,1417106623.2734187,13760.735857653704,43667.99072367689,4.033560348113083,4.033430480448737,-0.04569523812859503,0.5735082226263155
13,2020-05-14,81.94,78003.0,2549.0,0.0,1417173120.0,7668.0,85.67179741350117,94.90443225742592,81990,27969.0,51372.0,1417173120.0,1417055493.0,54021.0,35637.0,1417105308.1491318,32909.654989097966,25835.195879287927,1.7619974760051735,1.761935536947764,1417106540.8867245,17360.330283960167,40150.7829920155,4.450416138949627,4.450255823311823,1416571394.7721283,17207.345637019338,575449.8822339601,4.444974211661966,4.446493234385948,0.0,1417105370.3335054,13293.69286307406,45387.973631394285,4.033556781826206,4.0334148142202455,-0.03671475086533475,0.5735082226263155
14,2020-05-15,81.94,81970.0,2649.0,0.0,1417173120.0,7668.0,85.8076716155945,94.90443225742592,82103,27977.0,51477.0,1417173120.0,1417055372.0,54126.0,35645.0,1417103910.5409007,33514.067464109095,26628.391635406715,1.7619957382499332,1.7619353864990335,1417105293.7216563,17055.802493141673,41702.47585099555,4.450412222233848,4.450255443311916,1416528993.5225847,16898.00638036303,618160.4710342842,4.444841163330298,4.446492854707323,0.0,1417104159.9198103,12842.500399239645,47049.579790564254,4.033553336583198,4.033414469813697,-0.027734263602074472,0.5735082226263155
15,2020-05-16,81.94,85940.0,2752.0,0.0,1417173120.0,7668.0,85.94354581768783,94.90443225742592,90615,34220.0,53524.0,1417173120.0,1417040617.0,56395.0,41888.0,1417102487.2658255,34129.579070386855,27436.155104549518,1.761993968581105,1.761917040457558,1417104068.4349754,16756.615549671544,43226.94947552122,4.450408374227039,4.450209105306809,1416486616.1743915,16594.191497463667,660841.6341102694,4.4447081899972405,4.446446555879932,0.0,1417102990.588955,12406.620581418,48654.7904637811,4.0335500082757205,4.033372472139027,-0.018753776338814192,0.5735082226263155
16,2020-05-17,81.94,90927.0,2872.0,0.0,1417173120.0,7668.0,86.07942001978117,94.90443225742592,95648,36794.0,55829.0,1417173120.0,1417033010.0,58854.0,44462.0,1417101037.8526828,34756.39354942037,28258.75376821498,1.7619921664127802,1.7619075820815835,1417102864.6429353,16462.67582151756,44724.68124381778,4.450404593724043,4.45018521556063,1416444262.321309,16295.803019553008,703493.8756706604,4.4445752903880775,4.446422686331985,0.0,1417101860.9466681,11985.533818149494,50205.51951379961,4.0335467929352085,4.033350820067782,-0.009773289075553911,0.5735082226263155
17,2020-05-18,81.94,96169.0,3029.0,0.0,1417173120.0,7668.0,86.2152942218745,94.90443225742592,95698,36795.0,55878.0,1417173120.0,1417032959.0,58903.0,44463.0,1417099561.8215702,35394.71839436939,29096.460035827975,1.7619903311482588,1.7619075186693085,1417101681.9685056,16173.891313711942,46196.14018112085,4.450400879540799,4.450185055395381,1416401931.5642967,16002.744698058346,746117.6910045525,4.444442463250685,4.446422526302152,0.0,1417100769.6459076,11578.738112508305,51703.615979957714,4.033543686727529,4.033350674904692,-0.0007928018122936312,0.5735082226263155
18,2020-05-19,81.94,101139.0,3163.0,0.0,1417173120.0,7668.0,86.35116842396783,94.90443225742592,101261,39233.0,58864.0,1417173120.0,1417024958.0,62028.0,46901.0,1417098058.6837506,36044.76491699371,29949.551332739593,1.7619884621798563,1.7618975704024267,1417100520.04125,15890.17163860337,47641.78711171824,4.450397230513953,4.450159928294136,1416359623.511399,15714.92197752301,788713.5666228351,4.444309707355169,4.446397420445293,0.0,1417099715.3853314,11185.748493067413,53150.86617543036,4.033540685948627,4.03332790137741,0.00818768545096665,0.5735082226263155
19,2020-05-20,81.94,106750.0,3303.0,0.0,1417173120.0,7668.0,86.48704262606117,94.90443225742592,106475,42309.0,60864.0,1417173120.0,1417016668.0,64166.0,49977.0,1417096527.9415092,36706.74830956652,30818.31018172789,1.7619865588887245,1.7618872627993203,1417099378.4972572,15611.427999162936,49062.074744071666,4.450393645500645,4.4501338935898085,1416317337.7776313,15432.24196854526,831281.9803995305,4.444177021493508,4.446371407752709,0.0,1417098696.9078114,10806.096460036559,54548.99572854061,4.033537787020294,4.03330430525928,0.01716817271422693,0.5735082226263155
20,2020-05-21,81.94,112359.0,3435.0,0.0,1417173120.0,7668.0,86.62291682815452,94.90443225742592,118226,48553.0,66089.0,1417173120.0,1416998673.0,69673.0,56221.0,1417094969.0880082,37380.88770724542,31703.024284948733,1.7619846206446725,1.7618648882133257,1417098256.9790199,15337.573159598738,50457.447820994996,4.450390123378123,4.450077380380597,1416275073.9848607,15154.613419574269,873823.401719166,4.444044404479183,4.446314942324116,0.0,1417097712.99885,10439.329396443884,55899.67175343756,4.033534986485665,4.033253085458828,0.026148659977488147,0.5735082226263155
21,2020-05-22,81.94,118447.0,3583.0,0.0,1417173120.0,7668.0,86.75879103024785,94.90443225742592,118501,48553.0,66363.0,1417173120.0,1416998398.0,69948.0,56221.0,1417093381.6071296,38067.406256665585,32603.986614125686,1.7619826468059712,1.7618645462843927,1417097155.1352794,15068.52140742499,51828.34331363642,4.450386663043262,4.4500765167444465,1416232831.7616587,14881.946682280852,916338.2916584627,4.443911855146712,4.4463140794181495,2.036094665514339e-08,1417096762.484807,10085.010051605932,57204.50514086659,4.033532281004164,4.0332523027166705,0.03512914724074843,0.5735082226263155
22,2020-05-23,81.94,125101.0,3720.0,0.0,1417173120.0,7668.0,86.89466523234118,94.90443225742592,131423,54385.0,73170.0,1417173120.0,1416979644.0,77038.0,62053.0,1417091764.9732406,38766.53121671053,33521.495543148136,1.7619806367190598,1.761841227974543,1417096072.6209443,14804.188533688839,53175.190522376965,4.450383263412303,4.450017619899458,1416190610.743176,14614.153681888793,958827.1031415798,4.443779372351254,4.446255232369089,4.072189331028678e-08,1417095815.3795707,9742.715993679549,58493.90443581461,4.033529585225269,4.033198922547863,0.04410963450400871,0.5735082226263155
23,2020-05-24,81.94,131868.0,3867.0,0.0,1417173120.0,7668.0,87.03053943443452,94.90443225742592,131920,54441.0,73610.0,1417173120.0,1416979091.0,77479.0,62109.0,1417090118.6510715,39478.494011400224,34455.85491757448,1.761978589718396,1.7618405403865434,1417095009.0969877,14544.491807933431,54498.41120471023,4.450379923420536,4.450015883205672,1416148410.57108,14351.14790212012,1001290.2810173992,4.443646954968418,4.446253497143638,6.108283996543017e-08,1417094870.5878298,9412.039173254218,59769.372995763,4.033526896031358,4.033197348524542,0.05309012176726899,0.5735082226263155
