stringency_index,total_cases,total_deaths,total_vaccinations,population,people_fully_vaccinated,gdp_normalized
81.02,465166.0,27878.0,112.0,215313504.0,1962.0,
77.31,498440.0,28834.0,112.0,215313504.0,1962.0,93.5090380049836
77.31,514849.0,29314.0,112.0,215313504.0,1962.0,
77.31,526447.0,29937.0,112.0,215313504.0,1962.0,
77.31,555383.0,31199.0,112.0,215313504.0,1962.0,
77.31,584016.0,32548.0,112.0,215313504.0,1962.0,
77.31,614941.0,34021.0,112.0,215313504.0,1962.0,
77.31,645771.0,35026.0,112.0,215313504.0,1962.0,
77.31,672846.0,35930.0,112.0,215313504.0,1962.0,
77.31,691758.0,36455.0,112.0,215313504.0,1962.0,
77.31,707412.0,37134.0,112.0,215313504.0,1962.0,
77.31,739503.0,38406.0,112.0,215313504.0,1962.0,
77.31,772416.0,39680.0,112.0,215313504.0,1962.0,
77.31,802828.0,40919.0,112.0,215313504.0,1962.0,
77.31,828810.0,41828.0,112.0,215313504.0,1962.0,
77.31,850514.0,42720.0,112.0,215313504.0,1962.0,
77.31,867624.0,43332.0,112.0,215313504.0,1962.0,
77.31,888271.0,43959.0,112.0,215313504.0,1962.0,
77.31,923189.0,45241.0,112.0,215313504.0,1962.0,
77.31,955377.0,46510.0,112.0,215313504.0,1962.0,
77.31,978142.0,47748.0,112.0,215313504.0,1962.0,
77.31,1032913.0,48954.0,112.0,215313504.0,1962.0,
77.31,1067579.0,49976.0,112.0,215313504.0,1962.0,
77.31,1085038.0,50617.0,112.0,215313504.0,1962.0,
77.31,1106470.0,51271.0,112.0,215313504.0,1962.0,
77.31,1145906.0,52645.0,112.0,215313504.0,1962.0,
77.31,1188631.0,53830.0,112.0,215313504.0,1962.0,
77.31,1228114.0,54971.0,112.0,215313504.0,1962.0,
77.31,1274974.0,55961.0,112.0,215313504.0,1962.0,
77.31,1313667.0,57070.0,112.0,215313504.0,1962.0,
77.31,1344143.0,57622.0,112.0,215313504.0,1962.0,
77.31,1368195.0,58314.0,112.0,215313504.0,1962.0,95.2661167807805
77.31,1402041.0,59594.0,112.0,215313504.0,1962.0,
81.02,1448753.0,60632.0,112.0,215313504.0,1962.0,
81.02,1496858.0,61884.0,112.0,215313504.0,1962.0,
81.02,1539081.0,63174.0,112.0,215313504.0,1962.0,
81.02,1577004.0,64265.0,112.0,215313504.0,1962.0,
81.02,1603055.0,64867.0,112.0,215313504.0,1962.0,
81.02,1623284.0,65487.0,112.0,215313504.0,1962.0,
81.02,1668589.0,66741.0,112.0,215313504.0,1962.0,
81.02,1713160.0,67964.0,112.0,215313504.0,1962.0,
81.02,1755779.0,69184.0,112.0,215313504.0,1962.0,
81.02,1800827.0,70398.0,112.0,215313504.0,1962.0,
81.02,1839850.0,71469.0,112.0,215313504.0,1962.0,
81.02,1864681.0,72100.0,112.0,215313504.0,1962.0,
81.02,1884967.0,72833.0,112.0,215313504.0,1962.0,
81.02,1926824.0,74133.0,112.0,215313504.0,1962.0,
81.02,1966748.0,75366.0,112.0,215313504.0,1962.0,
81.02,2012151.0,76688.0,112.0,215313504.0,1962.0,
81.02,2046328.0,77851.0,112.0,215313504.0,1962.0,
81.02,2074860.0,78772.0,112.0,215313504.0,1962.0,
81.02,2098389.0,79488.0,112.0,215313504.0,1962.0,
81.02,2118646.0,80120.0,112.0,215313504.0,1962.0,
81.02,2159654.0,81487.0,112.0,215313504.0,1962.0,
81.02,2227514.0,82771.0,112.0,215313504.0,1962.0,
81.02,2287475.0,84082.0,112.0,215313504.0,1962.0,
81.02,2343366.0,85238.0,112.0,215313504.0,1962.0,
81.02,2394513.0,86449.0,112.0,215313504.0,1962.0,
81.02,2419091.0,87004.0,112.0,215313504.0,1962.0,
72.69,2442375.0,87618.0,112.0,215313504.0,1962.0,
72.69,2483191.0,88539.0,112.0,215313504.0,1962.0,
72.69,2552265.0,90134.0,112.0,215313504.0,1962.0,
72.69,2610102.0,91263.0,112.0,215313504.0,1962.0,97.0044587084607
72.69,2662485.0,92475.0,112.0,215313504.0,1962.0,
72.69,2707877.0,93563.0,112.0,215313504.0,1962.0,
72.69,2733677.0,94104.0,112.0,215313504.0,1962.0,
72.69,2750318.0,94665.0,112.0,215313504.0,1962.0,
72.69,2801921.0,95819.0,112.0,215313504.0,1962.0,
72.69,2859073.0,97256.0,112.0,215313504.0,1962.0,
72.69,2912212.0,98493.0,112.0,215313504.0,1962.0,
72.69,2962442.0,99572.0,112.0,215313504.0,1962.0,
72.69,3012412.0,100477.0,112.0,215313504.0,1962.0,
72.69,3035422.0,101049.0,112.0,215313504.0,1962.0,
72.69,3057470.0,101752.0,112.0,215313504.0,1962.0,
72.69,3109630.0,103026.0,112.0,215313504.0,1962.0,
72.69,3164785.0,104201.0,112.0,215313504.0,1962.0,
69.91,3224876.0,105463.0,112.0,215313504.0,1962.0,
69.91,3275520.0,106523.0,112.0,215313504.0,1962.0,
69.91,3317096.0,107232.0,112.0,215313504.0,1962.0,
69.91,3340197.0,107852.0,112.0,215313504.0,1962.0,
69.91,3359570.0,108536.0,112.0,215313504.0,1962.0,
69.91,3407354.0,109888.0,112.0,215313504.0,1962.0,
69.91,3456652.0,111100.0,112.0,215313504.0,1962.0,
69.91,3501975.0,112304.0,112.0,215313504.0,1962.0,
69.91,3532330.0,113358.0,112.0,215313504.0,1962.0,
73.61,3582362.0,114250.0,112.0,215313504.0,1962.0,
73.61,3605783.0,114744.0,112.0,215313504.0,1962.0,
73.61,3622861.0,115309.0,112.0,215313504.0,1962.0,
73.61,3669995.0,116580.0,112.0,215313504.0,1962.0,
73.61,3717156.0,117665.0,112.0,215313504.0,1962.0,
73.61,3761391.0,118649.0,112.0,215313504.0,1962.0,
73.61,3804803.0,119504.0,112.0,215313504.0,1962.0,
69.91,3846153.0,120462.0,112.0,215313504.0,1962.0,
69.91,3862311.0,120828.0,112.0,215313504.0,1962.0,97.8188850936381
69.91,3908272.0,121381.0,112.0,215313504.0,1962.0,
69.91,3950931.0,122596.0,112.0,215313504.0,1962.0,
69.91,3997865.0,123780.0,112.0,215313504.0,1962.0,
69.91,4041638.0,124614.0,112.0,215313504.0,1962.0,
69.91,4092832.0,125521.0,112.0,215313504.0,1962.0,
69.91,4123000.0,126203.0,112.0,215313504.0,1962.0,
69.91,4137521.0,126650.0,112.0,215313504.0,1962.0,
69.91,4147794.0,126960.0,112.0,215313504.0,1962.0,
69.91,4162073.0,127464.0,112.0,215313504.0,1962.0,
69.91,4197889.0,128539.0,112.0,215313504.0,1962.0,
69.91,4238446.0,129522.0,112.0,215313504.0,1962.0,
69.91,4282164.0,130396.0,112.0,215313504.0,1962.0,
69.91,4315687.0,131210.0,112.0,215313504.0,1962.0,
69.91,4330455.0,131625.0,112.0,215313504.0,1962.0,
69.91,4345610.0,132006.0,112.0,215313504.0,1962.0,
69.91,4382263.0,133119.0,112.0,215313504.0,1962.0,
69.91,4419083.0,134106.0,112.0,215313504.0,1962.0,
69.91,4455386.0,134935.0,112.0,215313504.0,1962.0,
69.91,4495183.0,135793.0,112.0,215313504.0,1962.0,
69.91,4528240.0,136532.0,112.0,215313504.0,1962.0,
69.91,4544629.0,136895.0,112.0,215313504.0,1962.0,
67.13,4558068.0,137272.0,112.0,215313504.0,1962.0,
67.13,4591604.0,138108.0,112.0,215313504.0,1962.0,
67.13,4624885.0,138977.0,112.0,215313504.0,1962.0,
67.13,4657702.0,139808.0,112.0,215313504.0,1962.0,
67.13,4689613.0,140537.0,112.0,215313504.0,1962.0,
67.13,4717991.0,141406.0,112.0,215313504.0,1962.0,
67.13,4732309.0,141741.0,112.0,215313504.0,1962.0,
67.13,4745464.0,142058.0,112.0,215313504.0,1962.0,
67.13,4777522.0,142921.0,112.0,215313504.0,1962.0,98.6056074373722
67.13,4810935.0,143952.0,112.0,215313504.0,1962.0,
67.13,4847092.0,144680.0,112.0,215313504.0,1962.0,
67.13,4880523.0,145388.0,112.0,215313504.0,1962.0,
67.13,4906833.0,145987.0,112.0,215313504.0,1962.0,
67.13,4915289.0,146352.0,112.0,215313504.0,1962.0,
67.13,4927235.0,146675.0,112.0,215313504.0,1962.0,
63.43,4969141.0,147494.0,112.0,215313504.0,1962.0,
63.43,5000694.0,148228.0,112.0,215313504.0,1962.0,
63.43,5028444.0,148957.0,112.0,215313504.0,1962.0,
63.43,5055888.0,149639.0,112.0,215313504.0,1962.0,
63.43,5082637.0,150198.0,112.0,215313504.0,1962.0,
63.43,5094979.0,150488.0,112.0,215313504.0,1962.0,
63.43,5103408.0,150689.0,112.0,215313504.0,1962.0,
63.43,5113628.0,150998.0,112.0,215313504.0,1962.0,
63.43,5140863.0,151747.0,112.0,215313504.0,1962.0,
63.43,5169386.0,152460.0,112.0,215313504.0,1962.0,
63.43,5200300.0,153214.0,112.0,215313504.0,1962.0,
63.43,5224362.0,153675.0,112.0,215313504.0,1962.0,
63.43,5235344.0,153905.0,112.0,215313504.0,1962.0,
63.43,5250727.0,154176.0,112.0,215313504.0,1962.0,
63.43,5273954.0,154837.0,112.0,215313504.0,1962.0,
57.87,5298772.0,155403.0,112.0,215313504.0,1962.0,
57.87,5323630.0,155900.0,112.0,215313504.0,1962.0,
57.87,5353656.0,156471.0,112.0,215313504.0,1962.0,
57.87,5380635.0,156903.0,112.0,215313504.0,1962.0,
57.87,5394128.0,157134.0,112.0,215313504.0,1962.0,
57.87,5409854.0,157397.0,112.0,215313504.0,1962.0,
57.87,5439641.0,157946.0,112.0,215313504.0,1962.0,
57.87,5468270.0,158456.0,112.0,215313504.0,1962.0,
57.87,5494376.0,158969.0,112.0,215313504.0,1962.0,
57.87,5516658.0,159477.0,112.0,215313504.0,1962.0,99.3537169678082
57.87,5535605.0,159884.0,112.0,215313504.0,1962.0,
57.87,5545705.0,160074.0,112.0,215313504.0,1962.0,
57.87,5554206.0,160253.0,112.0,215313504.0,1962.0,
57.87,5566049.0,160496.0,112.0,215313504.0,1962.0,
57.87,5590025.0,161106.0,112.0,215313504.0,1962.0,
57.87,5612319.0,161736.0,112.0,215313504.0,1962.0,
57.87,5631181.0,162015.0,112.0,215313504.0,1962.0,
57.87,5653561.0,162269.0,112.0,215313504.0,1962.0,
57.87,5664115.0,162397.0,112.0,215313504.0,1962.0,
57.87,5675032.0,162628.0,112.0,215313504.0,1962.0,
57.87,5700044.0,162829.0,112.0,215313504.0,1962.0,
57.87,5748375.0,163373.0,112.0,215313504.0,1962.0,
57.87,5781582.0,164281.0,112.0,215313504.0,1962.0,
57.87,5810652.0,164737.0,112.0,215313504.0,1962.0,
57.87,5848959.0,165658.0,112.0,215313504.0,1962.0,
57.87,5863093.0,165798.0,112.0,215313504.0,1962.0,
57.87,5876464.0,166014.0,112.0,215313504.0,1962.0,
57.87,5911758.0,166699.0,112.0,215313504.0,1962.0,
57.87,5945849.0,167455.0,112.0,215313504.0,1962.0,
57.87,5981767.0,168061.0,112.0,215313504.0,1962.0,
57.87,6020164.0,168613.0,112.0,215313504.0,1962.0,
57.87,6052786.0,168989.0,112.0,215313504.0,1962.0,
57.87,6071401.0,169183.0,112.0,215313504.0,1962.0,
57.87,6087608.0,169485.0,112.0,215313504.0,1962.0,
57.87,6118708.0,170115.0,112.0,215313504.0,1962.0,
57.87,6166606.0,170769.0,112.0,215313504.0,1962.0,
57.87,6204220.0,171460.0,112.0,215313504.0,1962.0,
57.87,6238350.0,171974.0,112.0,215313504.0,1962.0,
60.65,6290272.0,172561.0,112.0,215313504.0,1962.0,
60.65,6314740.0,172833.0,112.0,215313504.0,1962.0,99.4762565109978
60.65,6335878.0,173120.0,112.0,215313504.0,1962.0,
63.43,6386787.0,173817.0,112.0,215313504.0,1962.0,
63.43,6436650.0,174515.0,112.0,215313504.0,1962.0,
63.43,6487084.0,175270.0,112.0,215313504.0,1962.0,
63.43,6533968.0,175964.0,112.0,215313504.0,1962.0,
63.43,6577177.0,176628.0,112.0,215313504.0,1962.0,
63.43,6603540.0,176941.0,112.0,215313504.0,1962.0,
60.65,6623911.0,177317.0,112.0,215313504.0,1962.0,
60.65,6674999.0,178159.0,112.0,215313504.0,1962.0,
64.35,6728452.0,178995.0,112.0,215313504.0,1962.0,
64.35,6781799.0,179765.0,112.0,215313504.0,1962.0,
64.35,6836227.0,180437.0,112.0,215313504.0,1962.0,
64.35,6880127.0,181123.0,112.0,215313504.0,1962.0,
67.13,6901952.0,181402.0,112.0,215313504.0,1962.0,
64.35,6927145.0,181835.0,112.0,215313504.0,1962.0,
61.57,6970034.0,182799.0,112.0,215313504.0,1962.0,
61.57,7040608.0,183735.0,112.0,215313504.0,1962.0,
64.35,7110434.0,184827.0,112.0,215313504.0,1962.0,
64.35,7162978.0,185650.0,112.0,215313504.0,1962.0,
64.35,7213155.0,186356.0,112.0,215313504.0,1962.0,
64.35,7238600.0,186764.0,112.0,215313504.0,1962.0,
64.35,7263619.0,187291.0,112.0,215313504.0,1962.0,
64.35,7318821.0,188259.0,112.0,215313504.0,1962.0,
64.35,7365517.0,189220.0,112.0,215313504.0,1962.0,
64.35,7425593.0,190006.0,112.0,215313504.0,1962.0,
64.35,7448560.0,190488.0,112.0,215313504.0,1962.0,
64.35,7465806.0,190795.0,112.0,215313504.0,1962.0,
64.35,7484285.0,191139.0,112.0,215313504.0,1962.0,
64.35,7504833.0,191570.0,112.0,215313504.0,1962.0,
64.35,7563551.0,192681.0,112.0,215313504.0,1962.0,
64.35,7619200.0,193875.0,112.0,215313504.0,1962.0,99.515223007995
64.35,7675973.0,194949.0,112.0,215313504.0,1962.0,
64.35,7700578.0,195411.0,112.0,215313504.0,1962.0,
64.35,7716405.0,195725.0,112.0,215313504.0,1962.0,
64.35,7733746.0,196018.0,112.0,215313504.0,1962.0,
64.35,7753752.0,196561.0,112.0,215313504.0,1962.0,
61.57,7810400.0,197732.0,112.0,215313504.0,1962.0,
61.57,7873830.0,198974.0,112.0,215313504.0,1962.0,
61.57,7961673.0,200498.0,112.0,215313504.0,1962.0,
61.57,8013708.0,201460.0,112.0,215313504.0,1962.0,
61.57,8075998.0,202631.0,112.0,215313504.0,1962.0,
61.57,8105790.0,203100.0,112.0,215313504.0,1962.0,
64.35,8131612.0,203580.0,112.0,215313504.0,1962.0,
72.69,8195637.0,204690.0,112.0,215313504.0,1962.0,
72.69,8256536.0,205964.0,112.0,215313504.0,1962.0,
72.69,8324294.0,207095.0,112.0,215313504.0,1962.0,
72.69,8393492.0,208246.0,112.0,215313504.0,1962.0,
72.69,8455059.0,209296.0,1109.0,215313504.0,1962.0,
72.69,8488099.0,209847.0,13527.0,215313504.0,1962.0,
72.69,8511770.0,210299.0,105824.0,215313504.0,1962.0,
72.69,8573864.0,211491.0,193699.0,215313504.0,1962.0,
72.69,8638249.0,212831.0,462269.0,215313504.0,1962.0,
72.69,8697368.0,214147.0,573268.0,215313504.0,1962.0,
72.69,8753920.0,215243.0,613954.0,215313504.0,1962.0,
72.69,8816254.0,216445.0,801759.0,215313504.0,1962.0,
69.91,8844577.0,217037.0,1045746.0,215313504.0,1962.0,
69.91,8871393.0,217664.0,1327546.0,215313504.0,1962.0,
69.91,8933356.0,218878.0,1563098.0,215313504.0,1962.0,
69.91,8996876.0,220161.0,1923813.0,215313504.0,1962.0,
69.91,9058687.0,221547.0,2046523.0,215313504.0,1962.0,
69.91,9118513.0,222666.0,2084119.0,215313504.0,1962.0,
69.91,9176975.0,223945.0,2292551.0,215313504.0,1962.0,99.4337149633539
69.91,9204731.0,224504.0,2521704.0,215313504.0,1962.0,
69.91,9229322.0,225099.0,2802134.0,215313504.0,1962.0,
69.91,9283418.0,226309.0,3074906.0,215313504.0,1962.0,
69.91,9339420.0,227563.0,3401383.0,215313504.0,1962.0,
69.91,9396293.0,228795.0,3553681.0,215313504.0,19677.0,
69.91,9447165.0,230034.0,3605538.0,215313504.0,25688.0,
69.91,9497795.0,231012.0,3820207.0,215313504.0,33616.0,
69.91,9524640.0,231534.0,4120332.0,215313504.0,50655.0,
69.91,9548079.0,232170.0,4406835.0,215313504.0,80760.0,
69.91,9599565.0,233520.0,4696136.0,215313504.0,109866.0,
69.91,9659167.0,234850.0,5125206.0,215313504.0,178468.0,
69.91,9713909.0,236201.0,5236943.0,215313504.0,194230.0,
69.91,9765455.0,237489.0,5293979.0,215313504.0,217869.0,
73.61,9809754.0,238532.0,5609937.0,215313504.0,285620.0,
73.61,9834513.0,239245.0,5883539.0,215313504.0,557532.0,
73.61,9866710.0,239773.0,6206680.0,215313504.0,723755.0,
73.61,9921981.0,240940.0,6535156.0,215313504.0,894673.0,
73.61,9978747.0,242090.0,6813168.0,215313504.0,1056807.0,
73.61,10030626.0,243457.0,6950802.0,215313504.0,1132894.0,
73.61,10081676.0,244765.0,7028356.0,215313504.0,1171276.0,
73.61,10139148.0,245977.0,7297061.0,215313504.0,1294188.0,
73.61,10168174.0,246504.0,7551676.0,215313504.0,1435594.0,
73.61,10195160.0,247143.0,7799000.0,215313504.0,1596945.0,
73.61,10257875.0,248529.0,8101787.0,215313504.0,1755018.0,
76.39,10324463.0,249957.0,8322042.0,215313504.0,1884206.0,
70.83,10390461.0,251498.0,8433568.0,215313504.0,1914940.0,
70.83,10455630.0,252835.0,8465403.0,215313504.0,1923197.0,
67.13,10517232.0,254221.0,8841027.0,215313504.0,2034734.0,99.3556839382174
67.13,10551259.0,254942.0,9277322.0,215313504.0,2163103.0,
67.13,10587001.0,255720.0,9739676.0,215313504.0,2321824.0,
67.13,10646926.0,257361.0,10169160.0,215313504.0,2468014.0,
67.13,10718630.0,259271.0,10576542.0,215313504.0,2617603.0,
67.13,10793732.0,260970.0,10830688.0,215313504.0,2688684.0,
67.13,10869227.0,262770.0,10948409.0,215313504.0,2720738.0,
67.13,10938836.0,264325.0,11357494.0,215313504.0,2852528.0,
67.13,11019344.0,265411.0,11756131.0,215313504.0,2991584.0,
67.13,11051665.0,266398.0,12181103.0,215313504.0,3167810.0,
67.13,11122429.0,268370.0,12613179.0,215313504.0,3314668.0,
67.13,11202305.0,270656.0,13017720.0,215313504.0,3470065.0,
67.13,11277717.0,272889.0,13223729.0,215313504.0,3553762.0,
67.13,11363380.0,275105.0,13286664.0,215313504.0,3568455.0,
67.13,11439558.0,277102.0,13763573.0,215313504.0,3675786.0,
67.13,11483370.0,278229.0,14198794.0,215313504.0,3796406.0,
70.83,11519609.0,279286.0,14648691.0,215313504.0,3923217.0,
70.83,11603535.0,282127.0,15087602.0,215313504.0,4031855.0,
70.83,11693838.0,284775.0,15623349.0,215313504.0,4113848.0,
70.83,11780820.0,287499.0,15883688.0,215313504.0,4143856.0,
70.83,11871390.0,290314.0,15980363.0,215313504.0,4161881.0,
70.83,11950459.0,292752.0,16567102.0,215313504.0,4252255.0,
70.83,11998233.0,294042.0,17157631.0,215313504.0,4339819.0,
70.83,12047526.0,295425.0,17886781.0,215313504.0,4450408.0,
70.83,12130019.0,298676.0,18655345.0,215313504.0,4552411.0,
70.83,12220011.0,300685.0,19577786.0,215313504.0,4648917.0,
70.83,12320169.0,303462.0,19962072.0,215313504.0,4679944.0,
70.83,12404414.0,307112.0,20216938.0,215313504.0,4702964.0,
70.83,12490362.0,310550.0,21160763.0,215313504.0,4825484.0,
70.83,12534688.0,312206.0,21950245.0,215313504.0,4955061.0,
70.83,12573615.0,313866.0,22839287.0,215313504.0,5093555.0,
70.83,12658109.0,317646.0,23880805.0,215313504.0,5241777.0,99.2839756665208
70.83,12748747.0,321515.0,24181208.0,215313504.0,5280371.0,
70.83,12839844.0,325284.0,24575470.0,215313504.0,5353128.0,
70.83,12910082.0,328206.0,24910668.0,215313504.0,5400335.0,
70.83,12953597.0,330193.0,25658532.0,215313504.0,5602236.0,
70.83,12984956.0,331433.0,26736003.0,215313504.0,5885883.0,
70.83,13013601.0,332752.0,27644079.0,215313504.0,6105595.0,
70.83,13100580.0,336947.0,28653848.0,215313504.0,6407236.0,
70.83,13193205.0,340776.0,29544578.0,215313504.0,6851273.0,
70.83,13279857.0,345025.0,30084664.0,215313504.0,6987492.0,
70.83,13373174.0,348718.0,30356896.0,215313504.0,7056000.0,
70.83,13445006.0,351334.0,31316420.0,215313504.0,7405905.0,
70.83,13482023.0,353137.0,32217205.0,215313504.0,7744067.0,
70.83,13517808.0,354617.0,33148388.0,215313504.0,8152008.0,
70.83,13599994.0,358425.0,34050325.0,215313504.0,8572131.0,
70.83,13673507.0,361884.0,34993448.0,215313504.0,9183144.0,
70.83,13746681.0,365444.0,35603882.0,215313504.0,9518727.0,
70.83,13832455.0,368749.0,35817144.0,215313504.0,9606862.0,
63.43,13900091.0,371678.0,36910479.0,215313504.0,10203252.0,
60.65,13943071.0,373335.0,37909705.0,215313504.0,10725632.0,
60.65,13973695.0,374682.0,38467754.0,215313504.0,10949701.0,
60.65,14043076.0,378003.0,39291064.0,215313504.0,11404050.0,
60.65,14122795.0,381475.0,41073104.0,215313504.0,12289199.0,
60.65,14167973.0,383502.0,41494939.0,215313504.0,12513937.0,
60.65,14237078.0,386416.0,41626753.0,215313504.0,12585256.0,
60.65,14308215.0,389492.0,42787199.0,215313504.0,13185252.0,
60.65,14340787.0,390797.0,44287510.0,215313504.0,14011587.0,
60.65,14369423.0,391936.0,45379804.0,215313504.0,14631130.0,
60.65,14441563.0,395022.0,46426188.0,215313504.0,15182494.0,
60.65,14521289.0,398185.0,47399150.0,215313504.0,15702358.0,
60.65,14590678.0,401186.0,47663526.0,215313504.0,15832646.0,99.2292113868032
60.65,14659011.0,403781.0,47755613.0,215313504.0,15871209.0,
56.94,14725975.0,406437.0,48643324.0,215313504.0,16298014.0,
56.94,14754910.0,407639.0,49626137.0,215313504.0,16729966.0,
56.94,14779529.0,408622.0,50576224.0,215313504.0,17085829.0,
56.94,14856888.0,411588.0,51624587.0,215313504.0,17353395.0,
56.94,14930183.0,414399.0,52647815.0,215313504.0,17639265.0,
56.94,15003563.0,416949.0,52972460.0,215313504.0,17719071.0,
56.94,15082449.0,419114.0,53064124.0,215313504.0,17746066.0,
56.94,15145879.0,421316.0,54008862.0,215313504.0,18082643.0,
56.94,15184790.0,422340.0,54912939.0,215313504.0,18389432.0,
56.94,15209990.0,423229.0,55907165.0,215313504.0,18673182.0,
56.94,15282705.0,425540.0,56583962.0,215313504.0,18815471.0,
56.94,15359397.0,428034.0,57313642.0,215313504.0,18993135.0,
