,date,stringency_index,total_cases,total_deaths,total_vaccinations,population,people_fully_vaccinated,gdp_normalized,gdp_normalized_modelled,total_cases_worldometer,total_recovered_worldometer,N,S,I,R,S_modelled,I_modelled,R_modelled,r_eff_modelled,r_eff_actual,S_modelled_with_lockdown,I_modelled_with_lockdown,R_modelled_with_lockdown,r_eff_modelled_with_lockdown,r_eff_actual_with_lockdown,S_modelled_with_lockdown_with_vaccination,I_modelled_with_lockdown_with_vaccination,R_modelled_with_lockdown_with_vaccination,r_eff_modelled_with_lockdown_with_vaccination,r_eff_actual_with_lockdown_with_vaccination,nu_varying_with_time,S_modelled_with_lockdown_with_vaccination_time_varying_nu,I_modelled_with_lockdown_with_vaccination_time_varying_nu,R_modelled_with_lockdown_with_vaccination_time_varying_nu,r_eff_modelled_with_lockdown_with_vaccination_time_varying_nu,r_eff_actual_with_lockdown_with_vaccination_time_varying_nu,gdp_min_max_normalized,gdp_normalized_modelled_min_max_normalized
169,2020-10-17,61.57,7432680.0,112998.0,0.0,1417173120.0,7668.0,98.66804001194264,98.9062430387334,7432680,6524595.0,1417173120.0,1403208177.0,908085.0,6532263.0,1415881571.657337,561829.5023244058,720651.8403392243,1.7604759090493245,1.7447180897325578,1417069046.9093413,831.8609235365673,94173.22973626971,1.7102496710070714,1.693521094333955,1410130697.3220043,743.562228251895,7032611.115768025,1.7004369336964205,1.6920892612060936,6.249999999997414e-06,1416045088.176984,92.45211842431613,1118871.3708951115,1.5608787817865923,1.5467289058771825,0.8222606052171478,0.838004427187819
170,2020-10-18,61.57,7494551.0,114031.0,0.0,1417173120.0,7668.0,98.66636259640812,98.9062430387334,7492727,6594399.0,1417173120.0,1403078326.0,898328.0,6602067.0,1415857733.093009,572126.9753448942,734192.9316465493,1.7604462687043652,1.744556635863928,1417068914.421201,886.8819263624063,94250.69687390499,1.7102495111081597,1.6933643781665146,1410089621.9322605,793.0356474450573,7073637.0320925545,1.7003874020395895,1.691932677538568,6.249999999997414e-06,1416036220.9643493,98.54588656815814,1127732.4897617775,1.5608690076316796,1.5465857736617004,0.8221497378956781,0.838004427187819
171,2020-10-19,61.57,7550273.0,114610.0,0.0,1417173120.0,7668.0,98.66468518087363,98.9062430387334,7550273,6663608.0,1417173120.0,1402951571.0,886665.0,6671276.0,1415833458.025362,582612.7690928902,747982.205545532,1.7604160856208089,1.7443990314933941,1417068773.170036,945.5421178635457,94333.28784739193,1.7102493406332213,1.6932113985375252,1410048539.7481577,845.7969607313948,7114666.45488206,1.7003378621896323,1.6917798272503355,6.249999999997414e-06,1416027352.689478,105.04119445021466,1136594.2693250147,1.5608592323058845,1.546446054106414,0.8220388705742104,0.838004427187819
172,2020-10-20,61.57,7597063.0,115197.0,0.0,1417173120.0,7668.0,98.66300776533912,98.9062430387334,7597063,6733328.0,1417173120.0,1402835061.0,863735.0,6740996.0,1415808738.4871876,593290.3121826054,762024.2006301595,1.760385349892405,1.7442541655298354,1417068622.5762408,1008.0822009816754,94421.3415597184,1.7102491588827349,1.693070783519786,1410007450.2393425,902.0644165444814,7155699.696241594,1.7002883135070106,1.6916393311193592,6.249999999997414e-06,1416018483.2787383,111.96449351348855,1145456.7567657165,1.5608494557280437,1.5463176274140829,0.8219280032527407,0.838004427187819
173,2020-10-21,61.57,7651107.0,115914.0,0.0,1417173120.0,7668.0,98.66133034980464,98.9062430387334,7705158,6871898.0,1417173120.0,1402588396.0,833260.0,6879566.0,1415783566.366822,604163.095072833,776323.5381057019,1.7603540514332892,1.7439474677107532,1417068462.021882,1074.758795057577,94515.21932407426,1.710248965110921,1.6927730854393577,1409966352.840277,962.0707331710365,7196737.0889903065,1.700238755309758,1.6913418847358097,6.249999999997414e-06,1416009612.6536489,119.34397668749278,1154320.0023718898,1.560839677811649,1.5460457334130204,0.8218171359312738,0.838004427187819
174,2020-10-22,61.57,7706946.0,116616.0,0.0,1417173120.0,7668.0,98.65965293427011,98.9062430387334,7708947,6874518.0,1417173120.0,1402581987.0,834429.0,6882186.0,1415757933.4055686,615234.6711584681,790884.9232734642,1.7603221799747804,1.7439394989015486,1417068290.8481555,1145.845493083431,94615.30635250575,1.7102487585226747,1.6927653504668345,1409925246.9479055,1026.064058317612,7237778.988036695,1.7001891868706667,1.691334156303028,6.249999999997414e-06,1416000740.7305593,127.2096936590857,1163184.0597443772,1.5608298984644944,1.5460386688977759,0.8217062686098032,0.838004427187819
175,2020-10-23,61.57,7761312.0,117306.0,0.0,1417173120.0,7668.0,98.65797551873564,98.9062430387334,7763067,6948497.0,1417173120.0,1402453888.0,814570.0,6956165.0,1415731831.1950798,626508.6578799667,805713.1470407451,1.7602897250621252,1.743780223431066,1417068108.3526783,1221.6339850495976,94722.0133376407,1.710248538270295,1.6926107487746416,1409884131.919166,1094.308991056358,7278825.771843381,1.7001396074142865,1.6911796853230092,6.249999999997414e-06,1415991867.420308,135.59367350770557,1172048.9860157254,1.560820117588298,1.5458974678775983,0.8215954012883364,0.838004427187819
176,2020-10-24,61.57,7814682.0,117956.0,0.0,1417173120.0,7668.0,98.65629810320112,98.9062430387334,7814682,7016046.0,1417173120.0,1402334724.0,798636.0,7023714.0,1415705251.174693,637988.737850963,820813.087456324,1.7602566760511842,1.7436320575424595,1417067913.7865822,1302.4352656541434,94835.77815320928,1.7102483034499785,1.6924669306648323,1409843007.0683517,1167.0876667239781,7319877.843982237,1.7000900161137422,1.6910359888081035,6.249999999997414e-06,1415982992.627859,144.53005525152545,1180914.8420831778,1.560810335078305,1.5457661157330191,0.8214845339668667,0.838004427187819
177,2020-10-25,61.57,7864811.0,118534.0,0.0,1417173120.0,7668.0,98.65462068766662,98.9062430387334,7866740,7078123.0,1417173120.0,1402220589.0,788617.0,7085791.0,1415678184.628706,649678.6600109817,836189.7112836859,1.7602230221050452,1.7434901446015036,1417067706.3515694,1388.5808565863679,94957.06757508739,1.7102480530982662,1.6923291820162212,1409801871.664277,1244.7009207567787,7360935.634802778,1.7000404120873183,1.690898356622806,6.249999999997414e-06,1415974116.2519338,154.05521970496133,1189781.692844009,1.5608005508228762,1.5456403069566982,0.821373666645398,0.838004427187819
178,2020-10-26,61.57,7909959.0,119014.0,0.0,1417173120.0,7668.0,98.65294327213212,98.9062430387334,7909959,7137228.0,1417173120.0,1402118265.0,772731.0,7144896.0,1415650622.6831074,661582.2409758016,851848.0759172388,1.7601887521899588,1.7433629171973735,1417067485.1964707,1480.4242361103418,95086.37929425367,1.7102477861878884,1.6922056879721463,1409760724.9272678,1327.4695262359942,7401999.6032063635,1.6999907943948274,1.6907749669901047,6.249999999997414e-06,1415965238.1845627,164.20795106496442,1198649.6074839327,1.5607907647030004,1.545527517214478,0.8212627993239293,0.838004427187819
179,2020-10-27,58.8,7946429.0,119502.0,0.0,1417173120.0,7668.0,98.6512658565976,99.10301730561274,7946429,7201070.0,1417173120.0,1402017953.0,745359.0,7208738.0,1415622556.3032908,673703.3660376517,867793.3306721541,1.7601538550724949,1.7432381914696549,1417067249.4137008,1578.3423113102897,95224.24398948392,1.8335206106398045,1.8140485671206528,1409719566.0258937,1415.7355434515605,7443070.238563294,1.8224713993179096,1.8125148307871386,6.249999999997414e-06,1415956358.3106563,175.02959070524435,1207518.6597511964,1.67328067227642,1.656809215319581,0.8211519320024596,0.8510100512888052
180,2020-10-28,58.8,7990322.0,120010.0,0.0,1417173120.0,7668.0,98.6495884410631,99.10301730561274,7988853,7257194.0,1417173120.0,1401919405.0,731659.0,7264862.0,1415593976.291282,686045.990340801,884030.7183776862,1.760118319316095,1.7431156590606185,1417066978.3973923,1701.5465937974946,95372.05601619423,1.8335202599761449,1.813921057442328,1409678376.1947496,1526.9740890312446,7484148.831161878,1.8224181495148906,1.8123874289153137,6.249999999997414e-06,1415947473.9699829,188.96815274306607,1216389.061862728,1.6732701733684219,1.6566927580130235,0.8210410646809909,0.8510100512888052
181,2020-10-29,58.8,8040203.0,120527.0,0.0,1417173120.0,7668.0,98.6479110255286,99.10301730561274,8041051,7315989.0,1417173120.0,1401808412.0,725062.0,7323657.0,1415564873.282668,698614.1401696912,900565.5771626987,1.7600821332772543,1.7429776528131438,1417066686.2257318,1834.3681247973718,95531.40614539664,1.8335198819399143,1.8137774453778894,1409637168.2009962,1646.9449099990504,7525236.854094177,1.8223648762314313,1.8122439382715718,6.666666666664082e-06,1415938586.922681,204.01648922119196,1225261.0608283798,1.6732596712619154,1.6565615940540726,0.8209301973595221,0.8510100512888052
182,2020-10-30,58.8,8088851.0,121090.0,0.0,1417173120.0,7668.0,98.6462336099941,99.10301730561274,8088851,7373375.0,1417173120.0,1401703226.0,715476.0,7381043.0,1415535237.7436385,711411.914197658,917403.3421644677,1.7600452851018433,1.742846866861355,1417066371.247428,1977.5575422029558,95703.1950319178,1.8335194743945333,1.8136413468977144,1409595940.526145,1776.33285574564,7566335.140999905,1.8223115775044454,1.8121079548595311,7.0833333333307495e-06,1415929107.0101914,220.26291723131482,1234724.7268904308,1.6732484685477567,1.656437292411751,0.8208193300380534,0.8510100512888052
183,2020-10-31,58.8,8137119.0,121641.0,0.0,1417173120.0,7668.0,98.6445561944596,99.10301730561274,8137119,7432829.0,1417173120.0,1401595504.0,704290.0,7440497.0,1415505059.967978,724443.4847560033,934549.5472664383,1.7600077627213686,1.7427129277031157,1417066031.6822333,2131.924139279937,95888.39362955555,1.8335190350365684,1.81350196712777,1409554691.5326476,1915.8764462659046,7607444.590906741,1.8222582512169259,1.8119686929319758,7.499999999997418e-06,1415919033.9563699,237.8027819218372,1244780.2408473087,1.6732365648996166,1.656309993897555,0.8207084627165847,0.8510100512888052
184,2020-11-01,58.8,8184082.0,122111.0,0.0,1417173120.0,7668.0,98.6428787789251,99.10301730561274,8184082,7491513.0,1417173120.0,1401489857.0,692569.0,7499181.0,1415474330.0740116,737713.0991236616,952009.8268652995,1.7599695538491729,1.7425815685540975,1417065665.610943,2298.340377865539,96088.04868105953,1.833518561382791,1.813365272167081,1409513419.4546607,2066.372034229001,7648566.173305779,1.8222048950860086,1.8118321135437316,7.916666666664085e-06,1415908367.5523856,256.7390137304757,1255427.7085998522,1.6732239600707146,1.656185147476868,0.820597595395116,0.8510100512888052
185,2020-11-02,58.8,8229313.0,122607.0,0.0,1417173120.0,7668.0,98.6421536124905,99.10301730561274,8229322,7544798.0,1417173120.0,1401391332.0,684524.0,7552466.0,1415443038.0014951,751225.0808377018,969789.9176677411,1.7599306459765713,1.742459064742754,1417065270.9645123,2477.7468355682468,96303.28865407551,1.833518050756097,1.8132377922480876,1409472122.3878891,2228.6783802028044,7689700.93373131,1.8221515066498395,1.8117047414060772,8.333333333330754e-06,1415897107.5224886,277.18273003287146,1266667.2947804956,1.673210653735187,1.6560687173501425,0.820549666150055,0.8510100512888052
186,2020-11-03,58.8,8267623.0,123097.0,0.0,1417173120.0,7668.0,98.6414284460559,99.10301730561274,8267623,7603121.0,1417173120.0,1401294708.0,664502.0,7610789.0,1415411173.508371,764983.8310549158,987895.6605746576,1.7598910263688146,1.7423389245928707,1417064845.5124705,2671.157471849259,96535.3300597492,1.8335175002705164,1.8131127720025377,1409430798.2787917,2403.721516221849,7730849.999692608,1.8220980832536213,1.811579826862269,8.749999999997421e-06,1415885253.52801,299.2538801680415,1278499.218108612,1.6731966454928184,1.6559545336955905,0.8205017369049931,0.8510100512888052
187,2020-11-04,58.8,8313876.0,123611.0,0.0,1417173120.0,7668.0,98.6407032796213,99.10301730561274,8313876,7656478.0,1417173120.0,1401195098.0,657398.0,7664146.0,1415378726.167006,778993.8300940555,1006333.0029005337,1.7598506820604138,1.7422150717164642,1417064386.850245,2879.665390294781,96785.4843667726,1.8335169068148112,1.8129838882194276,1409389444.912874,2592.500019811144,7772014.587106813,1.8220446220344775,1.8114510520474327,9.16666666666409e-06,1415872805.352136,323.0819573803237,1290923.5659055423,1.6731819350873933,1.6558368213898496,0.8204538076599321,0.8510100512888052
188,2020-11-05,58.8,8364086.0,124315.0,0.0,1417173120.0,7668.0,98.63997811318671,99.10301730561274,8364086,7711809.0,1417173120.0,1401089557.0,652277.0,7719477.0,1415345685.361727,793259.6385362776,1025107.9997372662,1.7598095998520755,1.7420838443655078,1417063892.3854637,3104.4490654417505,97055.16547291193,1.8335162670347527,1.8128473304104404,1409348059.9021382,2796.0906674473526,7813196.007195159,1.8219911199052286,1.8113146096949317,9.583333333330757e-06,1415859762.611834,348.8067463090088,1303940.5814185922,1.67316652206627,1.6557121002327344,0.8204058784148712,0.8510100512888052
189,2020-11-06,58.8,8411724.0,124985.0,0.0,1417173120.0,7668.0,98.63925294675212,99.10301730561274,8411724,7765966.0,1417173120.0,1400987762.0,645758.0,7773634.0,1415312040.2853022,807785.8986913732,1044226.8160071108,1.7597677663063258,1.741957274708307,1417063359.32347,3346.7789267569524,97345.89760515984,1.8335155773143796,1.812715619490837,1409306640.6714575,3015.654572499012,7854395.673970731,1.8219375735367758,1.8111830101338808,9.999999999997424e-06,1415846124.9923635,376.5791473124465,1317550.4284869134,1.6731504060575086,1.6555918058429855,0.8203579491698102,0.8510100512888052
190,2020-11-07,58.8,8462080.0,125562.0,0.0,1417173120.0,7668.0,98.63852778031752,99.10301730561274,8462080,7819886.0,1417173120.0,1400883486.0,642194.0,7827554.0,1415277779.9354622,822577.3360535407,1063695.7284849486,1.759725167743186,1.741827620230442,1417062784.6514788,3608.0245610519014,97659.3239620672,1.833514833755497,1.8125806984450825,1409265184.443944,3252.443776674981,7895615.112280046,1.8218839793391868,1.811048203160767,1.0416666666664093e-05,1415831892.0807817,406.5620565545857,1331753.3571598933,1.6731335865731225,1.655468579576612,0.8203100199247484,0.8510100512888052
191,2020-11-08,58.8,8507754.0,126121.0,0.0,1417173120.0,7668.0,98.63780261388293,99.10301730561274,8507754,7868968.0,1417173120.0,1400788730.0,638786.0,7876636.0,1415242893.1114542,837638.7607500973,1083521.1277962755,1.7596817902358868,1.7417098027105467,1417062165.1215508,3889.6624513473503,97997.21599988206,1.833514032155649,1.8124580951748048,1409223688.2251375,3507.808371383215,7936855.966491838,1.8218303334412524,1.810925703548734,1.083333333333076e-05,1415817063.4537728,438.93131936447475,1346549.6149051758,1.6731160631128656,1.655356603397084,0.8202620906796874,0.8510100512888052
192,2020-11-09,58.8,8553657.0,126611.0,0.0,1417173120.0,7668.0,98.63707744744832,99.10301730561274,8553864,7917373.0,1417173120.0,1400694215.0,636491.0,7925041.0,1415207368.4105384,852975.0690134437,1103709.5204487946,1.759637619606513,1.7415922848447347,1417061497.2322235,4193.284326581913,98361.48345180135,1.8335131679843488,1.812335803730566,1409182148.7859862,3783.204163598197,7978120.009850905,1.8217766316684878,1.810803515499098,1.1249999999997427e-05,1415801638.6476793,473.876761807517,1361939.4755565212,1.673097835128819,1.6552449120149224,0.8202141614346254,0.8510100512888052
193,2020-11-10,58.8,8591730.0,127059.0,0.0,1417173120.0,7668.0,98.63635228101371,99.10301730561274,8591730,7959406.0,1417173120.0,1400614316.0,632324.0,7967074.0,1415171194.224426,868591.2446765512,1124267.530898033,1.7595926414215752,1.7414929401908643,1417060777.208724,4520.6061563057965,98754.18512134418,1.8335122363574787,1.8122324236945584,1409140562.6444824,4080.20094697385,8019409.154571264,1.8217228695193872,1.8107002228685327,1.1666666666664096e-05,1415785617.1850572,511.60330148911567,1377923.211639684,1.6730789020567722,1.6551504928249172,0.8201662321895636,0.8510100512888052
194,2020-11-11,58.8,8636011.0,127571.0,0.0,1417173120.0,7668.0,98.63562711457914,99.10301730561274,8636011,8013783.0,1417173120.0,1400515658.0,622228.0,8021451.0,1415134358.735661,884492.3606922461,1145201.9036474016,1.7595468409875086,1.7413702710102552,1417060000.9816499,4873.477841139874,99177.54051079889,1.8335112320097036,1.8121047716889958,1409098926.0458996,4400.491402492127,8060725.462698335,1.821669042139878,1.8105726787898044,1.2083333333330764e-05,1415768998.5390742,552.3321398706606,1394501.1287842148,1.6730592632741506,1.6550339055278607,0.8201183029445036,0.8510100512888052
195,2020-11-12,58.8,8683916.0,128121.0,0.0,1417173120.0,7668.0,98.63490194814452,99.10301730561274,8684039,8064548.0,1417173120.0,1400416865.0,619491.0,8072216.0,1415096849.9137201,900683.580746846,1166519.5055334754,1.7595002033458262,1.7412474339736246,1417059164.163976,5253.893663484342,99633.9423621808,1.8335101492647223,1.8119769450090963,1409057234.9414456,4745.900712352866,8102071.157842585,1.8216151442957218,1.8104449601844221,1.249999999999743e-05,1415751782.1344075,596.3020426100946,1411673.5635480857,1.6730389181010767,1.6549171586970097,0.8200703736994408,0.8510100512888052
196,2020-11-13,58.8,8728795.0,128668.0,0.0,1417173120.0,7668.0,98.63417678170994,99.10301730561274,8737746,8122580.0,1417173120.0,1400305126.0,615166.0,8130248.0,1415058655.5108938,917170.160949785,1188227.328157038,1.759452713267996,1.7411085001662079,1417058262.026264,5664.003556893114,100125.97018084985,1.8335089820031902,1.8118323677072095,1409015484.9651465,5118.396969048037,8143448.6378847845,1.8215611703426315,1.8103005051193184,1.2395833333330764e-05,1415733967.42843,643.7707752181858,1429440.8007930159,1.673017865896311,1.6547851131661273,0.8200224444543808,0.8510100512888052
197,2020-11-14,58.8,8773479.0,129188.0,0.0,1417173120.0,7668.0,98.63345161527536,99.10301730561274,8773479,8163572.0,1417173120.0,1400228401.0,609907.0,8171240.0,1415019763.0593421,933957.4511530392,1210332.4895052747,1.759404355251781,1.741013101993913,1417057289.4699714,6106.12523697671,100656.40479327833,1.8335077236281851,1.81173309445895,1408973671.409169,5520.102289143159,8184860.488542347,1.8215071141943666,1.8102013158043067,1.2291666666664096e-05,1415716290.955414,695.01660853906,1447066.0279761557,1.6729969770458333,1.6546944447928917,0.8199745152093207,0.8510100512888052
198,2020-11-15,58.8,8814579.0,129635.0,0.0,1417173120.0,7668.0,98.63272644884074,99.10301730561274,8814902,8205728.0,1417173120.0,1400144822.0,609174.0,8213396.0,1414980159.866867,951050.8966865866,1232842.2364468232,1.7593551135159824,1.7409091817092313,1417056240.9985287,6582.757348438713,101228.24412461121,1.8335063670277834,1.8116249529299013,1408931789.1969948,5953.304891402075,8226309.498114232,1.8214529692880554,1.810093265706433,1.218749999999743e-05,1415698752.0249865,750.3399616135139,1464549.6350508714,1.6729762507338077,1.6545956768298204,0.8199265859642579,0.8510100512888052
199,2020-11-16,58.8,8845127.0,130070.0,0.0,1417173120.0,7668.0,98.63200128240616,99.10301730561274,8845617,8249579.0,1417173120.0,1400070256.0,596038.0,8257247.0,1414939833.0129383,968456.0400170818,1255763.947045303,1.7593049719954974,1.7408164679899047,1417055110.6864123,7096.5935215159425,101844.72006792894,1.833504904535045,1.8115284731771517,1408889832.8546336,6420.472059544103,8267798.673307178,1.8213987285469777,1.809996867525095,1.2083333333330764e-05,1415681349.772264,810.0651679898846,1481892.162567193,1.6729556859381745,1.654507559815566,0.8198786567191979,0.8510100512888052
200,2020-11-17,58.8,8874290.0,130519.0,0.0,1417173120.0,7668.0,98.63127611597156,99.10301730561274,8900008,8318778.0,1417173120.0,1399946666.0,581230.0,8326446.0,1414898769.3446844,986178.5224237688,1279105.1328922939,1.7592539143363362,1.7406627989105448,1417053892.1455889,7650.537624057478,102509.31678889554,1.8335033278845965,1.8113685620562343,1408847796.4795158,6924.264147929881,8309331.256336675,1.82134438434035,1.8098370916053519,1.1979166666664095e-05,1415664083.4326856,874.5423209371473,1499094.0249915349,1.6729352817554268,1.6543615095809858,0.819830727474136,0.8510100512888052
201,2020-11-18,58.8,8912907.0,130993.0,0.0,1417173120.0,7668.0,98.63055094953695,99.10301730561274,8912907,8335109.0,1417173120.0,1399917436.0,577798.0,8342777.0,1414856955.4728205,1004224.0857008,1302873.441479216,1.7592019238905574,1.7406264549734163,1417052578.4894826,8247.720138401268,103225.79038087011,1.8335016281660073,1.8113307418275395,1408805673.7069376,7467.549688464269,8350910.743374264,1.8212899284399469,1.8097993033527904,1.1874999999997429e-05,1415646951.976384,944.1493321911173,1516155.8742828195,1.672915036968538,1.6543269675601364,0.8197827982290741,0.8510100512888052
202,2020-11-19,58.8,8958483.0,131578.0,0.0,1417173120.0,7668.0,98.62982578310236,99.10301730561274,8960098,8383602.0,1417173120.0,1399821752.0,576496.0,8391270.0,1414814377.7675056,1022598.5738862613,1327076.6586085889,1.7591489837111176,1.7405074835987948,1417051162.2940264,8891.515863870502,103998.19011158851,1.8334997957733956,1.8112069378329294,1408763457.6739583,8053.421644623957,8392540.904397354,1.8212353519734272,1.8096756040316098,1.1770833333330763e-05,1415629954.4869523,1019.294201973322,1533078.2188438473,1.6728949504945616,1.654213894733487,0.8197348689840132,0.8510100512888052
203,2020-11-20,58.8,9004365.0,132162.0,0.0,1417173120.0,7668.0,98.62910061666776,99.10301730561274,9004365,8428409.0,1417173120.0,1399732678.0,575956.0,8436077.0,1414771022.3541372,1041307.9350182024,1351722.7108451482,1.7590950765466415,1.7403967309523436,1417049635.555733,9585.56297320133,104830.88129557218,1.8334978203511783,1.811091686411418,1408721140.9804206,8685.214958975974,8434225.804620827,1.8211806453739412,1.8095604500525238,1.1666666666664095e-05,1415613089.7555356,1100.417344594815,1549861.8271175441,1.6728750209049545,1.654108633154112,0.8196869397389512,0.8510100512888052
204,2020-11-21,66.2,9050597.0,132726.0,0.0,1417173120.0,7668.0,98.62837545023316,98.42381506869935,9050613,8478124.0,1417173120.0,1399636715.0,572489.0,8485792.0,1414726875.1086462,1060358.2230400126,1376819.6683144816,1.7590401848355735,1.7402774126752774,1417047989.646151,10333.78366819642,105728.57018279104,1.5041785035642652,1.48569665592484,1408678715.6469624,9366.525448498991,8475969.827588845,1.4940303879469343,1.4844405335789046,1.1562499999997428e-05,1415596356.634861,1187.994201025403,1566507.3709359472,1.3723909549350835,1.356918417356818,0.8196390104938903,0.8061187699137826
205,2020-11-22,66.2,9095806.0,133227.0,0.0,1417173120.0,7668.0,98.62765028379856,98.42381506869935,9095908,8521617.0,1417173120.0,1399547927.0,574291.0,8529285.0,1414681921.6531963,1079755.5995992771,1402375.7472048881,1.7589842907008293,1.7401670156349163,1417046555.6322489,10814.443547502708,106681.92420621782,1.5041769813766603,1.4856024085867467,1408636485.8962595,9801.890634872256,8517764.213104734,1.4939855995007651,1.4843463659247675,1.1458333333330762e-05,1415579799.3627424,1239.423270634459,1583013.2139857481,1.3723749030072954,1.356832339254444,0.8195910812488284,0.8061187699137826
206,2020-11-23,66.2,9139865.0,133738.0,0.0,1417173120.0,7668.0,98.62692511736398,98.42381506869935,9140312,8562641.0,1417173120.0,1399462499.0,577671.0,8570309.0,1414636147.352373,1099506.3357160713,1428399.3119116775,1.758927375945057,1.740060796344427,1417045054.9189765,11317.459018589381,107679.6220075137,1.504175388388518,1.4855117278461216,1408594196.2177002,10257.449680328997,8559598.332618479,1.493940747495718,1.4842557618526226,1.1354166666664094e-05,1415563381.447085,1293.0763749944504,1599377.476539455,1.3723589861826713,1.3567495186015448,0.8195431520037684,0.8061187699137826
207,2020-11-24,66.2,9177840.0,134218.0,0.0,1417173120.0,7668.0,98.62619995092938,98.42381506869935,9177840,8604955.0,1417173120.0,1399382657.0,572885.0,8612623.0,1414589537.3083272,1119616.813755453,1454898.8779179296,1.7588694220446004,1.7399615225630995,1417043484.4044423,11843.869642718888,108723.72591774019,1.5041737213072202,1.485426976573787,1408551843.778518,10734.137274258841,8601474.084206797,1.4938958289273891,1.4841710822355394,1.1249999999997427e-05,1415547102.67862,1349.049618276386,1615600.2717616558,1.3723432042583297,1.3566721134583977,0.8194952227587065,0.8061187699137826
208,2020-11-25,66.2,9222216.0,134699.0,0.0,1417173120.0,7668.0,98.62547478449478,98.42381506869935,9222216,8642771.0,1417173120.0,1399300465.0,579445.0,8650439.0,1414542076.3562,1140093.5293302785,1481883.1144703876,1.758810410143808,1.7398593268436175,1417041840.842433,12394.763339052393,109816.39423066711,1.504171976686952,1.4853397308061997,1408509425.6150022,11232.931211950616,8643393.453785023,1.4938508406524975,1.4840839102322414,1.1145833333330761e-05,1415530962.6412888,1407.4432537232674,1631681.9154580517,1.3723275568309101,1.356592430039576,0.8194472935136455,0.8061187699137826
209,2020-11-26,66.2,9266705.0,135223.0,0.0,1417173120.0,7668.0,98.6247496180602,98.42381506869935,9266705,8679138.0,1417173120.0,1399219609.0,587567.0,8686806.0,1414493749.059468,1160943.093233315,1509360.8472993388,1.7587503210492472,1.7397587922770608,1417040120.8355677,12971.27867822409,110959.88575682847,1.504170150921437,1.4852539031857006,1408466938.6263967,11754.854434239933,8685358.519168295,1.4938057793824124,1.4839981551770212,1.1041666666664093e-05,1415514960.9317636,1468.3618771351248,1647622.7063598824,1.3723120435093952,1.3565140418447124,0.8193993642685855,0.8061187699137826
210,2020-11-27,66.2,9309787.0,135715.0,0.0,1417173120.0,7668.0,98.6240244516256,98.42381506869935,9325786,8733073.0,1417173120.0,1399106593.0,592713.0,8740741.0,1414444539.705218,1182172.2333991253,1537341.0613833915,1.7586891352238285,1.7396182706760177,1417038320.828719,13574.60708546239,112156.56419842345,1.5041682402369518,1.4851339381322932,1408424379.568485,12300.97713699663,8727371.45437712,1.4937606416763505,1.483878291551307,1.0937499999997427e-05,1415499097.1430597,1531.9145428356576,1663422.9423980403,1.3722966638992216,1.3564044752048747,0.8193514350235236,0.8061187699137826
211,2020-11-28,66.2,9351109.0,136200.0,0.0,1417173120.0,7668.0,98.623299285191,98.42381506869935,9390791,8799249.0,1417173120.0,1398975412.0,591542.0,8806917.0,1414394432.2993448,1203787.7968960449,1565832.9037596933,1.7586268327808343,1.7394551631147301,1417036437.1013737,14205.995399137813,113408.90323011873,1.5041662406842198,1.484994691161324,1408381745.0471907,12872.418875713067,8769434.533932893,1.493715423934589,1.4837391623104483,1.0208333333330931e-05,1415483370.8116345,1598.2150583555135,1679082.9733079355,1.3722814175509943,1.3562772979788134,0.8193035057784617,0.8061187699137826
212,2020-11-29,66.2,9392919.0,136696.0,0.0,1417173120.0,7668.0,98.6225741187564,98.42381506869935,9393039,8802267.0,1417173120.0,1398970146.0,590772.0,8809935.0,1414343410.561647,1225796.7519543266,1594845.6863991402,1.7585633934778213,1.7394486154865085,1417034465.7601366,14866.74838137537,114719.49148493262,1.5041641481304504,1.4849891013689829,1408339031.5117586,13470.350806936416,8811550.13743371,1.4936701223912325,1.483733577244148,9.479166666664436e-06,1415468666.2027621,1667.382235675174,1693718.4150027514,1.3722671617413367,1.3562721927023447,0.8192555765334008,0.8061187699137826
213,2020-11-30,66.2,9431691.0,137139.0,0.0,1417173120.0,7668.0,98.6218489523218,98.42381506869935,9432075,8847600.0,1417173120.0,1398885777.0,584475.0,8855268.0,1414291457.9202907,1248206.1901542677,1624388.8895555977,1.7584987967097372,1.7393437129332554,1417032402.7304904,15558.23147745775,116091.03803470706,1.5041619582505954,1.4848995447434525,1408296235.2469277,14095.998261556053,8853720.754809866,1.4936247331059131,1.4836440963366844,8.749999999997941e-06,1415454982.8191147,1739.5401326378826,1707329.6407529623,1.3722538959880994,1.3561903987277175,0.8192076472883388,0.8061187699137826
214,2020-12-01,66.2,9462809.0,137621.0,0.0,1417173120.0,7668.0,98.6211237858872,98.42381506869935,9484506,8915158.0,1417173120.0,1398765788.0,569348.0,8922826.0,1414238557.5072823,1271023.328392519,1654472.1643257197,1.7584330215032904,1.7391945212578506,1417030243.7484958,16281.873595587316,117526.37791124154,1.5041596665185373,1.4847721779388114,1408253352.3658822,14750.64306209241,8895948.991054846,1.493579251956313,1.4835168372177467,8.020833333331446e-06,1415442320.1477187,1814.8180580953997,1719917.0342232904,1.3722416197939655,1.3560740719107405,0.8191597180432779,0.8061187699137826
